n;sel_swap;sel_comp;sel_time;ins_swap;ins_comp;ins_time;heap_swap;heap_comp;heap_time;quick_swap;quick_comp;quick_time;mq_swap;mq_comp;mq_time
100;297;4950;11100;2331;2328;19600;1779;1044;13900;1179;635;4900;757;648;6800
100;297;4950;11400;2799;2796;25900;1731;1019;12900;1545;773;5300;791;643;6600
100;297;4950;11100;2421;2418;20300;1755;1029;12500;1152;603;4800;1046;667;7400
100;297;4950;10800;2579;2575;21500;1749;1031;12200;870;606;4700;744;667;7800
100;297;4950;10800;2286;2280;20500;1770;1041;12200;1119;580;13500;873;627;6300
100;297;4950;10900;2595;2593;21500;1737;1027;11700;1140;670;4600;772;717;6300
100;297;4950;12600;2443;2439;35800;1755;1027;17800;1047;555;7500;824;616;9400
100;297;4950;12800;2665;2663;47100;1671;995;21200;1125;698;7600;828;682;11300
100;297;4950;13000;2525;2523;37700;1731;1029;19600;1122;765;8200;835;668;10800
100;297;4950;13200;2650;2642;25800;1794;1044;12800;1251;738;5300;833;615;6400
100;297;4950;11100;2775;2769;24500;1725;1033;12300;1227;630;4900;898;618;6200
100;297;4950;10700;2685;2683;22300;1743;1023;12400;1215;618;5000;773;612;5500
100;297;4950;11200;2568;2563;21500;1740;1021;12600;1110;616;5800;848;585;5600
100;297;4950;11100;2640;2639;23500;1716;1029;13200;1134;592;4700;877;651;6400
100;297;4950;10900;2758;2754;23000;1728;1030;11900;1020;577;8800;880;673;6500
100;297;4950;10900;2480;2478;27000;1758;1028;46200;1191;589;8700;862;621;9600
100;297;4950;13600;2478;2472;35200;1752;1026;23100;1335;645;7900;958;633;13800
100;297;4950;11500;2727;2724;22800;1761;1043;12800;1095;577;5000;831;610;6500
100;297;4950;13000;2783;2774;141000;1731;1031;19600;1302;645;8200;910;618;10700
100;297;4950;13000;2664;2659;43100;1746;1022;21300;1092;613;9700;810;641;10400
100;297;4950;13200;2521;2518;40400;1737;1023;22900;1470;685;7800;937;674;11300
100;297;4950;13100;2432;2427;151800;1770;1035;21000;846;630;7400;826;640;11400
100;297;4950;13000;2615;2611;43200;1719;1026;19700;1092;722;7600;693;673;10600
100;297;4950;13300;2691;2685;42900;1737;1032;19000;1386;720;7200;1101;637;12000
100;297;4950;13300;2475;2472;42000;1755;1032;19600;1332;672;8000;1028;652;10700
100;297;4950;12700;2527;2522;40600;1749;1030;19500;1206;686;7500;1078;705;10700
100;297;4950;12700;2258;2257;39200;1770;1032;19500;891;717;7600;832;694;10300
100;297;4950;13000;2663;2660;145400;1743;1024;21100;1332;720;8900;753;658;11200
100;297;4950;12700;2195;2191;35000;1761;1031;18700;984;562;6900;768;635;10900
100;297;4950;12800;2682;2679;36600;1740;1014;20400;1542;694;8500;872;602;9000
100;297;4950;13100;2659;2655;143300;1743;1028;20100;1248;657;8400;777;630;10300
100;297;4950;13300;2347;2344;39100;1755;1028;19100;1704;717;8100;1019;734;10900
200;597;19900;47800;10350;10343;220700;4128;2462;44600;2259;1452;15800;1992;1490;23100
200;597;19900;48500;9917;9915;228400;4053;2454;47500;2643;1544;17400;1830;1470;21600
200;597;19900;48500;10462;10458;237900;4068;2457;46800;2040;1624;15600;1740;1497;25900
200;597;19900;47300;9452;9450;234800;4074;2450;28200;2709;1499;19600;1985;1513;31400
200;597;19900;48000;10798;10793;26900;4074;2453;28300;2826;1476;15400;1939;1559;14300
200;597;19900;48100;10684;10679;29300;4044;2427;30100;2865;1604;18000;1639;1454;15000
200;597;19900;47700;10082;10078;25700;4050;2440;29500;2967;1559;16000;1889;1442;15000
200;597;19900;49600;9914;9907;26700;4080;2453;29900;2625;1518;16500;1945;1423;15800
200;597;19900;48000;10175;10169;27000;4059;2453;29700;2547;1565;15600;1998;1478;15200
200;597;19900;47700;10788;10782;28100;4020;2432;29000;2670;1486;18000;1931;1461;16500
200;597;19900;48400;10625;10617;27800;4035;2440;28800;3231;1616;16200;2287;1579;16900
200;597;19900;52800;10218;10213;26000;4068;2449;99200;2316;1625;15300;2270;1556;18400
200;597;19900;48800;10095;10091;63700;4077;2430;29400;2361;1638;17000;2083;1477;18100
200;597;19900;48100;9686;9680;22800;4068;2453;29100;3642;1743;17300;2167;1655;17800
200;597;19900;48200;10198;10193;26900;4050;2445;29200;2307;1500;15900;2140;1527;15700
200;597;19900;47600;10099;10092;22000;4095;2452;30000;2337;1434;15300;1998;1528;17900
200;597;19900;47400;9957;9949;25900;4029;2436;29600;2208;1754;16100;2374;1483;14700
200;597;19900;48100;9830;9827;28500;4128;2464;29000;3207;1750;16200;1748;1417;14200
200;597;19900;47600;9949;9945;23000;4095;2462;75200;2955;1680;17100;2127;1480;14100
200;597;19900;42700;10280;10274;16400;4050;2452;19800;2982;1712;11000;2312;1450;11000
200;597;19900;47100;10135;10129;16500;4095;2458;19800;2925;1624;12600;1702;1557;9800
200;597;19900;42700;10525;10521;16500;4101;2447;19800;2988;1628;10900;2122;1446;10100
200;597;19900;47800;10357;10350;26800;4113;2464;30100;2724;1660;16000;2383;1578;14700
200;597;19900;48500;9975;9969;26500;4101;2459;29600;2667;1587;15700;1924;1519;15700
200;597;19900;47500;10486;10477;26900;4098;2455;29000;2706;1562;17800;1950;1473;16700
200;597;19900;47800;9469;9464;26100;4077;2445;29400;3387;1543;15200;2049;1590;15100
200;597;19900;49700;10437;10435;26700;4071;2450;28600;3207;1694;15900;2342;1583;17200
200;597;19900;49800;9314;9306;22200;4062;2432;28100;3219;1590;16000;2404;1530;19100
200;597;19900;42800;10434;10426;16600;4104;2461;19500;2379;1389;10800;2219;1507;11000
200;597;19900;42700;10180;10175;16100;4086;2459;22000;2658;1698;10000;2154;1611;10700
200;597;19900;42500;10036;10032;16000;4080;2461;18600;2634;1622;10000;1824;1508;10100
200;597;19900;42600;10364;10363;16600;4092;2444;18900;2418;1601;9800;2023;1443;9500
200;597;19900;42800;10333;10329;16600;4083;2446;18900;2418;1427;10700;1587;1484;8900
200;597;19900;42300;9261;9257;15000;4125;2466;18700;3510;1633;10300;2115;1499;9100
200;597;19900;42000;10588;10585;16900;4074;2466;19200;2784;1641;10200;2132;1620;9400
200;597;19900;42300;10219;10215;16300;4095;2463;18800;2037;1664;10900;2114;1503;9400
200;597;19900;49500;9696;9691;23100;4074;2447;26500;3381;1723;16200;2163;1557;14600
200;597;19900;47900;9681;9678;22900;4083;2454;28900;2997;1514;15200;2285;1546;17400
200;597;19900;47500;9256;9251;21600;4116;2462;28800;2541;1428;14800;2168;1488;16900
200;597;19900;48300;10321;10319;26200;4065;2455;28300;3057;1748;18500;2281;1732;17700
200;597;19900;48100;10295;10291;23100;4089;2455;24900;2538;1580;15300;2008;1599;39800
200;597;19900;47400;10030;10026;26500;4098;2446;29500;2439;1532;15400;1839;1529;15500
200;597;19900;47600;9806;9801;22800;4074;2451;30600;2529;1482;15500;1967;1500;15000
200;597;19900;47900;10337;10330;22500;4101;2468;26700;2922;1535;17600;2278;1542;15500
200;597;19900;47200;10584;10576;23300;4044;2445;29900;2934;1501;16200;2605;1569;17400
200;597;19900;47400;9701;9697;20400;4053;2432;28300;2970;1644;13700;2141;1556;16800
200;597;19900;47800;10324;10319;27700;4056;2452;29100;2511;1426;15100;1891;1515;16800
200;597;19900;48200;9891;9883;21500;4119;2468;26300;2580;1569;18200;1882;1505;20900
200;597;19900;47400;10201;10196;24900;4083;2438;29600;2466;1595;14600;2378;1582;16900
200;597;19900;48700;9800;9796;25100;4098;2459;29100;3981;1928;15900;1946;1458;14800
200;597;19900;48200;9966;9961;24500;4062;2447;23600;2646;1535;10900;1935;1546;9800
200;597;19900;48400;10414;10407;24500;4098;2452;28300;2706;1433;15900;2138;1479;14700
200;597;19900;47300;10750;10744;27200;4080;2436;27600;2589;1484;14100;2201;1601;13900
200;597;19900;49500;9982;9973;24500;4098;2462;29000;2370;1450;14700;1775;1435;14300
200;597;19900;47400;10085;10082;23200;4071;2457;29600;3072;1608;14600;1991;1399;13600
200;597;19900;46900;10204;10201;21700;4128;2473;28000;2148;1434;18300;1941;1499;18400
200;597;19900;47200;10117;10112;25300;4083;2455;32400;2451;1480;14800;2318;1561;17600
200;597;19900;46300;10466;10461;28200;4056;2432;28800;2757;1514;15000;1923;1429;16800
200;597;19900;46800;9340;9335;25500;4116;2469;29100;3525;1751;17000;3178;1722;17100
200;597;19900;48400;10376;10372;27700;4110;2474;29800;2385;1583;16000;1856;1437;15100
200;597;19900;50100;10272;10267;21100;4146;2461;27600;2823;1482;31800;2285;1497;15100
200;597;19900;48700;9853;9850;23700;4077;2447;27900;2481;1505;14200;1893;1503;14300
200;597;19900;48900;10030;10022;23100;4056;2449;33900;2988;1702;14200;2189;1600;18700
200;597;19900;47800;9263;9260;22900;4095;2457;27900;2766;1483;13800;2340;1814;16400
200;597;19900;48500;10250;10248;25400;4074;2452;29100;2493;1679;14100;1860;1672;17200
200;597;19900;48100;9790;9786;24000;4068;2460;29000;2958;1618;14900;2231;1532;17500
200;597;19900;49100;10000;9994;24800;4110;2458;27100;2826;1835;15000;2143;1613;15500
200;597;19900;47400;10441;10436;26700;4035;2456;29600;2712;1506;15500;2073;1515;19100
200;597;19900;47900;10500;10493;27000;4044;2451;25200;2490;1856;15600;2038;1493;16200
200;597;19900;48100;10365;10361;27900;4053;2448;30000;2607;1535;14600;1588;1604;14500
200;597;19900;46300;9626;9620;18500;4086;2465;23400;3048;1673;12400;1874;1467;15800
200;597;19900;70600;10867;10861;28300;4077;2462;29700;2520;1398;14000;2068;1488;18600
200;597;19900;46200;10002;9995;25300;4074;2438;27500;2505;1376;13900;2036;1454;16600
200;597;19900;47500;9373;9368;22000;4035;2437;25400;3528;1658;14500;2197;1536;17900
200;597;19900;47300;10499;10495;25700;4029;2436;27100;2892;1667;14200;2081;1477;15900
200;597;19900;47500;10282;10278;22800;4062;2454;29200;2277;1694;14600;2005;1425;17400
200;597;19900;49300;9853;9850;24000;4053;2451;27600;2694;1475;15400;2125;1498;16600
200;597;19900;47700;9916;9911;24400;4116;2461;28500;2517;1370;14400;1926;1477;16000
200;597;19900;47500;10316;10307;26100;4104;2464;27900;2505;1390;12800;1877;1479;15500
200;597;19900;48000;10529;10521;26400;4095;2445;27400;2442;1709;13400;1828;1469;14000
200;597;19900;48600;11002;10997;27900;4074;2449;29600;3450;1628;14900;2207;1450;15900
200;597;19900;48300;10260;10257;24500;4080;2459;27100;2574;1504;14100;1984;1518;14900
200;597;19900;47700;10992;10988;30100;4050;2442;25800;2349;1647;14200;1911;1526;15500
200;597;19900;47400;10206;10204;27600;4044;2427;30800;3450;1656;14300;2022;1495;16100
200;597;19900;46700;10365;10360;19500;4065;2438;23600;2559;1502;11600;1944;1528;12900
200;597;19900;46800;9801;9795;24600;4065;2448;27500;2649;1466;13800;3032;1800;15400
200;597;19900;46600;9642;9640;21900;4044;2423;26300;2925;1511;13800;2017;1504;14200
200;597;19900;46600;9616;9606;21200;4116;2454;27200;2847;1591;13600;1985;1531;14900
200;597;19900;48200;10980;10974;27700;4032;2436;28500;2715;1467;14700;2083;1465;15400
200;597;19900;48100;10844;10842;27700;4050;2442;29200;2814;1662;15300;1889;1579;15700
200;597;19900;48700;10501;10495;26500;4113;2463;29100;2400;1412;18800;2002;1501;15800
200;597;19900;47100;9580;9575;25100;4074;2444;29200;2988;1521;13200;1897;1468;60300
200;597;19900;47900;9300;9293;19400;4098;2452;29200;2601;1519;26700;2080;1496;31500
200;597;19900;47800;10987;10984;23700;4047;2440;28400;2964;1682;14000;1941;1463;16400
200;597;19900;47600;10425;10422;27100;4101;2448;28700;2724;1404;14000;2125;1492;17700
200;597;19900;47400;9972;9967;26000;4020;2440;29300;2358;1455;13800;2032;1593;14500
200;597;19900;47500;9639;9628;26400;4047;2455;29800;3198;1781;13600;2376;1709;13500
200;597;19900;46800;9579;9578;25700;4101;2453;28300;3018;1485;13800;2016;1430;16600
200;597;19900;46900;9745;9741;24800;4101;2459;30600;2916;1856;13600;1907;1424;14500
200;597;19900;47800;10056;10053;24400;4068;2457;27200;2787;1497;13800;2156;1583;14900
300;897;44850;103600;23988;23979;59800;6654;4023;46500;4365;2411;23100;3652;2338;23600
300;897;44850;103700;22008;22005;48800;6606;4000;42000;4515;2504;20300;3328;2451;24100
300;897;44850;106000;21994;21990;51300;6732;4050;40900;4509;2596;18800;2900;2400;20700
300;897;44850;104100;20636;20631;47900;6714;4047;40500;5760;2778;20200;3494;2482;21800
300;897;44850;104800;22313;22308;47600;6657;4037;42600;4305;2646;19800;3643;2437;25400
300;897;44850;103800;23055;23051;49300;6633;4025;47800;4530;2287;24600;2996;2383;28800
300;897;44850;112500;22314;22309;57700;6606;4002;73300;4470;2404;20600;3959;2567;26100
300;897;44850;104800;22976;22972;57600;6648;4019;50600;4785;2531;22700;3468;2554;23900
300;897;44850;107000;22396;22393;52600;6666;4044;45000;4398;2648;21700;3110;2447;25400
300;897;44850;94200;22586;22583;34400;6648;4020;31300;4863;2839;15500;3417;2569;16800
300;897;44850;95200;21818;21811;33600;6744;4060;30400;5205;2751;14400;3038;2441;17600
300;897;44850;104800;21912;21908;43700;6714;4056;40700;4788;2745;20300;3013;2588;24100
300;897;44850;106100;21787;21777;52700;6669;4027;45100;4272;2426;21000;3713;2427;26100
300;897;44850;103900;23004;23003;54200;6636;4023;43500;3861;2427;19800;3046;2374;20500
300;897;44850;104500;21763;21758;32900;6603;4002;30900;4719;2790;15000;3909;2583;18900
300;897;44850;95500;22446;22441;33700;6630;4012;29800;5553;2713;15200;3228;2383;16100
300;897;44850;103100;22539;22529;40200;6675;4042;38500;4686;2758;20500;4257;2618;39800
300;897;44850;105200;23367;23361;48800;6615;4016;41900;4371;2562;21100;3385;2409;22900
300;897;44850;105700;21265;21258;51600;6675;4038;44600;5106;2520;21400;3787;2617;28100
300;897;44850;104000;23146;23138;49600;6696;4049;45000;4413;2662;21900;3356;2372;23600
300;897;44850;95200;23127;23120;35000;6699;4028;31000;4134;2500;15800;3335;2595;16900
300;897;44850;95200;22644;22640;34100;6576;3994;30600;4320;2585;14700;3226;2645;14600
300;897;44850;104500;22648;22642;48400;6678;4028;43900;5064;2680;21800;3372;2452;23200
300;897;44850;99300;22771;22759;55600;6627;4009;43000;4392;2566;21300;3392;2431;22800
300;897;44850;105700;21024;21018;32600;6678;4048;30900;4995;2637;15700;3204;2343;17300
300;897;44850;103300;22482;22479;34100;6624;4020;33200;4767;2780;17100;3031;2496;16600
300;897;44850;132000;22521;22516;89200;6579;3989;74300;4323;2380;32100;3371;2437;22600
300;897;44850;115300;23324;23320;59500;6618;4012;63000;3990;2595;23000;3317;2459;26700
300;897;44850;111400;22715;22705;54100;6645;4004;49000;5013;2677;25000;3735;2506;24300
300;897;44850;109300;22762;22758;51500;6666;4038;47800;5223;2517;24000;3283;2452;27300
300;897;44850;110300;21567;21560;54200;6651;4035;48200;4491;2474;22200;3172;2415;27100
300;897;44850;107400;22537;22534;54400;6645;4027;42400;4143;2263;21400;3124;2363;21100
300;897;44850;111500;23688;23686;58000;6708;4057;50200;4821;2628;22000;3455;2611;28300
300;897;44850;105000;21304;21298;51200;6624;4028;48500;4812;2707;23200;3434;2520;25800
300;897;44850;109500;21633;21627;53300;6633;4031;49300;4473;2652;22300;3531;2407;24200
300;897;44850;110500;23385;23381;48200;6639;4028;46900;4377;3203;21900;3470;2435;25100
300;897;44850;110500;24278;24271;56900;6642;4038;44700;4365;2535;22400;3663;2311;24300
300;897;44850;113500;22408;22402;54600;6600;4018;40600;5031;2623;20000;3602;2494;26900
300;897;44850;112400;22587;22578;52500;6633;4026;50100;5214;3073;22900;3513;2423;23400
300;897;44850;111500;23652;23648;59700;6600;4012;48700;4596;2454;21000;3555;2599;23500
300;897;44850;112600;23072;23062;50800;6642;4019;49200;3723;2469;22500;3617;2482;29000
300;897;44850;111300;23061;23056;57000;6669;4044;49600;4173;2725;22900;3110;2369;26300
300;897;44850;114400;22797;22796;53100;6597;4015;48300;4779;2409;21000;3747;2485;24800
300;897;44850;111400;22821;22813;54900;6675;4034;51200;4701;2653;23000;3079;2379;25100
300;897;44850;108500;24465;24459;54600;6615;4014;49000;4455;2512;23400;3082;2252;24300
300;897;44850;110700;22875;22870;54800;6645;4038;49000;4272;2517;23100;3550;2572;26100
300;897;44850;97000;21420;21410;32600;6702;4047;31300;4725;2549;15800;3587;2625;15800
300;897;44850;94100;22076;22072;33100;6654;4035;29800;4218;2366;15400;3557;2481;15900
300;897;44850;94100;22610;22609;33800;6654;4030;29800;3993;2664;14900;2960;2589;14200
300;897;44850;93800;22404;22398;33500;6678;4038;29500;4341;2673;15100;3289;2432;15600
300;897;44850;94100;22272;22268;33400;6672;4030;29900;4053;2514;14400;3065;2350;17300
300;897;44850;99000;22314;22305;33300;6612;3994;31200;4008;2423;14800;3698;2530;31700
300;897;44850;94000;22444;22440;33900;6636;4040;30200;5619;2818;15900;3176;2402;17000
300;897;44850;109000;21252;21244;51900;6720;4041;45500;4683;2421;22400;3220;2380;23600
300;897;44850;106100;21130;21127;51900;6738;4052;44800;4317;2399;22000;3465;2466;27400
300;897;44850;105300;21536;21530;55900;6648;4011;46100;4608;2713;22200;3020;2439;29000
300;897;44850;103600;23168;23161;51300;6642;4023;37500;3996;2432;20800;3279;2543;24200
300;897;44850;107300;21980;21975;56200;6648;4020;46200;3516;2287;21800;3329;2391;21200
300;897;44850;103700;22740;22734;55000;6678;4035;46400;4527;2630;21600;3376;2411;23900
300;897;44850;106400;22975;22972;54900;6651;4036;44400;4413;2396;20800;3087;2341;24600
300;897;44850;105200;22917;22910;34400;6693;4042;30800;4332;2819;15500;3358;2664;16900
300;897;44850;93900;22569;22564;34000;6615;4013;30100;4401;2642;15300;3991;2508;16900
300;897;44850;94400;23027;23023;34300;6657;4030;30800;4215;2580;14400;2811;2592;14600
300;897;44850;95300;23920;23917;35600;6606;4019;30100;4125;2465;14500;3276;2453;14800
300;897;44850;94300;21371;21365;32200;6687;4039;31400;4344;2561;14600;3406;2617;16200
300;897;44850;93600;22550;22541;33700;6606;4010;30000;5082;2879;14500;4367;2626;16200
300;897;44850;94200;22843;22837;34400;6597;4020;29800;4584;2433;14600;3733;2431;14100
300;897;44850;108500;21822;21813;43700;6666;4028;48300;4944;2623;22500;4572;2834;23700
300;897;44850;109700;23334;23326;58000;6570;3995;43800;4920;2752;22000;4229;2775;30900
300;897;44850;111500;22081;22073;55700;6639;4029;51000;4488;2468;22700;3137;2521;24500
300;897;44850;109600;22585;22577;52500;6579;4003;50800;4407;2637;23300;3557;2467;25600
300;897;44850;110700;23998;23993;58100;6552;4005;49200;4830;2562;21800;4282;2637;26100
300;897;44850;103600;21969;21964;47100;6621;4010;46100;4284;2759;22200;3555;2363;27100
300;897;44850;111200;21564;21560;53200;6642;4050;50700;3807;2557;20600;2936;2513;27300
300;897;44850;108000;23794;23784;56600;6660;4031;49400;3837;2616;21100;4163;2687;22300
300;897;44850;111100;23152;23150;52600;6582;4020;48800;4383;2418;22000;3369;2660;24500
300;897;44850;112600;22788;22783;56900;6618;4017;46300;4923;2574;22000;3475;2419;24800
300;897;44850;111300;22203;22199;54400;6687;4043;49800;3789;2708;21300;3254;2589;24700
300;897;44850;110400;24039;24034;57400;6687;4033;49200;4383;2498;21200;3249;2468;24400
300;897;44850;107100;21802;21797;55900;6588;4002;46600;5082;2635;20000;3780;2555;23900
300;897;44850;110700;23611;23606;56500;6675;4046;70300;4962;2740;21700;3551;2539;26300
300;897;44850;110900;23548;23536;46000;6672;4041;48900;3864;2555;21200;2749;2457;23900
300;897;44850;109800;24616;24611;60000;6618;4011;44900;4242;2754;21900;3436;2460;23500
300;897;44850;111700;21677;21673;53100;6657;4028;54500;6282;3160;24000;3922;2563;26800
300;897;44850;105200;21990;21988;54400;6618;4028;47200;5034;2558;24700;3188;2422;24800
300;897;44850;104500;21966;21961;55500;6660;4035;47200;4854;2624;21000;3026;2352;28400
300;897;44850;106500;22867;22863;54000;6615;4016;44600;5403;2695;21500;3418;2360;25800
300;897;44850;104700;23192;23184;60200;6648;4027;45400;4725;2492;20900;3702;2477;25700
300;897;44850;110000;23365;23360;56900;6621;4012;45000;4488;2739;21100;3299;2439;23100
300;897;44850;103500;23759;23755;56500;6591;4014;44400;4890;3077;22100;3000;2416;23800
300;897;44850;103900;21895;21889;43900;6675;4030;39700;4047;2253;19900;3062;2344;22400
300;897;44850;103800;22128;22122;54900;6648;4030;44800;3960;2513;20900;3309;2518;24200
300;897;44850;104000;22008;22004;55300;6666;4032;45700;4356;2569;21300;3226;2531;24700
300;897;44850;103800;22377;22372;53600;6675;4034;46000;4077;2410;21300;3354;2382;24700
300;897;44850;104100;21864;21857;52900;6624;4035;44300;4599;2518;20800;4102;2571;22900
300;897;44850;104200;23004;23001;54000;6642;4039;42500;5325;2624;20700;3365;2410;24200
300;897;44850;130200;23298;23292;56200;6642;4027;43200;4107;2558;20500;3183;2498;24700
300;897;44850;102600;22371;22369;52000;6663;4040;45700;4197;2531;20300;2981;2453;27300
300;897;44850;104200;22207;22199;55200;6633;4024;48800;4491;2471;20900;3631;2465;23000
300;897;44850;103600;23008;23006;55800;6642;4032;43300;3741;2221;20600;3604;2597;25400
400;1197;79800;184100;39802;39797;95000;9450;5733;65200;5334;3359;28700;4663;3439;36600
400;1197;79800;202700;40415;40408;96800;9333;5714;67200;5793;3554;30200;4824;3447;32400
400;1197;79800;187800;42151;42143;94500;9285;5680;67700;5997;3455;28000;4901;3528;43900
400;1197;79800;195100;41503;41501;102800;9321;5699;64200;5865;3665;30600;4709;3462;36100
400;1197;79800;194800;39477;39473;94600;9297;5671;67800;5781;3575;30400;5128;3678;34300
400;1197;79800;185800;40582;40577;92600;9318;5695;63800;6474;3592;29300;5193;3456;29100
400;1197;79800;196400;40569;40564;95300;9261;5668;67600;7005;3774;30900;4584;3512;34000
