n;sel_swap;sel_comp;sel_time;ins_swap;ins_comp;ins_time;heap_swap;heap_comp;heap_time;quick_swap;quick_comp;quick_time;mq_swap;mq_comp;mq_time
2800;8397;3918600;17760000;1973939;1973933;5646700;88725;55579;754500;61029;37316;372100;46822;33297;397500
2800;8397;3918600;17806200;1960045;1960033;5605800;89175;55692;794300;55230;35241;363800;51515;34073;403500
2800;8397;3918600;17742700;1956304;1956299;5596800;89082;55659;754200;64350;38401;370000;45842;33429;397900
2800;8397;3918600;17773700;1950162;1950151;5576600;88908;55608;760400;61806;36546;358200;42015;33594;394100
2800;8397;3918600;17725900;1955816;1955806;5634900;88974;55646;758600;60408;34356;366700;50182;33329;403600
2800;8397;3918600;17815100;1953292;1953282;5593100;89106;55709;758900;57012;37175;363300;43429;34021;397100
2800;8397;3918600;17764100;1992036;1992027;5696100;88986;55672;754400;60870;36571;373800;47182;33708;397700
2900;8697;4203550;19043000;2075899;2075891;5937300;92637;57935;784500;63963;37808;372300;48003;34159;414700
2900;8697;4203550;19063300;2120432;2120424;6062300;92526;57961;786600;55188;36234;373100;46137;34576;411700
2900;8697;4203550;19038100;2141050;2141042;6118800;92496;57984;787900;57426;36291;372000;54234;35811;414500
2900;8697;4203550;19020300;2093422;2093416;5986100;92340;57913;788800;61959;37320;379100;52166;35436;419400
2900;8697;4203550;19045900;2136576;2136571;6169600;92628;57950;782300;65655;37118;381000;47453;34502;415300
2900;8697;4203550;19090500;2084015;2084009;5959200;92745;57990;787000;58422;37738;379100;47328;34979;407100
2900;8697;4203550;19044700;2071856;2071848;5924300;92658;57996;790100;61032;37110;376300;45495;34416;489500
2900;8697;4203550;19003600;2085606;2085595;5982500;92592;57944;783700;64158;40111;382600;51022;35618;414400
2900;8697;4203550;19102000;2127010;2127006;6096800;92412;57917;783800;63105;36744;373000;53838;35261;414200
2900;8697;4203550;19060800;2131645;2131640;6164700;92433;57881;783400;61800;36489;383000;51720;34707;418300
3000;8997;4498500;20395600;2236023;2236017;6391600;96501;60342;818100;57243;35914;392300;50388;35539;434100
3000;8997;4498500;20645900;2216544;2216536;6337600;96408;60329;818100;77271;41104;400800;52744;35724;436200
3000;8997;4498500;20378000;2293181;2293174;6553200;96135;60218;815300;68040;39847;395300;50180;36452;426100
3000;8997;4498500;9587800;2230333;2230323;2997000;96213;60268;384800;75717;40041;186900;51809;36963;203900
3000;8997;4498500;9579100;2250344;2250336;3023700;96048;60142;381000;77361;44261;187300;55080;35652;205000
3000;8997;4498500;9590600;2254115;2254107;3043900;96141;60189;382500;54810;40772;192000;48646;35975;203600
3000;8997;4498500;9667700;2282167;2282160;3070100;96261;60249;385800;64245;39956;182800;51082;36041;203300
3000;8997;4498500;9631900;2255454;2255442;3030800;96174;60242;382700;61686;37235;186400;53216;36099;207500
3000;8997;4498500;9572700;2239100;2239093;3022900;96186;60197;382000;84444;45168;192100;53239;35954;207500
3000;8997;4498500;9570100;2205301;2205295;2963100;96435;60245;384400;67935;42141;188200;50065;37244;201200
3100;9297;4803450;10225300;2433114;2433101;3266700;99948;62581;400300;65397;43111;196700;52651;37181;214300
3100;9297;4803450;10202100;2411032;2411025;3237600;100056;62602;398800;68133;38889;191800;52550;36733;218100
3100;9297;4803450;10225400;2426120;2426107;3257200;99804;62543;395900;68187;40489;193900;54043;36827;210200
3100;9297;4803450;10223400;2394778;2394768;3216500;99978;62621;398100;63396;42028;187800;50108;38217;205100
3100;9297;4803450;10237800;2396650;2396647;3218100;100062;62574;398100;69756;43181;191900;48179;36909;206200
3100;9297;4803450;10166600;2392365;2392356;3212600;100005;62556;404500;81837;44798;197200;55628;38075;211300
3100;9297;4803450;10219400;2348150;2348143;3167800;100104;62676;400900;72432;40974;192100;57833;38397;214000
3100;9297;4803450;10265900;2396450;2396441;3221300;100014;62588;397800;76407;42225;198300;52903;37450;214100
3100;9297;4803450;10227300;2357134;2357126;3166400;99828;62502;397500;66678;42748;193300;49609;37600;206700
3100;9297;4803450;10257200;2478881;2478878;3328200;99861;62540;398300;67488;42190;193700;50532;38480;207200
3200;9597;5118400;10911000;2586611;2586600;3472700;103413;64800;411000;64731;43225;192800;58137;40586;214000
3200;9597;5118400;10902000;2558828;2558820;3435500;103560;64869;411600;79233;44172;201900;53588;38542;219600
3200;9597;5118400;10880600;2581290;2581284;3475100;103530;64828;410000;74052;45861;199300;55330;39399;217100
3200;9597;5118400;10916400;2546039;2546035;3417500;103719;64932;411800;64785;42434;197200;54116;39728;217700
3200;9597;5118400;10907600;2586020;2586012;3470500;103344;64789;417700;72363;40420;197800;58136;40167;217000
3200;9597;5118400;10891300;2611173;2611161;3503800;103533;64849;413600;67164;41180;196400;54362;39335;218000
3200;9597;5118400;10901000;2508365;2508359;3372000;103749;64932;412300;62148;41505;197100;51777;39194;216600
3200;9597;5118400;10907800;2509675;2509672;3372300;103743;64921;412500;65724;42849;199700;47880;41382;210900
3200;9597;5118400;10904700;2575215;2575208;3457700;103437;64816;413300;70080;41993;196800;57802;38727;221300
3200;9597;5118400;10904700;2541246;2541238;3411100;103596;64814;411800;63012;39311;198600;50795;38253;217800
3300;9897;5443350;11580000;2720828;2720818;3651300;106950;67093;425200;77283;47375;218900;54866;40697;224200
3300;9897;5443350;11590500;2708024;2708016;3633300;107250;67086;423800;71763;43540;208800;57726;39606;226000
3300;9897;5443350;11586800;2725225;2725221;3656900;107127;67118;423500;73890;42751;204500;58206;43732;224100
3300;9897;5443350;11584800;2733828;2733823;3669600;107292;67148;426300;66768;41137;208500;55923;39531;226700
3300;9897;5443350;11596700;2708565;2708555;3635000;107301;67209;427600;75654;44563;205200;50337;41145;216700
3300;9897;5443350;11607200;2646498;2646490;3556800;107328;67155;425100;80220;46764;203800;61292;41220;225000
3300;9897;5443350;11536700;2681763;2681758;3628300;107409;67254;429100;66717;40754;208300;56949;39600;228600
3300;9897;5443350;11606700;2675359;2675352;3610200;107337;67228;430700;74154;47025;209800;56592;40632;224100
3300;9897;5443350;11584800;2735068;2735065;3683500;107166;67132;426400;75486;45325;207100;54040;41027;222200
3300;9897;5443350;11586400;2744821;2744811;3684300;107211;67201;425200;73341;42827;204600;63650;40948;226000
3400;10197;5778300;12293700;2935875;2935866;3943100;110619;69321;439100;77637;45819;214100;62928;42495;230500
3400;10197;5778300;12308600;2830960;2830953;3809200;110964;69508;440100;75291;43634;214200;61574;41411;232500
3400;10197;5778300;12282100;2954109;2954103;3962800;110787;69473;441000;89499;48102;213300;59970;42178;233000
3400;10197;5778300;12323800;2870165;2870158;3850900;110889;69495;442600;71631;44413;208700;60480;41669;233800
3400;10197;5778300;12288300;2922119;2922115;3931000;111045;69517;441300;81780;46823;210700;68540;43931;232700
3400;10197;5778300;12303500;2908287;2908280;3905700;110919;69453;440200;67383;44321;210600;57009;40844;237200
3400;10197;5778300;12331400;2930750;2930745;3938700;110838;69501;442200;89862;49447;220400;68661;44070;239000
3400;10197;5778300;12305600;2908050;2908041;3911600;110778;69432;442300;81222;46884;216700;61322;43442;234000
3400;10197;5778300;12285700;2862914;2862907;3840500;110928;69456;442500;86835;47708;216200;65520;43658;235900
3400;10197;5778300;12278700;2881158;2881150;3865600;111048;69564;443700;74532;46068;211800;58657;41981;233700
3500;10497;6123250;13066500;3087621;3087615;4145700;114555;71764;454000;72324;45465;216600;61320;43828;239700
3500;10497;6123250;12989600;3034120;3034107;4070200;114528;71819;463200;82005;54567;230200;68829;45381;240000
3500;10497;6123250;13061000;3055133;3055127;4098100;114483;71755;455400;72303;44631;219900;59223;42997;238100
3500;10497;6123250;13057200;3100926;3100918;4192000;114390;71710;454800;73110;48103;216500;60185;44149;238400
3500;10497;6123250;13026100;3078453;3078442;4142000;114489;71824;463300;84807;49715;222400;60248;45612;239700
3500;10497;6123250;13048000;3012762;3012757;4050300;114570;71734;455700;81774;48939;222000;59368;44583;240900
3500;10497;6123250;13057600;3123993;3123990;4189800;114399;71720;454300;71292;44251;217600;59225;43470;237300
3500;10497;6123250;12999400;3043585;3043576;4091400;114615;71827;455800;72489;47351;215900;58790;42289;238500
3500;10497;6123250;13054400;3019297;3019290;4057800;114699;71850;464500;71814;44773;219500;55736;42356;238000
3500;10497;6123250;13187300;2998934;2998928;4029900;114570;71810;453000;81837;50174;236700;56930;45352;237600
3600;10797;6478200;13826100;3137006;3136996;4207700;118500;74199;469900;85569;48529;224800;67479;45458;249100
3600;10797;6478200;13793600;3291239;3291231;4422500;118371;74188;469200;80694;47352;226500;57804;44295;246800
3600;10797;6478200;13792200;3237373;3237364;4340800;118191;74090;470500;84168;47603;223000;61960;43315;250700
3600;10797;6478200;13807600;3281255;3281250;4399100;118113;74080;469300;76611;47276;225700;58587;42624;248700
3600;10797;6478200;13792500;3220594;3220589;4317900;118260;74194;471100;82392;49454;231500;60744;44378;246200
3600;10797;6478200;13783000;3263343;3263334;4383700;118287;74148;470500;81654;50495;228500;65725;46067;247700
3600;10797;6478200;13729900;3273559;3273546;4389400;118137;74060;470900;85317;53732;229200;58526;45817;244700
3600;10797;6478200;13811400;3268854;3268848;4385000;118032;73999;470400;85290;52199;227500;66292;45989;247400
3600;10797;6478200;13634700;3266972;3266966;4387900;118206;74090;465800;76314;50639;226200;63390;44236;255500
3600;10797;6478200;13686700;3179760;3179749;4281700;118476;74189;468200;85959;48379;228000;63399;44210;249900
3700;11097;6843150;14417300;3415700;3415693;4585400;121950;76492;483400;75372;45767;232500;65560;46037;251300
3700;11097;6843150;14597500;3409243;3409236;4580800;121995;76439;491400;85827;49201;234300;62890;44862;254100
3700;11097;6843150;14623200;3335470;3335460;4480300;121956;76471;483000;80799;49723;233800;62411;46360;254000
3700;11097;6843150;14531800;3429056;3429051;4602600;121776;76421;490000;82605;49379;230900;62564;44486;256500
3700;11097;6843150;14561300;3363678;3363671;4530900;121656;76359;486200;78018;47435;241900;65600;45563;255900
3700;11097;6843150;14593000;3468627;3468617;4665600;121953;76418;482100;78816;46903;234500;59847;45291;253900
3700;11097;6843150;14608300;3357832;3357822;4506300;121932;76497;488500;77235;46588;231900;62072;45095;257000
3700;11097;6843150;14642100;3383232;3383224;4540200;121926;76473;486800;87534;48067;232000;67894;46948;259600
3700;11097;6843150;14605600;3357394;3357387;4505500;122118;76490;484500;74427;52604;230600;63555;47962;251500
3700;11097;6843150;14583700;3460354;3460346;4644700;121884;76432;482500;85695;50549;230000;63403;46531;249100
3800;11397;7218100;15487500;3628539;3628535;4867300;125511;78690;498400;85452;55343;240900;65265;49562;264800
3800;11397;7218100;15228200;3702861;3702857;4966900;125481;78777;500100;74454;51900;238300;58328;48276;257600
3800;11397;7218100;15263600;3599792;3599787;4824300;125604;78773;497700;90219;56891;237200;67587;53352;263400
3800;11397;7218100;15387400;3589110;3589101;4811100;125658;78739;498700;74610;48014;240500;71033;48293;261800
3800;11397;7218100;16318500;3652875;3652871;4907600;125535;78746;500600;81135;50206;240100;70074;47354;263900
3800;11397;7218100;15378000;3614743;3614736;4845100;125595;78809;501300;83364;49744;238300;69973;46960;263000
3800;11397;7218100;15420800;3579416;3579406;4798200;125580;78765;502800;73098;52586;237200;63622;46217;263500
3800;11397;7218100;15410700;3658379;3658370;4902300;125331;78652;497300;92001;53578;244300;68316;46470;269900
3800;11397;7218100;15346400;3621338;3621333;4853600;125688;78746;498400;93360;54504;243100;72447;48310;267200
3800;11397;7218100;15410600;3645087;3645082;4884900;125619;78738;495600;83352;49530;236600;68253;46487;265300
3900;11697;7603050;16096800;3819596;3819591;5131500;129360;81085;514800;76503;51533;243400;63346;50246;262100
3900;11697;7603050;16142400;3771976;3771961;5054000;129300;81099;516200;88215;50224;244200;71222;48659;269700
3900;11697;7603050;16200900;3806634;3806621;5101300;129336;81120;515300;83748;53447;241700;81682;52320;273300
3900;11697;7603050;16160400;3821222;3821213;5120600;129564;81165;513800;101142;54522;246200;65198;49703;268000
3900;11697;7603050;16180600;3774612;3774606;5087100;129396;81176;514800;81717;53290;243400;69968;50522;270800
3900;11697;7603050;16207700;3764955;3764948;5049800;129291;81112;516200;79944;56043;246500;64977;49543;273200
3900;11697;7603050;16257600;3858998;3858988;5171700;128910;80902;517000;84012;56643;249200;65390;49110;267700
3900;11697;7603050;16189700;3755790;3755785;5044300;129378;81070;515400;94839;55872;254200;60940;49779;264300
3900;11697;7603050;16144900;3843822;3843815;5149600;129396;81116;524200;88905;49898;248400;72137;48349;270400
3900;11697;7603050;16116900;3859905;3859897;5170500;129255;81133;513900;80346;50202;247900;66558;47554;269700
4000;11997;7998000;17212800;4013618;4013609;5407000;132900;83374;535000;89439;55343;257600;71192;50054;279500
4000;11997;7998000;17133000;3963367;3963358;5310700;133095;83399;529200;80874;52565;255700;71016;50777;277100
4000;11997;7998000;17050600;4015014;4015007;5379900;132828;83349;527400;88758;54552;254500;72596;50303;277800
4000;11997;7998000;17032500;4016148;4016138;5397400;132972;83456;525000;87948;55368;254700;75190;52847;274600
4000;11997;7998000;17055000;4050633;4050625;5424800;132861;83457;530400;90855;51725;254300;73311;50275;279400
4000;11997;7998000;17084900;4014701;4014697;5377400;133191;83459;529700;88617;52983;255200;63265;52432;267800
4000;11997;7998000;17041400;3953629;3953619;5298800;133053;83453;528100;88221;57392;248400;70273;51722;275500
4000;11997;7998000;17049500;3979559;3979557;5511700;132873;83337;529300;77475;53147;252700;68724;52756;278700
4000;11997;7998000;16862200;3949075;3949067;5303600;132957;83409;529500;97416;53503;250600;69878;52462;283100
4000;11997;7998000;16848900;3934281;3934272;5278400;133011;83405;527200;89301;52279;255100;68909;50772;275400
4100;12297;8402950;17896000;4263598;4263588;5710500;136470;85613;543000;81279;54994;257500;73112;50526;288900
4100;12297;8402950;17896900;4175157;4175148;5592600;136533;85688;544400;90222;53625;261800;87670;52911;288500
4100;12297;8402950;17932200;4192693;4192687;5626200;136881;85853;543000;92925;53093;260400;70859;51096;285800
4100;12297;8402950;17914900;4214362;4214358;5658500;136656;85702;544700;87111;52191;262400;71488;51498;289800
4100;12297;8402950;17902900;4178753;4178746;5614900;136785;85747;544400;94974;59808;263900;76161;51332;287400
4100;12297;8402950;17911900;4217909;4217904;5649200;136809;85869;542200;83721;55819;256000;67613;52567;280900
4100;12297;8402950;17901400;4111003;4110993;5507000;136851;85794;539100;94320;60323;259900;69669;50615;282300
4100;12297;8402950;17891000;4169843;4169837;5585500;136653;85746;541300;110316;61920;268300;83002;54146;285700
4100;12297;8402950;17921600;4225195;4225184;5658400;136743;85810;544100;98169;55800;264300;74595;50555;338100
4100;12297;8402950;17939100;4131277;4131267;5535000;136761;85742;542000;91608;55469;255300;76293;51542;290600
4200;12597;8817900;18796700;4413390;4413381;5909100;140502;88190;557700;105582;61446;268100;77283;54871;289900
4200;12597;8817900;18830200;4360281;4360271;5838900;140403;88079;558700;98037;58845;267300;75433;52764;292200
4200;12597;8817900;18841400;4493271;4493267;6016600;140295;88171;558300;94461;57910;271000;83064;55949;295600
4200;12597;8817900;18773800;4485323;4485315;6005400;140355;88174;555700;92427;57585;269100;75953;51492;294300
4200;12597;8817900;18685100;4449703;4449696;5957500;140481;88155;557900;99633;58064;266400;74264;53322;291000
4200;12597;8817900;18814600;4464369;4464363;5978000;140583;88174;557000;109398;62725;272500;84904;54527;291400
4200;12597;8817900;18785700;4442661;4442654;5975100;140385;88164;556700;89169;58152;267100;73317;55534;291500
4200;12597;8817900;18776500;4340001;4339995;5817400;140577;88160;557300;111213;62924;272100;75861;53436;296400
4200;12597;8817900;18714500;4347030;4347022;5823600;140226;88073;558400;84396;54176;261900;80725;54377;291300
4200;12597;8817900;18796400;4366650;4366643;5847000;140532;88193;562900;104562;59578;268300;87605;55838;296100
4300;12897;9242850;19765600;4641582;4641577;6213200;144168;90546;572800;85473;58640;272000;71937;57431;294000
4300;12897;9242850;19795600;4547493;4547485;6091800;144285;90553;571800;96978;58162;273800;82784;57609;304100
4300;12897;9242850;19754400;4603505;4603500;6164700;143931;90516;573000;107235;60406;274800;73592;53513;302800
4300;12897;9242850;19730300;4691130;4691122;6280600;144060;90515;574800;96168;67901;277000;79703;65705;301200
4300;12897;9242850;19691500;4612270;4612262;6205200;144276;90640;571300;94359;60398;272000;75560;54596;304900
4300;12897;9242850;20085300;4590377;4590367;6155500;144471;90662;574600;95697;58904;271500;79141;53736;304000
4300;12897;9242850;19712300;4598603;4598598;6163300;144363;90581;574000;97989;60035;267600;76786;55592;300500
4300;12897;9242850;19698800;4628524;4628514;6198300;144468;90659;571400;98385;59050;275100;74199;56354;300600
4300;12897;9242850;19732500;4587292;4587285;6168500;144282;90531;574900;93618;55626;271300;81903;53806;311100
4300;12897;9242850;19687200;4656550;4656536;6242300;144120;90563;571600;88983;56930;275700;78492;55847;301200
4400;13197;9677800;20627500;4857941;4857931;6504400;147957;92973;587400;95625;60979;282100;76079;55009;316200
4400;13197;9677800;20423200;4923250;4923242;6597400;148002;92927;588300;95763;65685;280500;77744;55217;308800
4400;13197;9677800;20377700;4842705;4842700;6482200;148107;93010;584800;116163;63344;282400;78783;56710;310700
4400;13197;9677800;20665500;4889434;4889429;6796300;148068;92986;587700;96261;61541;283900;75130;58082;307000
4400;13197;9677800;20520400;4875053;4875046;6551300;148065;92935;583300;97422;61605;280100;82337;58845;304200
4400;13197;9677800;20399200;4816948;4816943;6484200;148062;93035;588200;110607;63160;286600;77572;55398;308000
4400;13197;9677800;20425500;4921627;4921617;6600600;148095;93067;589400;95784;62185;282800;75451;55762;306000
4400;13197;9677800;20413500;4814580;4814571;6467500;148488;93099;589700;91785;59132;280900;74301;55686;315100
4400;13197;9677800;20653800;4837880;4837873;6484800;148104;93004;590100;100965;61776;283000;80690;56455;312100
4400;13197;9677800;20641800;4857108;4857103;6613000;148002;92960;596700;97269;60894;280500;81494;56218;323000
4500;13497;10122750;21614400;5136033;5136020;6891800;152007;95505;602400;101772;60735;284400;82139;58931;322800
4500;13497;10122750;21626600;5078830;5078823;6804000;152016;95469;608000;115026;63043;291100;76568;56541;315400
4500;13497;10122750;21641200;5110413;5110406;6847900;151845;95416;604800;92562;59302;282200;83945;60137;316700
4500;13497;10122750;21593800;5075589;5075585;6801400;151893;95431;609100;96774;59330;289200;80048;58221;312300
4500;13497;10122750;21571800;5083783;5083777;6822200;152013;95468;604600;119865;71970;287500;92717;60346;318900
4500;13497;10122750;22206700;5068554;5068550;6843500;151950;95395;602200;105786;65805;294200;86120;63821;322500
4500;13497;10122750;21792500;5103924;5103919;6897000;152082;95485;615000;101724;63209;288800;78942;57010;321600
4500;13497;10122750;21752500;4972278;4972271;6736100;152004;95456;604100;125013;67080;292000;78765;58385;312500
4500;13497;10122750;21840800;5092046;5092040;6906700;151764;95335;681300;93858;59566;288500;77920;58350;324200
4500;13497;10122750;21840200;5068239;5068230;6983800;152313;95492;603200;95307;63974;293000;77505;57705;312800
4600;13797;10577700;22764800;5231385;5231372;7093500;155721;97800;620000;101544;62594;297000;94393;59838;331000
4600;13797;10577700;23075700;5241855;5241844;7211800;155769;97849;613700;99507;62884;295900;85364;58285;335000
4600;13797;10577700;22878900;5229772;5229768;7002600;155778;97834;633800;90963;64405;286900;77197;61300;337900
4600;13797;10577700;22803300;5238363;5238354;7048000;155835;97917;618200;95121;59610;295700;79364;59217;321300
4600;13797;10577700;22892700;5400273;5400261;7272000;155577;97841;618700;97257;66368;291300;82289;61358;322300
4600;13797;10577700;23246000;5273706;5273701;7240100;155898;97891;617600;99132;62130;337800;80282;58955;323100
4600;13797;10577700;22799900;5330468;5330455;7366700;155778;97888;624000;114171;66528;301700;92817;59378;328300
4600;13797;10577700;22728900;5278732;5278727;7208500;155736;97879;617600;100314;62718;296400;80653;59213;322500
4600;13797;10577700;22835000;5307089;5307081;7211000;155943;97901;618000;102591;63235;299400;77727;57673;322800
4600;13797;10577700;23009200;5320164;5320155;7119600;155610;97814;633800;95625;59859;294400;77759;57674;323400
4700;14097;11042650;24111800;5471051;5471042;7353600;159855;100351;648500;101850;68976;304600;76871;63043;324600
4700;14097;11042650;23709000;5590655;5590646;7528100;159651;100386;634200;106515;63986;307700;85378;60110;329600
4700;14097;11042650;23716100;5517734;5517727;7392000;159642;100337;636100;103350;62457;301500;90145;61121;331800
4700;14097;11042650;23568200;5491754;5491748;7354500;159774;100416;631200;110364;63068;301500;84951;60677;331800
4700;14097;11042650;23554100;5451294;5451292;7303000;159984;100358;631000;96999;65626;300400;73321;61557;322300
4700;14097;11042650;23633300;5616315;5616310;7544300;159495;100311;645100;109278;64449;302100;84951;61294;334400
4700;14097;11042650;23633300;5616075;5616065;7548300;159297;100230;632700;104415;65812;300700;79449;59118;330400
4700;14097;11042650;23542500;5559435;5559420;7445100;159771;100376;633200;117228;65280;302000;102935;63069;336900
4700;14097;11042650;23562200;5538929;5538918;7417900;159441;100221;630900;108525;69218;303400;74395;62631;328900
4700;14097;11042650;23560400;5493816;5493808;7392200;159822;100334;636100;94668;67391;302600;83803;62165;331000
4800;14397;11517600;24549000;5776807;5776800;7989200;163743;102820;649600;101544;62859;308600;86024;61375;336800
4800;14397;11517600;24724700;5787514;5787505;7750200;163338;102784;647900;105327;70578;306800;81290;61710;337100
4800;14397;11517600;24579800;5729976;5729970;7675800;163608;102773;646900;110265;71085;305800;83788;63062;337900
4800;14397;11517600;24617800;5723596;5723592;7663200;163788;102883;657800;97455;66605;303900;88407;63833;335700
4800;14397;11517600;24593100;5701507;5701500;7639900;163611;102860;650300;100764;63873;304400;85287;61271;335800
4800;14397;11517600;24676300;5806410;5806405;7776400;163656;102867;648500;106551;75064;309400;78863;62367;334000
4800;14397;11517600;24541900;5845354;5845347;7827600;163548;102831;646800;114831;66198;312100;88807;60897;339800
4800;14397;11517600;24664600;5672012;5672003;7613700;163578;102697;648300;111495;66174;308700;98717;64425;343000
4800;14397;11517600;24525400;5765962;5765955;7787200;163548;102701;646000;103347;70516;318500;89830;61219;338800
4800;14397;11517600;24948400;5731624;5731615;7667900;163542;102728;647100;126621;72915;310200;90889;60557;341400
4900;14697;12002550;25749400;6061209;6061204;8157600;167433;105315;665400;111387;68226;318000;87699;66082;350900
4900;14697;12002550;25604200;6003214;6003210;8198600;167376;105274;794100;117906;75624;314600;97522;67759;352400
4900;14697;12002550;25705400;6030052;6030045;8085800;167334;105212;661100;131649;80214;329900;90915;63931;353100
4900;14697;12002550;25625700;6024919;6024910;8066100;167619;105319;663400;111303;67781;316800;91214;62976;347200
4900;14697;12002550;25568700;5919603;5919595;7932900;167511;105240;661800;116658;68427;315900;91610;65946;347100
4900;14697;12002550;25621700;5957722;5957714;7980900;167274;105142;663600;110685;66836;321200;92538;61895;348900
4900;14697;12002550;25628300;5991284;5991281;8062400;167520;105242;664700;108129;65678;312900;93054;63246;346100
4900;14697;12002550;25594600;6007147;6007142;8050900;167481;105150;662500;109128;66584;313400;97031;65063;344900
4900;14697;12002550;25665200;5929535;5929526;7946700;167613;105363;660700;120189;68225;315400;96176;65917;362400
4900;14697;12002550;25615200;6059782;6059772;8163300;167424;105186;662000;112218;68842;320600;84614;64974;340900
5000;14997;12497500;26711500;6252489;6252487;8381400;171279;107616;677900;119319;69892;320900;90356;65965;376500
5000;14997;12497500;26691700;6273326;6273319;8488000;171492;107751;675400;118155;68657;328800;98532;65948;359100
5000;14997;12497500;26694200;6284603;6284595;8411100;171255;107621;676800;125064;74676;330200;104686;70238;358300
5000;14997;12497500;26328900;6205209;6205202;8300000;171489;107771;676300;120747;69238;326900;91784;64569;355400
5000;14997;12497500;26312800;6260073;6260063;8371200;171483;107806;677000;107646;72649;321200;90777;64655;354800
5000;14997;12497500;26347200;6205155;6205147;8308100;171555;107718;677700;123069;69749;323400;92120;64519;355700
5000;14997;12497500;26310500;6226235;6226230;8326200;171387;107684;677700;102666;73638;313300;85615;63652;354400
5000;14997;12497500;26299400;6196718;6196706;8288000;171318;107649;676500;117156;73922;331400;84707;63602;349600
5000;14997;12497500;26347200;6191203;6191192;8296400;171321;107693;678300;102096;67978;318000;89578;64408;355500
5000;14997;12497500;26358100;6223619;6223610;8327900;171741;107838;677600;110583;69809;319600;86156;64876;350500
5100;15297;13002450;27673400;6482939;6482931;8671400;175107;110078;691400;122058;69491;333500;101148;66207;365300
5100;15297;13002450;27728300;6569689;6569678;8783700;175125;110068;694300;116829;73184;332800;91637;66453;369600
5100;15297;13002450;27731400;6615764;6615752;8856000;174930;110099;690500;124800;75584;333500;88636;63410;364700
5100;15297;13002450;27767200;6474883;6474878;8711600;175041;110170;691300;113505;70458;330000;93964;65186;365600
5100;15297;13002450;27728100;6505117;6505108;8697600;175161;110148;690600;114564;68750;331500;94663;65259;363200
5100;15297;13002450;27695500;6523618;6523610;8757900;175092;110122;690000;118533;78059;325200;90974;64560;365900
5100;15297;13002450;27995900;6521955;6521945;8777800;175155;110247;697800;101490;73598;320800;94115;63909;369100
5100;15297;13002450;27721100;6465095;6465086;8665800;174999;110074;691300;107862;67863;330400;89540;64804;365700
5100;15297;13002450;27680100;6598734;6598727;8846600;175146;110109;698400;121620;76954;327400;93698;66201;360500
5100;15297;13002450;27637400;6646096;6646083;8901000;174990;110112;692600;121446;74354;333000;96128;64810;376000
5200;15597;13517400;28786200;6696224;6696215;9013700;179004;112515;708700;118860;71140;340900;95973;67682;376000
5200;15597;13517400;28748200;6789332;6789324;9092300;179172;112671;707100;118353;73191;335700;92296;67934;369600
5200;15597;13517400;28844900;6755700;6755694;9059800;179286;112680;707400;109209;72050;337100;97212;67261;375900
5200;15597;13517400;28758600;6717647;6717631;8998900;179121;112571;708800;118296;72997;334300;108588;71335;368400
5200;15597;13517400;28744800;6767775;6767769;9082700;179037;112567;704800;119769;72963;350100;97017;66662;372000
5200;15597;13517400;28765500;6745265;6745258;9077700;179211;112623;712000;112980;71777;335500;95999;72080;373300
5200;15597;13517400;28887000;6822845;6822833;9123300;179031;112560;701200;123522;77276;348600;92665;68929;366100
5200;15597;13517400;28473800;6801609;6801597;9097800;179055;112625;706300;109008;72385;334500;90484;68486;366000
5200;15597;13517400;28914100;6726531;6726526;9015800;179319;112641;704000;125859;75992;338300;104573;72379;378600
5200;15597;13517400;28634700;6676577;6676571;8935100;179085;112633;708000;146601;78088;357600;105008;75182;375600
5300;15897;14042350;29995800;6967480;6967470;9331500;183036;115151;723200;140352;77669;354300;114600;73636;387100
5300;15897;14042350;30033500;7016983;7016976;9390000;183063;115085;729600;124110;78072;347700;100833;71479;380800
5300;15897;14042350;29918800;7065703;7065698;9458700;183099;115080;720900;116853;74748;348000;92471;71412;376300
5300;15897;14042350;29886300;6942442;6942433;9594500;183246;115112;725800;137373;78529;345900;99294;68182;376300
5300;15897;14042350;29923900;6972838;6972831;9347500;183066;115132;719600;125685;74813;360500;101435;71957;376400
5300;15897;14042350;29986000;7092976;7092966;9497600;183048;115248;722600;106167;77603;331500;100358;70678;375800
5300;15897;14042350;30006700;6985923;6985915;9375600;183345;115146;722200;127017;77241;349100;109136;70741;381600
5300;15897;14042350;29960200;6991919;6991914;9363200;183117;115061;726400;158535;83207;349900;105520;68180;384900
5300;15897;14042350;29977800;6963185;6963180;9530600;183093;115049;729600;111015;75854;339800;96185;70446;394200
5300;15897;14042350;29996400;7051972;7051965;9440300;182766;115095;723700;119478;75417;341800;96283;67807;379800
5400;16197;14577300;31014500;7209716;7209708;9660100;186894;117603;737700;119727;80657;349700;98752;70886;385200
5400;16197;14577300;31084900;7204844;7204835;9724600;187062;117542;739100;120969;75956;352900;99568;70916;390300
5400;16197;14577300;31196500;7368979;7368970;9876300;186741;117531;766000;115308;75492;345600;119965;76495;398900
5400;16197;14577300;31046600;7274937;7274928;9741000;186723;117461;736900;123939;79946;352000;100837;71296;386400
5400;16197;14577300;31024300;7290845;7290840;9762300;186675;117504;741800;137223;79976;359300;105471;71901;386200
