n;sel_swap;sel_comp;sel_time;ins_swap;ins_comp;ins_time;heap_swap;heap_comp;heap_time;quick_swap;quick_comp;quick_time;mq_swap;mq_comp;mq_time
300;897;44850;269200;22194;22190;259200;6648;4049;111400;4170;2751;23000;2768;2420;33700
300;897;44850;95400;22573;22569;153000;6639;4031;45400;3789;2494;16800;3204;2510;23200
300;897;44850;105500;22055;22048;279400;6657;4021;62700;3861;2327;22600;3265;2331;32200
300;897;44850;95600;20818;20815;155300;6708;4047;53500;3840;2632;15400;3264;2668;20100
300;897;44850;95600;21481;21474;157500;6669;4038;40100;4998;2549;17400;3747;2440;23400
400;1197;79800;169800;40219;40213;193000;9399;5746;57700;6051;3420;21300;4498;3380;43800
400;1197;79800;169100;38095;38088;194700;9387;5686;56900;6015;3934;23000;4403;3433;33100
400;1197;79800;177300;39332;39326;184700;9390;5720;56800;6333;3413;22200;4741;3452;32900
400;1197;79800;169300;40290;40281;202700;9300;5708;57400;6150;3407;36100;5173;3455;29200
400;1197;79800;169500;42681;42676;48900;9345;5708;55500;6555;3913;20700;5225;3467;49800
400;1197;79800;169800;39861;39854;45800;9357;5737;56800;5244;3483;21200;4181;3339;20800
400;1197;79800;169500;37642;37634;43700;9444;5725;81200;6819;3560;32200;4630;3436;30900
400;1197;79800;188700;40005;40001;69800;9291;5686;86200;7881;3758;31500;5146;3599;34800
400;1197;79800;184900;40358;40351;70900;9330;5686;97000;6798;4318;32400;5755;3817;31100
400;1197;79800;166800;40568;40555;46600;9306;5700;54900;6420;3897;28100;4463;3510;24000
500;1497;124750;286800;65291;65289;137900;12123;7421;115500;8796;4772;44700;7109;4682;44700
500;1497;124750;290200;61965;61961;120100;12213;7473;126400;8550;4818;35500;6213;4540;38400
500;1497;124750;287700;65484;65480;117800;12126;7425;111000;8136;4819;40400;5808;4386;40500
500;1497;124750;286500;63978;63971;116800;12096;7419;113500;7350;4908;42500;6273;4530;41700
500;1497;124750;290900;62440;62435;132400;12108;7393;118800;7617;4463;41400;5878;4434;44900
500;1497;124750;298400;62488;62483;131400;12192;7454;118400;8037;4920;41700;6733;4863;53000
500;1497;124750;284400;60109;60105;129200;12201;7457;114100;7761;4520;41100;5567;4513;42000
500;1497;124750;289200;64316;64309;116400;12156;7450;105400;7425;4960;38300;6459;4764;40800
500;1497;124750;290300;62241;62225;129000;12135;7434;113500;9252;5099;44500;5763;4546;40600
500;1497;124750;319200;60069;60062;110200;12129;7437;118100;8469;4861;42400;6288;4527;59700
600;1797;179700;518500;87787;87783;181700;15087;9255;135100;8976;6023;42500;6670;5416;47300
600;1797;179700;411900;93928;93926;177700;15054;9221;133000;9477;5943;50600;8043;5929;50000
600;1797;179700;431900;88686;88679;165500;15126;9270;136200;8817;5487;49100;7738;5470;49100
600;1797;179700;409100;92335;92333;179000;15087;9267;140400;9924;6190;50300;7351;5840;63500
600;1797;179700;455900;89326;89320;159900;15120;9267;137000;10251;5934;67400;7417;5627;51000
600;1797;179700;416500;85914;85910;171100;15144;9262;132800;10128;6461;47600;7328;5577;50300
600;1797;179700;415500;89240;89233;179000;15036;9230;134200;10074;6077;50100;8887;5831;48300
600;1797;179700;495200;90565;90559;163000;15111;9261;165000;9177;5715;48800;6747;5410;49800
600;1797;179700;411500;92088;92081;146600;15060;9248;248300;10878;5897;43900;8411;5490;45700
600;1797;179700;413300;88520;88512;153400;15102;9276;133800;11208;5945;46100;8087;5792;47800
700;2097;244650;524400;128843;128832;141100;18063;11136;105900;12504;7101;38400;10495;6851;38400
700;2097;244650;521500;123235;123227;135200;18033;11122;103500;12312;7331;38900;9475;6663;41000
700;2097;244650;526400;122795;122792;134900;18009;11112;106500;12135;6937;39200;9400;6492;42200
700;2097;244650;517400;120197;120191;132200;18147;11138;107800;11016;6701;37900;9967;6656;40600
700;2097;244650;600500;119075;119067;217200;18111;11145;113800;15285;7742;40900;10397;6758;40500
700;2097;244650;521000;125650;125640;138300;18078;11129;131200;10200;6506;38400;10721;7054;41500
700;2097;244650;520500;123742;123736;136700;18048;11115;105800;12897;7088;38800;10315;7006;38200
700;2097;244650;519600;115798;115794;127300;18054;11116;103500;12177;7344;38800;8430;6678;39100
700;2097;244650;520500;126025;126017;139500;17979;11092;129100;10926;6544;50100;10015;6702;61200
700;2097;244650;559900;124610;124607;136600;17952;11069;107200;14733;8080;39800;10124;6841;37600
800;2397;319600;683500;163236;163231;178300;21066;13007;120300;15288;9054;46300;11988;8048;47700
800;2397;319600;796600;162488;162479;299700;20994;12980;183300;14556;8374;66100;11270;7947;88700
800;2397;319600;732000;158348;158338;300300;20964;12986;190400;16401;8623;65700;11350;8069;69400
800;2397;319600;724000;157637;157632;300500;21153;13014;180100;12414;7975;61700;10631;7879;70600
800;2397;319600;728100;158328;158323;301300;21198;13032;181500;16008;9347;68300;10082;7788;63500
800;2397;319600;758900;163446;163445;294900;21048;12987;181900;15216;8465;60000;9997;7947;62900
800;2397;319600;744000;164229;164225;274100;21027;12987;180100;12648;8907;60500;9926;7938;66900
800;2397;319600;728700;152875;152869;319600;21117;13026;188300;16410;8632;65300;10465;8030;76500
800;2397;319600;682000;165037;165031;182300;21141;13033;127100;12498;8017;44700;10422;7841;54200
800;2397;319600;687400;160485;160479;175200;21117;13010;260700;14070;9195;61300;11217;7788;68000
900;2697;404550;933700;203552;203548;237600;24162;14915;139600;18861;10411;51300;12189;8988;52400
900;2697;404550;868300;198910;198904;217400;24186;14945;140400;17556;10025;50500;13125;9153;54200
900;2697;404550;863500;203157;203151;221200;24267;14985;142500;15798;10558;51000;13187;9349;51300
900;2697;404550;881200;198025;198017;216000;24243;14971;138100;16389;9705;49700;12613;9007;55800
900;2697;404550;858400;204545;204538;222500;24081;14906;140100;16395;9335;50500;13530;9250;50500
900;2697;404550;859800;201408;201405;219200;24144;14949;152600;15156;9989;49700;11434;9730;50000
900;2697;404550;861900;208804;208799;226400;24078;14888;121000;15375;9189;50300;13119;9041;50800
900;2697;404550;860200;197660;197656;215000;24168;14908;107600;16728;9815;52900;12384;8708;50600
900;2697;404550;899500;200858;200850;233800;24132;14913;106300;14004;8967;50100;12435;9022;49700
900;2697;404550;862400;197763;197753;265700;24195;14931;108500;15966;9370;51200;14705;9273;62100
1000;2997;499500;1061400;257753;257750;277700;27141;16831;122500;19863;10720;56900;13171;9945;56300
1000;2997;499500;1059600;246482;246475;265700;27204;16871;120100;17346;10600;55000;15330;10653;57100
1000;2997;499500;1055700;245374;245367;264900;27276;16854;121300;17940;10777;57300;13786;9890;59600
1000;2997;499500;1059500;249587;249583;269100;27177;16810;118900;21399;10904;55900;14885;11011;56900
1000;2997;499500;1180400;246367;246361;444100;27195;16788;197700;18933;11501;87200;15745;11334;88700
1000;2997;499500;1175800;253210;253204;460600;27330;16840;200500;18801;10931;82800;13972;10063;93400
1000;2997;499500;1174700;251260;251253;449100;27240;16859;199300;15411;11115;81200;13184;10263;91400
1000;2997;499500;1185900;255260;255250;460900;27252;16847;217400;17631;10450;83200;14279;10202;90300
1000;2997;499500;1180000;247433;247429;425100;27405;16896;188700;16935;10930;82100;12851;10062;89400
1000;2997;499500;1345500;251232;251225;468100;27258;16837;190500;19173;12371;85700;15909;11823;91300
1100;3297;604450;1435300;292471;292462;558800;30567;18877;213000;21666;11904;93400;14116;10888;122000
1100;3297;604450;1344800;299043;299033;321000;30399;18846;136700;21156;11732;68300;17240;11601;77300
1100;3297;604450;1281800;286141;286137;308200;30465;18833;131500;24876;14313;63700;15918;11281;61200
1100;3297;604450;1261700;301085;301081;322600;30567;18887;130300;19440;12738;64000;17776;12973;61400
1100;3297;604450;1260900;298358;298351;319900;30504;18896;130800;18573;12411;61300;14084;11886;62700
1100;3297;604450;1263300;310343;310339;332900;30375;18843;130300;21444;11417;63800;17249;11532;63800
1100;3297;604450;1559500;299073;299068;563600;30537;18898;195800;21498;13251;88100;15978;11514;91100
1100;3297;604450;1367900;309680;309673;625200;30348;18811;196300;20331;12391;89000;15699;11220;96000
1100;3297;604450;1358300;294673;294669;577200;30507;18869;199800;20340;12288;90100;17684;12065;101700
1100;3297;604450;1359100;304756;304747;623000;30372;18812;194800;18501;11966;89000;16271;11467;96200
1200;3597;719400;1520800;363640;363638;388800;33618;20882;145400;22446;14647;70000;17487;12794;72600
1200;3597;719400;1527200;353232;353227;377500;33738;20877;161700;19074;12119;68300;16325;12401;66200
1200;3597;719400;1532400;353042;353035;379200;33798;20904;144700;27120;14547;70000;20093;13538;71600
1200;3597;719400;1527800;355886;355882;381100;33558;20851;143500;23382;13134;68100;18685;13087;66600
1200;3597;719400;1639600;369885;369880;730400;33537;20848;202300;23988;13175;97300;15728;12639;105000
1200;3597;719400;1526400;353599;353595;379800;33597;20863;144500;21666;13591;70000;16601;13023;112800
1200;3597;719400;1523400;358034;358023;382100;33666;20902;181300;23133;13510;69100;20356;12968;77000
1200;3597;719400;1528600;370254;370247;394900;33672;20870;143600;25059;13428;69100;20043;12944;77100
1200;3597;719400;1551800;359748;359741;384000;33654;20876;143900;21489;13679;67600;20842;13594;75800
1200;3597;719400;1506600;358805;358803;383400;33723;20920;143100;21447;12878;69100;17300;12295;73300
1300;3897;844350;1775800;430698;430690;458100;36882;22929;223200;26778;16508;77200;18528;13644;83400
1300;3897;844350;1784000;440898;440891;468700;36972;22977;161200;26250;15529;75900;19882;13821;83100
1300;3897;844350;1795400;417819;417813;445100;37053;23008;150700;25746;15901;81200;20111;14883;80700
1300;3897;844350;1789900;434679;434675;462100;36879;22894;149200;23733;14974;73300;21336;13648;80900
1300;3897;844350;1787500;417484;417478;444400;37122;22970;151500;22743;15869;73200;17984;14166;79100
1300;3897;844350;1791800;420534;420528;447700;36984;22954;150800;27177;15390;75800;22574;14017;80700
1300;3897;844350;1792200;415138;415135;442200;36948;22920;151100;23286;14621;74200;18977;14062;81600
1300;3897;844350;1785600;421400;421390;448500;36984;23001;150700;25761;16301;74200;18935;14019;89400
1300;3897;844350;1791600;419586;419577;446800;37128;22964;150700;21807;14644;77200;18381;13582;87300
1300;3897;844350;1797200;432062;432060;459900;36780;22882;148900;23637;14081;74000;19115;14321;78700
1400;4197;979300;2080500;492754;492750;523000;40368;25046;163300;25842;15720;80100;22759;16483;86100
1400;4197;979300;2079300;502010;502003;536900;40260;25052;164900;26589;16101;81700;23600;15722;90400
1400;4197;979300;2085000;490383;490377;522800;40347;25004;164400;25026;15692;79400;20745;15444;86700
1400;4197;979300;2166100;483896;483894;975100;40242;25031;237900;25527;15761;106800;18773;15464;120500
1400;4197;979300;2079600;505146;505139;536100;40188;25002;164100;25809;15417;80500;22231;14994;87900
1400;4197;979300;2082700;491086;491074;523700;40344;25029;165200;25833;15116;81000;20999;15054;89000
1400;4197;979300;2085000;496754;496747;527800;40434;25061;163400;31545;16680;81200;21932;15031;87900
1400;4197;979300;2084200;478882;478878;509700;40338;25041;164500;24732;16225;80500;19877;15811;88000
1400;4197;979300;2207100;482023;482014;953000;40437;25084;252400;24624;15005;115200;19257;14730;130200
1400;4197;979300;2308200;489387;489379;959400;40233;24988;246700;28524;16407;114300;21623;15411;128500
1500;4497;1124250;2523000;550055;550052;1141800;43725;27160;269800;32661;17557;128300;24994;16600;136800
1500;4497;1124250;2393000;567897;567890;605300;43551;27101;178500;29340;16430;87400;23389;16440;94100
1500;4497;1124250;2465800;560290;560286;597200;43560;27114;177500;30231;17749;88800;23292;16882;97300
1500;4497;1124250;2396000;569173;569166;604000;43671;27124;177900;30750;17412;87800;22507;16186;96900
1500;4497;1124250;2384000;555020;555013;593300;43722;27143;180600;27771;16878;89700;20628;16347;94900
1500;4497;1124250;2653800;569953;569948;1148700;43707;27147;217200;28998;18111;89000;22673;16528;94900
1500;4497;1124250;2402100;558516;558510;598900;43584;27087;180600;26361;17064;86100;23193;16410;100400
1500;4497;1124250;2389400;545151;545142;585400;43743;27142;176800;27720;16518;85500;22461;16786;93800
1500;4497;1124250;2427500;572280;572271;711100;43572;27101;235300;30591;17450;119900;26132;17229;122300
1500;4497;1124250;2395500;564387;564378;602400;43551;27066;178400;26763;16312;87400;21509;15999;96300
1600;4797;1279200;2724300;632325;632322;669900;47061;29236;191600;31707;18237;96400;22978;19220;99200
1600;4797;1279200;2881000;652712;652706;701200;47052;29246;209100;32412;19306;93800;21978;17797;106700
1600;4797;1279200;2728800;636003;635993;674500;47049;29254;191700;35679;19036;93600;28864;17913;103400
1600;4797;1279200;2726300;662773;662765;701900;46911;29229;191200;34101;20881;94700;23421;17388;100700
1600;4797;1279200;2769900;646510;646505;685200;46866;29178;189900;31203;17640;94600;24071;16891;101800
1600;4797;1279200;2716200;651957;651951;692200;46941;29186;198400;32766;18507;93100;26271;17801;102600
1600;4797;1279200;2719500;651343;651337;692000;46881;29194;192300;30957;17857;95500;25450;17108;103400
1600;4797;1279200;2914600;645564;645555;1353300;46986;29200;292200;32058;18433;137800;25624;16942;149300
1600;4797;1279200;2706500;642962;642957;680600;47004;29226;191300;30330;18246;95000;25738;17016;103600
1600;4797;1279200;2720500;657368;657359;695900;46962;29224;190000;33429;19676;114400;28580;18758;123000
1700;5097;1444150;3067200;749341;749337;793300;50235;31276;203400;31380;20275;98400;24593;19537;108500
1700;5097;1444150;3077500;721140;721136;767000;50226;31343;204600;37077;20938;100800;25190;18531;108500
1700;5097;1444150;3172800;744147;744140;1392000;50331;31278;309800;30987;19087;140800;26393;18946;155200
1700;5097;1444150;3298700;743037;743031;1493400;50289;31278;289900;37785;21091;146800;26682;18422;148000
1700;5097;1444150;3169200;728232;728226;769700;50280;31305;204300;37161;21333;103400;28289;20565;112400
1700;5097;1444150;3070400;722194;722191;764200;50376;31332;203800;35433;19913;99300;29109;20552;110200
1700;5097;1444150;3071900;714762;714755;756200;50286;31295;204300;31728;19345;98800;25550;18791;106900
1700;5097;1444150;3066300;710970;710962;753100;50466;31389;203600;35547;23495;98500;27811;19156;108500
1700;5097;1444150;3086500;736827;736820;783200;50361;31341;204500;32256;19118;100500;25488;18253;110800
1700;5097;1444150;3166600;731471;731465;1429300;50325;31351;304300;34596;20123;140000;25864;18572;155600
1800;5397;1619100;3448300;820068;820065;866300;53592;33390;216700;37851;21517;106700;28420;20529;114200
1800;5397;1619100;3455100;804760;804750;1186200;53754;33458;319800;33327;21475;151000;27726;20451;161600
1800;5397;1619100;3712100;791700;791689;1094300;53778;33483;219800;36864;22696;109100;29271;19775;117700
1800;5397;1619100;3490300;801051;801041;1153800;53637;33465;307500;33915;21088;147800;27608;19634;157600
1800;5397;1619100;3812100;832301;832294;882000;53673;33444;222100;32373;20637;107100;27696;20319;115800
1800;5397;1619100;3650700;812662;812652;1601100;53784;33448;313900;42327;22430;148100;31203;20135;160400
1800;5397;1619100;3609800;796242;796239;842900;53814;33498;218500;32235;19837;107900;26402;20905;116900
1800;5397;1619100;3449900;798544;798538;1003600;53634;33406;217700;35589;20310;107500;28573;20104;116000
1800;5397;1619100;3458800;839995;839992;900300;53415;33326;218700;34527;23460;108000;24555;22263;113500
1800;5397;1619100;3516200;798719;798712;846700;53835;33484;219100;33474;20370;106200;27309;20418;119700
1900;5697;1804050;3856100;928499;928490;980900;57051;35549;232600;36402;23012;112700;33081;22115;124900
1900;5697;1804050;3853900;897948;897944;986900;57126;35589;234700;41928;24034;114200;29390;21378;129500
1900;5697;1804050;3882800;907349;907344;958500;57069;35574;234000;37875;22887;114800;28010;21226;127800
1900;5697;1804050;3845200;896351;896345;950000;57093;35559;232900;37626;22134;114500;29722;21730;127400
1900;5697;1804050;3932900;898673;898667;965800;57285;35644;245400;38121;21636;113500;32002;21321;126900
1900;5697;1804050;3869100;896633;896622;974800;57171;35629;231100;39084;22597;113500;32563;21740;128700
1900;5697;1804050;3926000;896412;896407;951200;56958;35557;231800;37809;24473;112600;31204;21784;125700
1900;5697;1804050;3901100;887822;887816;945900;57216;35616;232100;44904;23840;115900;36434;22346;129500
1900;5697;1804050;4095000;895147;895139;1797200;57171;35603;347600;44322;25916;163000;30762;21793;176000
1900;5697;1804050;4117400;912389;912379;1859300;57027;35547;343700;35811;21306;160500;29831;21356;182600
2000;5997;1999000;4492500;1024334;1024330;1079000;60402;37676;244000;37884;25281;119300;33521;24901;134100
2000;5997;1999000;4407400;978501;978497;1958400;60561;37715;373700;34743;23763;169200;27954;23742;194300
2000;5997;1999000;4728400;1002760;1002754;1285400;60258;37618;246800;43809;24982;120700;39118;24970;135000
2000;5997;1999000;4488900;997617;997610;1097800;60303;37659;251500;37788;24076;121600;30214;22633;134500
2000;5997;1999000;4627500;992041;992037;1263800;60357;37624;356000;39519;24289;169400;30004;22910;150000
2000;5997;1999000;4262100;1008655;1008650;1080800;60567;37726;246300;40794;23977;121800;30340;22792;132200
2000;5997;1999000;4283000;1011423;1011418;1069200;60441;37687;245000;39186;25049;117400;34132;23772;140600
2000;5997;1999000;4513600;997372;997364;1087900;60318;37662;247800;37590;25561;120100;29196;23846;139300
2000;5997;1999000;4250100;996221;996214;1049600;60549;37749;244100;41109;25930;119100;32182;23193;135600
2000;5997;1999000;4251200;1001790;1001784;1058000;60264;37657;244800;38034;23886;118700;34228;22549;135400
2100;6297;2203950;4778300;1100501;1100496;1161600;63963;39845;260300;50169;28624;130700;33852;26177;143200
2100;6297;2203950;4733000;1113967;1113960;1179800;63813;39869;258900;47883;27094;127100;37708;27139;139600
2100;6297;2203950;4699200;1097488;1097482;1158600;64128;39968;261000;47334;27656;130500;36238;24162;142200
2100;6297;2203950;4737100;1083874;1083865;1146200;64062;39944;323600;40836;23827;129000;32648;23247;140700
2100;6297;2203950;4701400;1113155;1113142;1174400;63861;39845;258200;39711;25165;125300;32650;23619;140400
2100;6297;2203950;4758400;1107009;1107005;1172200;63825;39850;259600;47457;26490;129100;32967;24532;146200
2100;6297;2203950;4688800;1081104;1081099;1142900;64152;39953;259000;45765;28028;125200;30168;24048;142200
2100;6297;2203950;4799200;1121729;1121723;1198800;63849;39834;259600;41706;26933;127200;30491;24365;142300
2100;6297;2203950;4692500;1105266;1105258;1171400;63828;39899;258800;44454;24827;127200;31653;23524;142000
2100;6297;2203950;4744600;1103144;1103135;1191900;63942;39914;258500;41910;26401;126500;32791;23457;142500
2200;6597;2418900;5164300;1203342;1203338;1268300;67488;42093;273500;46308;28075;132900;35897;25804;149100
2200;6597;2418900;5157700;1210386;1210380;1273900;67530;42099;273500;45114;26759;130800;34167;24925;146400
2200;6597;2418900;5219500;1179957;1179948;1285900;67509;42111;273700;47481;28173;131000;33466;25738;146900
2200;6597;2418900;5153700;1236577;1236571;1300100;67347;42076;273200;46554;25425;132600;36672;25322;148300
2200;6597;2418900;5244800;1205294;1205280;1268400;67308;42060;271900;45897;27992;133800;40220;26281;151600
2200;6597;2418900;5135900;1221684;1221674;1283500;67344;42045;272000;44304;25894;131600;36860;25134;146400
2200;6597;2418900;5141900;1209158;1209153;1270300;67578;42122;272200;49716;27598;134500;34248;25143;147200
2200;6597;2418900;5183700;1217365;1217359;1279700;67461;42074;271600;48360;28800;131800;36125;25142;149900
2200;6597;2418900;5111300;1213519;1213507;1274800;67653;42163;272100;40377;28076;127400;34685;25152;145700
2200;6597;2418900;5151000;1217209;1217203;1278800;67449;42089;271400;40770;26392;128700;35445;25629;150000
2300;6897;2643850;5624300;1339482;1339475;1406100;70962;44342;287200;51609;30853;138100;41700;27029;155900
2300;6897;2643850;5609100;1338451;1338443;1404700;70899;44308;286700;59715;30477;139400;43357;27664;156100
2300;6897;2643850;5629500;1303191;1303185;1368400;71157;44387;286400;45627;28432;136500;37817;26254;154400
2300;6897;2643850;5635200;1333870;1333867;1400000;70980;44347;286200;44286;29832;137200;41295;27873;155900
2300;6897;2643850;5633200;1341455;1341446;1407800;71133;44386;285900;50181;27825;139200;39283;28035;152300
2300;6897;2643850;5623000;1318568;1318560;1384100;70962;44354;285600;44793;27679;138300;36520;26302;152700
2300;6897;2643850;5591600;1325214;1325212;1391000;71082;44398;285100;42291;27326;136800;37943;26509;156000
2300;6897;2643850;5630600;1309681;1309671;1375300;71019;44335;287600;44232;26527;138700;36199;26607;154500
2300;6897;2643850;5626100;1336890;1336880;1409900;71028;44289;285000;50895;30977;139400;41588;26315;156500
2300;6897;2643850;5587200;1305391;1305385;1370700;71055;44372;286200;52722;31080;140400;37403;26538;153200
2400;7197;2878800;6140500;1428186;1428180;1498600;74694;46639;299800;47601;29197;143900;36477;28570;161400
2400;7197;2878800;6103200;1455360;1455354;1553200;74742;46649;299500;46983;28274;148800;36535;28529;158600
2400;7197;2878800;6120700;1461977;1461973;1533600;74541;46573;300800;49491;31095;143300;40076;27774;163800
2400;7197;2878800;6132800;1473149;1473137;1545300;74631;46621;299500;49455;29852;146200;44813;29262;164600
2400;7197;2878800;6123800;1431693;1431683;1526500;74511;46602;299600;49758;32855;141600;36542;27711;160600
2400;7197;2878800;6118000;1454668;1454662;1525800;74376;46528;298900;44232;28631;141900;39036;28134;162100
2400;7197;2878800;6149400;1435187;1435181;1505900;74703;46610;298700;47979;29273;143800;39731;28768;167000
2400;7197;2878800;6141800;1430824;1430813;1501200;74454;46539;299100;49926;30233;145700;38876;27893;161900
2400;7197;2878800;6079400;1438906;1438903;1509400;74580;46631;300500;49761;30429;146300;39190;28778;162900
2400;7197;2878800;6154700;1456112;1456099;1527600;74616;46609;299300;45270;29161;145200;41020;28991;164000
2500;7497;3123750;6655100;1629029;1629023;1707000;78009;48833;313900;48720;29772;150200;38923;29602;166900
2500;7497;3123750;6639000;1580536;1580530;1656600;78156;48852;314700;57579;32255;152300;39266;28553;171100
2500;7497;3123750;6630600;1577648;1577636;1654000;78204;48844;314600;53076;31801;152000;44334;30108;168600
2500;7497;3123750;6659400;1570164;1570158;1646200;78066;48822;311800;50373;31019;149100;42813;29677;172200
2500;7497;3123750;6663400;1545912;1545909;1621300;78270;48908;312000;52134;31833;149700;43027;31217;168500
2500;7497;3123750;6638000;1551175;1551170;1626400;78255;48890;312300;49062;30833;149500;41837;28935;172800
2500;7497;3123750;6600300;1572369;1572362;1648600;78225;48829;316100;53760;31400;152400;38471;29078;167800
2500;7497;3123750;6686800;1526817;1526812;1601500;78099;48827;313400;63771;34336;152000;47056;31788;168600
2500;7497;3123750;6624000;1545187;1545180;1622100;78105;48832;313300;51702;29595;150400;43671;30302;168000
2500;7497;3123750;6631300;1545575;1545569;1620500;78225;48867;314200;55344;32984;152700;38903;28576;168200
2600;7797;3378700;7204700;1659561;1659557;1739400;81885;51162;328800;52830;33105;156800;40255;30093;174700
2600;7797;3378700;7179800;1678442;1678436;1758700;81900;51182;326800;55341;31917;156500;43453;29883;176600
2600;7797;3378700;7222000;1690466;1690462;1772200;81708;51070;329000;59151;34769;158300;47295;30588;180300
2600;7797;3378700;7181300;1682570;1682563;1763300;81888;51161;327200;51570;33527;155100;48305;32636;177600
2600;7797;3378700;7189700;1655551;1655541;1735100;81669;51040;326900;45453;33287;158000;44409;32969;175700
2600;7797;3378700;7216400;1694754;1694747;1775900;81864;51113;328500;55584;33258;159700;43262;31655;175700
2600;7797;3378700;7196100;1697576;1697570;1778400;81690;51107;328000;53232;32722;158500;43631;32356;177300
2600;7797;3378700;7186100;1682055;1682050;1832700;81867;51157;330500;63642;35439;156600;45596;30900;177500
2600;7797;3378700;7162200;1693860;1693852;1775000;81678;51079;328000;54303;32295;157600;44967;31643;174700
2600;7797;3378700;7230000;1709015;1709010;1791100;81543;51056;326700;55644;32296;156200;41763;30183;177000
2700;8097;3643650;7810000;1784700;1784688;1869700;85590;53439;343300;49410;33995;161400;46312;32335;183200
2700;8097;3643650;7753200;1847967;1847961;1934800;85215;53326;341700;55986;36607;163100;43580;32083;182400
2700;8097;3643650;7768100;1865038;1865031;1953000;85248;53342;341600;55614;35028;165000;41954;31953;182700
2700;8097;3643650;7745600;1882366;1882359;1988500;85314;53341;341500;56406;35316;165400;43838;33445;181400
2700;8097;3643650;7763300;1847751;1847748;1934600;85263;53377;341600;52179;32862;161200;43621;32019;181400
2700;8097;3643650;7739100;1829555;1829547;1916100;85497;53457;341600;54495;32378;163700;42854;31432;182400
2700;8097;3643650;7660200;1816719;1816715;1902600;85455;53407;340600;57150;36065;167700;45261;31308;182600
2700;8097;3643650;7747000;1811056;1811048;1896800;85440;53423;341200;58209;32096;167000;45049;32215;177800
2700;8097;3643650;7762900;1816126;1816119;1915500;85290;53365;342000;53910;35612;163200;48300;33052;180500
2700;8097;3643650;7759700;1791974;1791970;1877200;85440;53466;343200;71406;38642;171900;43632;31660;177900
2800;8397;3918600;8322000;1925184;1925180;2035000;89004;55656;358300;76002;40878;178000;49722;33696;187500
2800;8397;3918600;8310100;1996908;1996900;2089800;88962;55686;355400;59424;36340;171500;45898;33943;187300
2800;8397;3918600;8338300;1918445;1918439;2008800;89223;55793;358200;58302;34342;170700;47227;32796;188500
2800;8397;3918600;8304900;1948434;1948429;2039800;88974;55691;357500;63594;38998;172200;47550;33272;187300
2800;8397;3918600;8344200;1932977;1932963;2023800;88881;55596;354500;54327;34930;170800;46435;32729;186100
2800;8397;3918600;8345000;1988592;1988588;2081400;89010;55663;357200;56313;33881;173900;44381;33204;187800
2800;8397;3918600;8433300;2033937;2033929;2135800;88713;55553;356500;69489;41339;171700;52612;34725;188700
2800;8397;3918600;8375400;1985823;1985818;2092600;89055;55620;356500;63288;36147;171500;53226;34133;188900
