n;sel_swap;sel_comp;sel_time;ins_swap;ins_comp;ins_time;heap_swap;heap_comp;heap_time;quick_swap;quick_comp;quick_time
6600;6599;21776700;46147800;10854302;10860892;17171300;78039;147463;921200;55586;96112;464000
6600;6599;21776700;46083300;10827770;10834358;16981000;78081;147528;922900;56066;97333;456200
6600;6599;21776700;45870000;10948770;10955361;17053000;78025;147465;923900;57109;103238;464500
6600;6599;21776700;46353800;10786616;10793205;17781500;78037;147387;944700;53152;94212;512000
6600;6599;21776700;46303500;10861131;10867720;17066800;78184;147746;924900;52660;93354;464800
6600;6599;21776700;45745500;10869034;10875626;16918400;78087;147544;920100;51514;94618;458600
6600;6599;21776700;45919300;10948659;10955249;17212100;78044;147511;921000;45759;95541;447200
6700;6699;22441650;47548200;11369933;11376629;18015600;79366;149975;939700;54775;99029;463400
6700;6699;22441650;47739600;11151992;11158684;17372700;79467;150099;936400;52337;97841;463300
6700;6699;22441650;47276200;11173372;11180059;17555300;79361;149958;935700;59913;100706;475800
6700;6699;22441650;47720500;11128043;11134737;17689700;79336;149961;933600;53930;96076;469400
6700;6699;22441650;48075000;11363473;11370165;17818700;79384;149949;947500;51847;97710;471800
6700;6699;22441650;47351300;11240465;11247155;17723700;79428;150063;936600;57106;99881;468300
6700;6699;22441650;47790600;11003468;11010154;17314700;79599;150161;938300;51862;96394;468100
6700;6699;22441650;47387200;11159960;11166648;17495400;79393;150036;937200;50211;96537;475400
6700;6699;22441650;47286500;11207154;11213843;17591300;79275;149819;936100;48672;102094;465900
6700;6699;22441650;47709100;11050209;11056904;17345100;79396;150012;936900;47930;90905;465600
6800;6799;23116600;48803900;11383206;11389994;17827900;80775;152598;949200;56450;111129;473400
6800;6799;23116600;48942300;11588291;11595082;18374500;80742;152548;961000;53310;98391;482900
6800;6799;23116600;48900300;11642673;11649464;18295900;80684;152550;953600;55017;97694;481500
6800;6799;23116600;48665300;11605059;11611846;18127300;80678;152434;953500;53025;96764;471900
6800;6799;23116600;48730700;11443292;11450084;18078200;80643;152376;953500;51697;95334;474900
6800;6799;23116600;50322600;11565852;11572647;18530000;80619;152450;952800;55069;100622;488200
6800;6799;23116600;48778500;11618509;11625302;18138900;80764;152613;955900;51188;104892;475800
6800;6799;23116600;49584400;11702425;11709213;18640200;80646;152496;1049300;55274;103415;557900
6800;6799;23116600;49627900;11555283;11562072;18292600;80692;152518;956700;54153;98791;477800
6800;6799;23116600;49116900;11689246;11696035;18308700;80697;152451;956300;56395;98632;472800
6900;6899;23801550;50680200;11842999;11849888;18885600;82064;155108;970800;56526;104509;487900
6900;6899;23801550;51199100;11989566;11996457;18972100;81979;155017;968200;57218;98018;488900
6900;6899;23801550;50191700;11855372;11862265;18484600;82047;154994;973100;64699;112351;491800
6900;6899;23801550;50405600;11830487;11837378;18578600;82018;155125;966700;55860;102998;492500
6900;6899;23801550;50494400;11771454;11778344;18423300;82095;155100;984300;51988;102342;484800
6900;6899;23801550;50078500;11840970;11847858;18486900;82131;155158;967200;55917;99744;486600
6900;6899;23801550;50276400;11981339;11988236;19455000;82020;155008;964200;54235;107812;485700
6900;6899;23801550;50740100;11890099;11896990;18643200;81990;154995;980800;53130;99320;480000
6900;6899;23801550;50195800;11897032;11903925;18664400;82139;155174;968100;53059;104754;489600
6900;6899;23801550;50318600;11940515;11947407;18757800;82016;155063;988500;54943;99803;485100
7000;6999;24496500;52383300;12341029;12348023;19809800;83278;157494;988200;51763;103024;490200
7000;6999;24496500;51652100;12372163;12379155;19314700;83348;157581;980500;61002;108043;502800
7000;6999;24496500;51715400;12270571;12277560;19287700;83336;157493;984500;59040;104497;492800
7000;6999;24496500;51893200;12216968;12223960;19099700;83381;157590;982800;56843;100731;495000
7000;6999;24496500;51919800;12289037;12296029;19250600;83396;157656;985300;53620;101188;503000
7000;6999;24496500;51784900;12374197;12381188;19435700;83314;157584;986700;58839;107495;503800
7000;6999;24496500;52100700;12212774;12219760;19115100;83437;157614;990100;57714;104563;497100
7000;6999;24496500;51642600;12285626;12292619;19207000;83321;157587;984900;53276;101189;515100
7000;6999;24496500;52063200;12319723;12326720;19432400;83310;157492;988700;57294;108007;490600
7000;6999;24496500;51879600;12092380;12099372;19117300;83407;157627;988500;56421;104655;493400
7100;7099;25201450;55787200;12627020;12634115;26341400;84615;160052;1023900;55416;110571;514800
7100;7099;25201450;56340600;12574929;12582019;20439100;84658;160082;1004400;53629;102047;509100
7100;7099;25201450;54228800;12644258;12651355;20759600;84717;160143;1038900;56954;107617;505400
7100;7099;25201450;53931200;12557772;12564857;19999600;84649;160084;997500;68506;121966;514500
7100;7099;25201450;54196000;12658011;12665101;20700400;84648;160134;998000;66970;108427;503800
7100;7099;25201450;55135100;12487788;12494882;19751400;84641;160085;1001500;58139;107197;501800
7100;7099;25201450;53569300;12626524;12633614;19717400;84613;160151;1000200;54235;102328;503800
7100;7099;25201450;53265800;12604450;12611542;20128600;84699;160138;1002200;57653;112153;508600
7100;7099;25201450;53981200;12509294;12516383;19559100;84639;160011;995700;53755;109599;499400
7100;7099;25201450;52939600;12471772;12478863;19413000;84757;160149;1000500;61407;118427;499000
7200;7199;25916400;54594400;13045097;13052291;20621800;85976;162650;1028700;56362;113870;501800
7200;7199;25916400;54707700;12959702;12966892;20194900;85901;162568;1015500;64793;108008;507200
7200;7199;25916400;54647100;12707872;12715066;19784200;86093;162702;1015000;58636;102213;524200
7200;7199;25916400;54748100;13030109;13037303;20508800;85982;162546;1011800;58068;102183;510300
7200;7199;25916400;54809900;12993323;13000510;20895500;85968;162565;1125400;54689;101443;583900
7200;7199;25916400;54871100;13114581;13121770;20501100;85870;162538;1011700;55512;115427;504700
7200;7199;25916400;55440900;13028283;13035475;20711500;86096;162712;1015700;60025;129392;556300
7200;7199;25916400;55439900;12972468;12979662;20243200;85949;162556;1024900;61285;108315;517400
7200;7199;25916400;55079800;12849598;12856789;20113500;85973;162557;1016300;51454;111677;499800
7200;7199;25916400;55400600;12921658;12928848;20714700;86011;162627;1013400;60388;116216;506900
7300;7299;26641350;57123600;13533964;13541255;21147900;87275;165115;1028900;59710;107277;516300
7300;7299;26641350;56203400;13345464;13352751;20837500;87285;165124;1030800;56673;108034;523300
7300;7299;26641350;57342400;13295801;13303090;21203300;87274;165048;1127400;59557;110315;517600
7300;7299;26641350;56832500;13183780;13191065;20579500;87249;165029;1030600;67553;118244;517700
7300;7299;26641350;56022100;13329191;13336483;20864100;87270;165080;1030900;55467;104597;512100
7300;7299;26641350;57144200;13369912;13377205;21514700;87229;165020;1070000;60391;108767;532900
7300;7299;26641350;56446500;13318386;13325675;20744100;87349;165112;1030300;64647;111198;524300
7300;7299;26641350;55985100;13493627;13500918;21005000;87202;164997;1040500;65571;112018;519700
7300;7299;26641350;56388000;13328726;13336016;20976400;87359;165117;1033500;59855;109845;520800
7300;7299;26641350;57042100;13247004;13254294;20690200;87519;165256;1031700;55510;109720;513900
7400;7399;27376300;58053500;13683071;13690464;21656800;88694;167710;1045400;64287;110709;523800
7400;7399;27376300;58761900;13603373;13610767;21514800;88722;167728;1044900;72614;122132;543200
7400;7399;27376300;57876400;13587575;13594965;21278200;88654;167614;1046300;62142;113675;515200
7400;7399;27376300;58390200;13539552;13546944;21687300;88637;167509;1057700;52009;103792;516500
7400;7399;27376300;58194200;13818567;13825957;21581600;88652;167679;1056200;65417;108237;530900
7400;7399;27376300;58378300;13588627;13596013;23622600;88630;167669;1069600;56719;113891;526400
7400;7399;27376300;57874700;13663347;13670739;21359900;88706;167674;1043000;57371;108541;520000
7400;7399;27376300;57648000;13686725;13694113;21454500;88620;167575;1048500;60565;106226;523800
7400;7399;27376300;58774400;13745084;13752471;21714700;88589;167611;1051000;60192;108826;530800
7400;7399;27376300;57933200;13716870;13724262;21346000;88599;167578;1047100;59499;114855;524400
7500;7499;28121250;59244100;14031781;14039274;22033100;89902;170115;1060100;64260;110951;528900
7500;7499;28121250;59509100;14161636;14169124;22081200;90037;170116;1063400;68541;113131;535800
7500;7499;28121250;59433200;14060682;14068171;22094000;89967;170158;1059900;69296;125814;547500
7500;7499;28121250;59891600;14147133;14154623;22389200;89900;170112;1134600;61395;107416;534200
7500;7499;28121250;59173600;14081930;14089419;22026700;89993;170175;1060900;58926;106196;529200
7500;7499;28121250;59691200;14041991;14049484;22089100;90082;170305;1059700;60811;115510;530500
7500;7499;28121250;59397000;14027766;14035255;21863100;90121;170378;1064800;58669;107782;535800
7500;7499;28121250;59664600;13937469;13944959;22050600;90028;170269;1065600;69357;116496;572000
7500;7499;28121250;60264300;13986456;13993949;22758100;90073;170252;1070600;57399;109116;529200
7500;7499;28121250;60229400;14142559;14150052;22013400;90010;170139;1064600;64149;110034;549600
7600;7599;28876200;61332100;14488496;14496084;22841300;91331;172811;1077500;65130;110587;545800
7600;7599;28876200;61221100;14525448;14533037;22725000;91243;172724;1086300;60235;111819;536900
7600;7599;28876200;61046000;14406839;14414430;22637100;91278;172738;1080800;69301;127889;551000
7600;7599;28876200;61168300;14601852;14609440;23016400;91197;172596;1088200;63573;116136;615900
7600;7599;28876200;60922400;14514377;14521972;22613700;91168;172510;1081600;60332;110284;536500
7600;7599;28876200;61463300;14394116;14401710;22754500;91393;172760;1101800;68677;114696;545800
7600;7599;28876200;60847100;14309618;14317210;22327700;91355;172828;1095300;65071;123386;539100
7600;7599;28876200;60965100;14686375;14693960;23440500;91190;172572;1082400;60009;116463;540300
7600;7599;28876200;61830700;14452228;14459820;23246200;91145;172537;1078300;59543;114642;543100
7600;7599;28876200;61121700;14334650;14342239;22544700;91203;172613;1082700;59669;112595;540500
7700;7699;29641150;64901800;14699245;14706929;24055000;92756;175368;1094400;68552;118062;558700
7700;7699;29641150;64229600;14941795;14949489;23590300;92684;175297;1142400;77175;130464;571500
7700;7699;29641150;63316200;14883715;14891409;23594100;92706;175321;1095500;65534;115030;589800
7700;7699;29641150;64903000;15006562;15014251;23724500;92575;175068;1093800;59282;116558;542400
7700;7699;29641150;62798500;14673493;14681186;22917000;92674;175217;1090700;67955;117651;557700
7700;7699;29641150;63348100;14859081;14866775;23787100;92604;175128;1096400;61698;113423;547700
7700;7699;29641150;62792600;14891776;14899465;23206300;92539;175146;1094400;62553;115213;552600
7700;7699;29641150;63263300;14730501;14738195;23256500;92668;175210;1134800;61307;109648;549600
7700;7699;29641150;62968100;14888894;14896588;23242500;92687;175243;1094100;52937;123575;540000
7700;7699;29641150;62389500;14770652;14778341;23074400;92741;175367;1132300;57088;111205;539600
7800;7799;30416100;67075900;15372630;15380418;25044700;93901;177773;1154500;62024;122868;572100
7800;7799;30416100;64219900;15234238;15242029;23707200;93933;177738;1112500;65683;115487;553300
7800;7799;30416100;64272900;15062650;15070440;24147200;94005;177817;1111000;64752;115592;577100
7800;7799;30416100;64126000;15199578;15207373;23691800;94007;177782;1105700;73202;125442;569400
7800;7799;30416100;64144100;15140857;15148648;24301100;94010;177876;1113000;61756;112269;554200
7800;7799;30416100;64842200;15126665;15134454;29801900;93870;177684;1362200;73594;118458;586100
7800;7799;30416100;66644700;15190219;15198009;32850900;93992;177781;1484700;62364;118349;697900
7800;7799;30416100;64657400;15231647;15239439;24452800;93906;177698;1110800;60279;110870;557300
7800;7799;30416100;64229700;15232340;15240134;24042700;93989;177801;1118200;66042;113106;560000
7800;7799;30416100;64712000;15429236;15437024;24390000;93745;177573;1109100;64996;117659;569400
7900;7899;31201050;66585700;15634436;15642329;24788300;95255;180295;1135400;66759;121337;563500
7900;7899;31201050;66362000;15803988;15811880;24835200;95191;180132;1128400;64558;113287;564400
7900;7899;31201050;66142200;15676790;15684682;24864000;95333;180408;1124200;74509;134085;567600
7900;7899;31201050;66653700;15545153;15553044;24733700;95402;180384;1124700;59982;128895;563300
7900;7899;31201050;65863100;15576999;15584886;24971600;95354;180383;1125900;59030;121222;549400
7900;7899;31201050;66596800;15629634;15637525;24665600;95251;180216;1130100;66681;113294;569300
7900;7899;31201050;65785500;15566972;15574862;24364000;95423;180387;1135300;62590;117512;554500
7900;7899;31201050;65692100;15666242;15674135;24866800;95225;180280;1133300;62420;115258;569600
7900;7899;31201050;66394500;15520991;15528882;25087000;95264;180260;1128200;68418;124117;564300
7900;7899;31201050;65797600;15562454;15570342;24240500;95193;180126;1138200;56550;109705;563700
8000;7999;31996000;68165200;15901159;15909152;25355200;96654;182937;1153200;63547;125662;580100
8000;7999;31996000;67304500;15945847;15953833;24874900;96562;182782;1140900;60566;117397;573000
8000;7999;31996000;67687000;16124880;16132872;25314600;96593;182764;1142300;65283;119596;566300
8000;7999;31996000;67290900;16026943;16034933;26591400;96618;182901;1138300;62750;114429;567700
8000;7999;31996000;67701000;15926450;15934439;25058000;96623;182859;1141500;56200;116313;560600
8000;7999;31996000;67554900;16133930;16141917;25266000;96581;182847;1154700;62534;112229;589000
8000;7999;31996000;68312500;16039334;16047323;25338200;96719;182907;1146300;62217;118994;567500
8000;7999;31996000;67618500;15934624;15942616;25703300;96719;182975;1370900;74648;126028;593700
8000;7999;31996000;67826400;15861294;15869290;24978100;96737;182966;1142500;61907;115058;573300
8000;7999;31996000;68108300;15993466;16001458;25290200;96577;182731;1141300;71994;123350;573600
8100;8099;32800950;70287000;16243650;16251744;25539600;97961;185415;1154700;60037;118144;579400
8100;8099;32800950;69192000;16357051;16365139;25778100;97978;185429;1156200;79797;130569;595800
8100;8099;32800950;69877500;16318492;16326578;25909700;98057;185425;1155800;64767;120109;583000
8100;8099;32800950;69050700;16416243;16424336;25674200;97910;185390;1157800;70387;127189;573600
8100;8099;32800950;69543200;16425927;16434016;25858300;98012;185423;1193500;58939;116455;596400
8100;8099;32800950;69908800;16557097;16565193;25923500;97932;185293;1161600;70826;123884;586800
8100;8099;32800950;69595400;16386737;16394827;25827500;97932;185321;1158000;71226;123907;575200
8100;8099;32800950;70000300;16299337;16307431;26061600;97986;185368;1163200;62510;118234;572700
8100;8099;32800950;70504800;16253782;16261864;25801000;98087;185424;1158400;71671;134659;590000
8100;8099;32800950;69843200;16469137;16477231;26634500;98002;185400;1158600;68786;117853;579300
8200;8199;33615900;72961300;16593543;16601728;27232100;99447;188069;1183000;67631;123417;584900
8200;8199;33615900;71542900;16950967;16959159;27598700;99382;188054;1175400;64617;122102;582800
8200;8199;33615900;73295400;16918004;16926192;27142900;99285;187902;1174600;62300;119776;609000
8200;8199;33615900;71867800;16821558;16829747;26560900;99301;187888;1170500;74791;126657;590300
8200;8199;33615900;71635300;16684630;16692818;26225200;99247;187907;1179800;64912;120411;585300
8200;8199;33615900;70952400;16977550;16985739;26688200;99321;188014;1171400;69771;123449;587300
8200;8199;33615900;71546600;16804513;16812697;26475800;99292;187865;1173600;58884;121416;577100
8200;8199;33615900;70936500;16817941;16826134;26385300;99242;187872;1177700;64335;124971;577900
8200;8199;33615900;71532100;16745320;16753507;27623500;99259;187856;1214200;60171;117651;585400
8200;8199;33615900;73377000;16723409;16731596;26264200;99216;187839;1172500;68257;119966;613800
8300;8299;34440850;73028000;17039850;17048134;27644600;100815;190623;1189800;69643;128703;594800
8300;8299;34440850;72750400;17137185;17145471;26919800;100656;190478;1209200;71795;133462;596900
8300;8299;34440850;72867100;17146511;17154800;26875300;100654;190451;1197200;61223;118057;593500
8300;8299;34440850;72369800;17379798;17388085;27763500;100613;190449;1188900;63505;121938;602200
8300;8299;34440850;72970700;17234477;17242765;26967700;100706;190521;1188400;64857;121863;587700
8300;8299;34440850;72515700;17142826;17151108;28327900;100767;190698;1196000;74346;129630;626400
8300;8299;34440850;73013700;17269176;17277463;27007800;100589;190381;1191800;68761;126505;602600
8300;8299;34440850;72410600;17230884;17239176;27026000;100611;190534;1265600;66640;124152;592700
8300;8299;34440850;72892500;17095686;17103978;26684000;100649;190449;1190800;62075;118479;586200
8300;8299;34440850;72600100;16700672;16708961;26130900;100801;190575;1196600;61369;122467;585700
8400;8399;35275800;74684700;17688800;17697195;27634500;101953;193005;1207300;71959;127140;604400
8400;8399;35275800;74202700;17776825;17785212;28667800;102108;193240;1284900;74517;132389;629800
8400;8399;35275800;74952600;17631100;17639484;27554500;102037;193121;1204500;60950;125830;593200
8400;8399;35275800;74448100;17534411;17542801;27489200;102106;193179;1210600;78537;132786;607700
8400;8399;35275800;74970300;17576233;17584625;27567800;102000;193059;1208600;63933;122352;597800
8400;8399;35275800;74271100;17874979;17883371;28082500;101926;193005;1235900;64110;118672;602400
8400;8399;35275800;74786100;17713189;17721585;28112700;101944;193089;1328900;73972;130833;604100
8400;8399;35275800;74627100;17847677;17856069;27977000;102102;193226;1206700;65861;127804;601800
8400;8399;35275800;74770000;17542787;17551177;27380000;101930;192955;1204700;75843;131567;605800
8400;8399;35275800;74504600;17561184;17569574;27803500;102003;193075;1240800;68589;126685;624000
8500;8499;36120750;76647700;17739744;17748233;27857400;103485;195835;1229500;69836;126452;608500
8500;8499;36120750;76179400;18020907;18029399;28267100;103476;195883;1225800;67025;130661;624900
8500;8499;36120750;76828700;18146938;18155428;28298600;103455;195795;1224400;66480;134139;609900
8500;8499;36120750;76065300;17983342;17991831;28316600;103499;195827;1229100;78104;145214;610900
8500;8499;36120750;76707800;17876028;17884520;28226500;103493;195670;1222900;75174;131162;609400
8500;8499;36120750;76170800;18102830;18111323;29197300;103417;195741;1223600;66458;119862;614300
8500;8499;36120750;76380100;18110924;18119417;28250300;103305;195684;1221100;63687;140969;617400
8500;8499;36120750;76136400;18160546;18169033;28632400;103453;195784;1224600;68161;135463;625800
8500;8499;36120750;76492300;18409776;18418263;28714600;103287;195624;1219900;74220;126723;611900
8500;8499;36120750;76160400;17923231;17931718;28180600;103532;195962;1226000;72107;128607;597200
8600;8599;36975700;78243900;18572599;18581191;28969600;104750;198405;1237600;75048;133933;619500
8600;8599;36975700;78171700;18412876;18421469;28960400;104723;198310;1236800;70623;134114;631000
8600;8599;36975700;78998000;18454225;18462817;29759600;104682;198186;1258300;68971;131371;673700
8600;8599;36975700;78882400;18485198;18493793;29445500;104759;198329;1245800;78712;137263;624900
8600;8599;36975700;79975600;18677346;18685938;32156600;104751;198295;1258100;71691;127862;615800
8600;8599;36975700;79096300;18407423;18416015;29335400;104796;198298;1240800;70738;127298;629600
8600;8599;36975700;78385900;18529282;18537873;29657600;104789;198354;1279800;76926;131484;660900
8600;8599;36975700;79196900;18595150;18603744;30353100;104763;198370;1246200;74036;130584;645600
8600;8599;36975700;79904100;18421828;18430419;29077200;104787;198303;1251300;71893;133108;619100
8600;8599;36975700;78307400;18327901;18336493;29346500;104746;198282;1251400;69664;124827;620800
8700;8699;37840650;79893300;18788681;18797373;29351800;106168;201041;1262100;69818;126923;621200
8700;8699;37840650;79777100;18985780;18994471;29823500;106071;200879;1264900;67858;127716;619000
8700;8699;37840650;79941400;19142532;19151222;30065300;106099;200998;1268200;79954;138390;619400
8700;8699;37840650;79864800;19187565;19196259;30038600;106142;201000;1273100;67566;124566;620400
8700;8699;37840650;79941300;18717631;18726320;29281400;106220;200991;1254200;67258;126843;618000
8700;8699;37840650;79811500;18861990;18870679;29640200;106175;201008;1255900;67362;126185;622100
8700;8699;37840650;79987500;18929767;18938455;29723800;106070;200923;1248200;80255;132298;638200
8700;8699;37840650;79952100;18914856;18923539;29728000;106249;201031;1252400;66699;136973;629800
8700;8699;37840650;80451500;18848141;18856833;29456800;106268;201098;1251300;73218;132368;618400
8700;8699;37840650;80121200;19003571;19012262;29762300;106260;201011;1313900;71086;134253;621600
8800;8799;38715600;82063800;19405475;19414263;30504400;107602;203687;1269300;72917;128737;629400
8800;8799;38715600;82742100;19166686;19175474;30785000;107505;203626;1280800;81321;137772;665400
8800;8799;38715600;81847100;19284809;19293603;30214900;107636;203676;1272600;72416;128623;624000
8800;8799;38715600;81948900;19241794;19250586;30442700;107627;203671;1267100;65983;137434;617100
8800;8799;38715600;82032000;19381967;19390757;30342500;107500;203535;1273700;66869;124962;660800
8800;8799;38715600;82199400;19465212;19474005;30877000;107561;203659;1272500;73605;133166;624300
8800;8799;38715600;82117900;19127025;19135816;30014400;107590;203638;1275100;68046;136225;638600
8800;8799;38715600;82503000;19468127;19476915;30835400;107494;203579;1266400;80216;134715;637000
8800;8799;38715600;82244800;19488456;19497242;30365000;107693;203817;1285400;73121;134955;708700
8800;8799;38715600;82489500;19442932;19451722;30533000;107577;203750;1265800;80834;150131;643400
8900;8899;39600550;83520300;19804152;19813036;30819400;108955;206280;1280400;70220;129206;644000
8900;8899;39600550;83939300;19910178;19919064;31273700;108901;206169;1283900;66160;142903;642100
8900;8899;39600550;83579300;19597976;19606863;30909800;108933;206197;1287300;65833;136721;631000
8900;8899;39600550;83673300;19831965;19840853;33903100;109002;206310;1358800;77154;134798;642500
8900;8899;39600550;83621900;19717155;19726045;31020000;109000;206276;1283900;76544;134076;640100
8900;8899;39600550;84044600;19578483;19587371;31182300;109020;206315;1301700;66321;128226;636600
8900;8899;39600550;83782100;19944894;19953785;31160400;108919;206193;1279700;76276;135740;665400
8900;8899;39600550;84218000;19745753;19754641;31137300;108928;206183;1283100;74926;140963;652200
8900;8899;39600550;83730100;19769301;19778194;30827300;108884;206166;1281300;71432;132944;645900
8900;8899;39600550;83771100;19681017;19689905;30981400;109014;206339;1283300;70637;132998;635700
9000;8999;40495500;85420400;20131293;20140285;31783500;110334;208951;1309500;72280;143359;743400
9000;8999;40495500;85478200;20190691;20199682;31741600;110300;208798;1297300;74096;133263;640300
9000;8999;40495500;85252600;20087780;20096773;31325900;110329;208997;1325600;67773;128113;646800
9000;8999;40495500;91145400;20236466;20245451;32641400;110433;208995;1299700;69797;139646;654600
9000;8999;40495500;87097900;19971612;19980607;31730400;110317;208824;1308200;78632;151181;667900
9000;8999;40495500;87399100;20313434;20322420;32275700;110329;208869;1298600;73373;140812;654400
9000;8999;40495500;87135000;20493830;20502819;34472000;110417;209027;1312900;77417;136386;646800
9000;8999;40495500;88489500;20247001;20255993;34340900;110252;208863;1679400;74903;138792;652700
9000;8999;40495500;85962100;20091369;20100358;31494300;110210;208778;1300400;78968;134302;655500
9000;8999;40495500;85596300;20059495;20068483;31736700;110360;208933;1328200;70112;129470;652900
9100;9099;41400450;87708200;20550535;20559625;33171400;111764;211600;1324800;71882;132807;647200
9100;9099;41400450;90409600;20334236;20343331;33617700;111777;211530;1379700;77456;149640;663900
9100;9099;41400450;89454300;20543280;20552371;32826200;111671;211521;1321100;74359;138880;682200
9100;9099;41400450;89080600;20567953;20577036;32523700;111700;211651;1320800;79675;144517;655600
9100;9099;41400450;87638400;20642003;20651092;32237300;111834;211617;1319400;71455;132648;656300
9100;9099;41400450;87551200;20486752;20495841;32214000;111575;211418;1330500;82045;144508;649600
9100;9099;41400450;87862900;20621058;20630150;32145500;111799;211614;1320500;75283;145297;652500
9100;9099;41400450;95003700;20685126;20694217;33829500;111655;211485;1396500;77785;133365;732800
9100;9099;41400450;90852000;20817704;20826791;32952700;111535;211385;1321500;78251;134656;666700
9100;9099;41400450;88419300;20811972;20821061;33352400;111627;211380;1346500;80370;158011;696700
9200;9199;42315400;90871700;21291507;21300697;33961000;113138;214251;1367600;83700;145194;731200
9200;9199;42315400;90266300;21143451;21152638;33264400;112994;213969;1397100;74041;138049;690600
9200;9199;42315400;89132100;21174830;21184023;33269500;113019;214070;1330800;78821;139669;659400
9200;9199;42315400;89670200;21054300;21063492;33195600;113123;214208;1338800;80316;148447;696000
9200;9199;42315400;89181600;20997865;21007059;32688600;113208;214350;1337800;71153;135296;663100
9200;9199;42315400;89455500;21148732;21157922;33500100;113091;214184;1343800;77907;135936;660100
9200;9199;42315400;89051700;21278114;21287302;33209700;113031;214113;1330700;77953;168462;675100
9200;9199;42315400;89740800;21201025;21210217;33414200;113156;214234;1333600;76698;138001;667300
9200;9199;42315400;89131300;21030412;21039597;32752100;113103;214199;1332100;69956;137829;658800
9200;9199;42315400;89583000;20818736;20827926;32793900;113209;214259;1372800;78524;146378;669100
9300;9299;43240350;90998100;21723906;21733195;33766400;114443;216841;1345400;75064;145334;667900
9300;9299;43240350;91534400;21602008;21611298;33848700;114607;216933;1351400;81294;143763;671900
9300;9299;43240350;90932300;21248147;21257437;33826200;114566;216927;1348000;80057;137269;682200
9300;9299;43240350;91570200;21460185;21469480;34062400;114522;216860;1349100;72561;144896;675000
9300;9299;43240350;91263100;21671742;21681027;34187700;114289;216697;1367400;75418;142102;676200
9300;9299;43240350;91737700;21563435;21572723;34230100;114480;216829;1363200;78580;136853;673100
9300;9299;43240350;91262800;21688600;21697885;33949900;114457;216868;1359600;71899;136298;675400
9300;9299;43240350;91376200;21649268;21658562;33978500;114563;216879;1349700;78404;139758;676900
9300;9299;43240350;91564800;21776661;21785953;33905500;114528;216810;1346400;76018;138299;673600
9300;9299;43240350;91562900;21727266;21736559;34453400;114607;216917;1349700;75569;137600;680600
9400;9399;44175300;93202800;22156733;22166120;37207000;115876;219443;1365400;83232;142473;680800
9400;9399;44175300;95133600;22205118;22214510;35421000;115903;219585;1366600;83064;145614;689800
9400;9399;44175300;94897200;21998173;22007561;59187600;115894;219506;7381100;89449;148894;699100
9400;9399;44175300;94527800;22470065;22479453;35723500;115808;219457;1361000;75111;147715;683500
9400;9399;44175300;94125400;22036682;22046073;34822100;115985;219521;1364800;78232;145503;682000
9400;9399;44175300;93489200;22077559;22086945;34458300;115894;219486;1363500;72405;141600;685900
9400;9399;44175300;93838600;21888029;21897418;34315400;115878;219442;1375600;76604;146697;698200
9400;9399;44175300;93094500;22258684;22268071;34777300;116001;219625;1364400;76486;140469;666200
9400;9399;44175300;93881800;22506207;22515597;35404900;115850;219468;1366700;92763;154203;695200
9400;9399;44175300;93514000;21994125;22003516;34293400;116004;219660;1364300;72081;142118;669600
9500;9499;45120250;95603800;22665958;22675445;35449800;117249;222064;1380000;76716;144051;717900
9500;9499;45120250;95231600;22736662;22746154;35464300;117157;221975;1375100;84316;152830;695600
9500;9499;45120250;95885600;22720125;22729617;35705400;117218;221993;1402300;74571;142896;752700
9500;9499;45120250;95035000;22290003;22299497;34759700;117346;222234;1384100;72732;144474;673700
9500;9499;45120250;96062700;22640515;22650002;35549700;117180;222021;1385800;74604;138745;738200
9500;9499;45120250;95493900;22472525;22482017;35512100;117220;222042;1437400;78243;140843;687300
9500;9499;45120250;102248100;22533209;22542693;35687700;117224;222019;1380200;83165;146974;702700
9500;9499;45120250;95648400;22594976;22604467;35258300;117265;222152;1376600;92372;164035;685500
9500;9499;45120250;97192300;22792079;22801566;35815300;117212;221970;1377700;74932;139575;681400
9500;9499;45120250;95210000;22399724;22409210;35155200;117369;222155;1378900;77231;140669;690200
9600;9599;46075200;98003200;23093619;23103206;36301200;118614;224770;1391300;74502;152567;688200
9600;9599;46075200;97119100;22846855;22856441;35608600;118548;224770;1391200;76711;138926;694600
9600;9599;46075200;97888500;23269843;23279428;36403200;118532;224607;1414100;84990;151356;695500
9600;9599;46075200;97414300;23072494;23082089;36133100;118521;224716;1394100;81522;150413;711000
9600;9599;46075200;97880300;23010901;23020489;36325100;118534;224645;1394800;71162;150921;684800
9600;9599;46075200;97243500;22831685;22841273;36066600;118736;224792;1406300;77829;147248;691400
9600;9599;46075200;98455100;22967989;22977578;36086600;118680;224861;1394300;85118;144073;703600
9600;9599;46075200;97084500;23060623;23070210;39411900;118700;224728;1394800;88863;152038;725400
9600;9599;46075200;97498700;22912247;22921838;35770200;118674;224810;1409600;89758;155414;693400
9600;9599;46075200;97291600;23160414;23170007;36369600;118691;224705;1392000;84365;152159;707500
9700;9699;47040150;100848600;23443192;23452875;36648900;120063;227443;1415500;80271;150582;696000
9700;9699;47040150;98773200;23410048;23419737;36386900;120079;227390;1410300;97139;157697;714000
9700;9699;47040150;99798700;23466283;23475974;36819400;119980;227340;1415000;83794;152663;714800
