n;sel_swap;sel_comp;sel_time;ins_swap;ins_comp;ins_time;heap_swap;heap_comp;heap_time;quick_swap;quick_comp;quick_timemq_swap;mq_comp;mq_time
2800;2799;3918600;8151100;1950883;1953675;2636800;29682;55684;356000;18071;36524;169900;19649;33102;192300
2800;2799;3918600;8150900;1985650;1988441;2697300;29659;55646;358000;18504;34943;168400;17592;33214;185400
2800;2799;3918600;8126000;1945288;1948077;2628500;29641;55583;355800;22081;36321;171300;20787;35233;187600
2800;2799;3918600;8123600;1945236;1948032;2636000;29697;55705;356800;17659;34992;171200;18158;33418;204600
2800;2799;3918600;8122700;1932533;1935326;2610500;29670;55674;358600;21616;38416;172400;17662;34011;184900
2800;2799;3918600;8117200;1953988;1956779;2643100;29671;55684;356100;18912;36181;168300;18297;35142;185100
2800;2799;3918600;8138400;1948068;1950856;2632200;29647;55683;357700;20032;37093;169900;20562;33274;188900
2900;2899;4203550;8718600;2029882;2032775;2767500;30963;58032;373700;19646;37018;175100;19339;34243;198100
2900;2899;4203550;8755400;2061073;2063964;2788800;30892;57974;372500;20222;39916;178900;19335;34507;196300
2900;2899;4203550;8875200;2086723;2089616;2820200;30914;58006;370100;21541;40493;179800;19647;35251;199800
2900;2899;4203550;8750600;2078130;2081023;2951200;30917;58039;375000;20591;38142;192300;19582;34533;196100
2900;2899;4203550;8836500;2108068;2110960;2855600;30865;58011;369800;20493;41151;175600;18998;35380;196100
2900;2899;4203550;8724000;2093691;2096580;2850400;30914;58036;370500;21836;38390;178200;20291;34712;195400
2900;2899;4203550;8728700;2131092;2133976;2890300;30869;57915;373100;23495;38197;180700;23081;35241;198500
2900;2899;4203550;8729000;2089220;2092105;2823800;30881;57928;374100;22236;38307;181700;21306;35830;225200
2900;2899;4203550;8706100;2099819;2102707;2856500;30842;57907;370400;24138;41501;183000;20373;35588;207100
2900;2899;4203550;8738400;2070805;2073696;2805600;30886;57983;371300;20192;37738;178000;20449;35098;195900
3000;2999;4498500;9312500;2243075;2246069;3036500;32032;60163;385900;21941;48003;189100;21245;37434;201300
3000;2999;4498500;9334100;2204363;2207350;2973100;32130;60267;387200;20016;38058;183000;23525;37416;208000
3000;2999;4498500;9345900;2238099;2241085;3028800;32086;60281;384700;19379;38992;181900;19691;37825;199700
3000;2999;4498500;9334200;2233253;2236240;3040700;32032;60216;389100;23180;39237;187200;18565;37055;200900
3000;2999;4498500;9402200;2223739;2226731;3013200;32122;60265;386700;25183;41848;189700;19367;35140;202000
3000;2999;4498500;9399900;2270384;2273375;3065500;32003;60103;385700;21622;38675;183200;19688;35629;203800
3000;2999;4498500;9374500;2243173;2246160;3030000;32042;60216;384400;20724;39506;183700;22012;36499;204800
3000;2999;4498500;9353400;2273602;2276595;3092300;32001;60165;384100;18952;38466;180100;21316;36069;207900
3000;2999;4498500;9345100;2232057;2235048;3012400;32056;60246;385400;22823;40962;194300;19739;35650;214000
3000;2999;4498500;9372700;2275101;2278094;3073900;32038;60186;386100;21014;42262;185800;20209;37948;204700
3100;3099;4803450;9985400;2411187;2414280;3255400;33270;62463;401100;24571;42416;191200;23812;38890;215800
3100;3099;4803450;9973500;2371433;2374526;3205100;33300;62520;400500;22988;39624;193300;20991;37720;211100
3100;3099;4803450;9968200;2356226;2359319;3180700;33287;62541;400900;21568;42809;192200;23005;40711;210300
3100;3099;4803450;9972600;2434704;2437795;3283700;33321;62554;400000;24536;41910;193600;22635;37045;212700
3100;3099;4803450;9954100;2395731;2398824;3230500;33338;62589;401400;24732;40454;189600;21120;39263;210900
3100;3099;4803450;9965300;2365265;2368357;3191200;33340;62522;401400;22232;42020;185400;21378;38348;208300
3100;3099;4803450;10053100;2422511;2425600;3270700;33278;62534;405400;24600;43243;192200;23672;38078;215000
3100;3099;4803450;10006400;2343088;2346180;3162800;33333;62566;400100;22412;40654;191300;21441;36662;213200
3100;3099;4803450;10000600;2388112;2391203;3228400;33319;62630;400800;24680;42229;192200;21906;37704;211600
3100;3099;4803450;9997700;2446703;2449799;3333400;33268;62539;401100;22896;41010;191500;22305;37651;228500
3200;3199;5118400;10633700;2523771;2526962;3415700;34574;64945;414300;21034;42277;196400;21968;39818;219500
3200;3199;5118400;10645100;2560329;2563520;3476700;34470;64832;415000;22889;41004;201600;23819;41366;221500
3200;3199;5118400;10630400;2586759;2589952;3487400;34466;64864;414400;22518;43338;194300;22741;39625;221200
3200;3199;5118400;10600400;2538709;2541903;3422900;34502;64842;413900;22093;40468;198200;20745;39344;214000
3200;3199;5118400;10622700;2530096;2533287;3411500;34545;64882;414700;23673;43882;203600;21846;38369;216100
3200;3199;5118400;10605300;2539769;2542960;3423100;34576;64859;412700;23333;48349;199500;21175;38974;218700
3200;3199;5118400;10624800;2495492;2498679;3366400;34539;64860;414300;23316;45029;194700;20504;38593;215000
3200;3199;5118400;10652900;2568043;2571232;3479300;34410;64704;413300;22533;41549;197100;21896;38674;219700
3200;3199;5118400;10711700;2514173;2517363;3388700;34554;64910;416800;23557;42857;195300;22134;39893;216600
3200;3199;5118400;10635500;2565589;2568778;3470600;34556;64869;415100;22268;41158;199500;22484;38621;221200
3300;3299;5443350;11328700;2718553;2721843;3663000;35782;67269;429300;21750;43861;202500;22192;40635;221300
3300;3299;5443350;11330900;2743058;2746347;3717300;35697;67156;430000;22679;43297;207000;22408;42414;226700
3300;3299;5443350;11344400;2739104;2742395;3718500;35777;67235;430000;21892;44399;210600;22268;44026;228400
3300;3299;5443350;11305000;2731336;2734626;3715700;35741;67192;428600;23786;42599;203500;25057;42010;225300
3300;3299;5443350;11306900;2731701;2734993;3685200;35714;67129;428300;27103;47181;207900;22988;39965;224000
3300;3299;5443350;11329300;2728103;2731392;3687100;35710;67130;426000;24679;41601;207200;23455;39752;225500
3300;3299;5443350;11473100;2767747;2771037;3726700;35642;67071;428600;27574;45942;205000;22629;40441;226500
3300;3299;5443350;11293300;2761481;2764762;3717000;35660;67100;430400;22981;44997;200800;23733;41406;226800
3300;3299;5443350;11342900;2758259;2761553;3717000;35646;67055;427900;22584;41567;202800;20923;40708;219200
3300;3299;5443350;11331500;2712128;2715419;3688500;35763;67199;431500;21485;41313;206900;23427;40848;229000
3400;3399;5778300;12000200;2879932;2883327;3894500;36811;69280;440600;23180;46900;211600;24975;43820;234800
3400;3399;5778300;12011900;2894825;2898216;3898400;36964;69459;442800;24997;44834;211900;22976;41513;231100
3400;3399;5778300;12023500;2870382;2873769;3889800;36971;69484;457500;24627;49948;212800;24510;41936;234600
3400;3399;5778300;12070000;2928490;2931881;3967800;36967;69503;443800;23509;42802;211800;22647;41725;235800
3400;3399;5778300;11999200;2864989;2868382;4021200;36992;69536;516900;24649;44431;209500;24013;41511;235800
3400;3399;5778300;12023400;2880394;2883787;3880000;37007;69484;447200;24374;44538;209200;22765;41467;235000
3400;3399;5778300;12006100;2846734;2850124;3833800;36995;69489;444500;25483;45741;211400;21800;42265;228100
3400;3399;5778300;12023600;2893878;2897269;3896700;36991;69486;443600;26692;48705;215400;22697;41408;231600
3400;3399;5778300;11982600;2870165;2873556;3906300;36990;69539;443200;24621;42609;215000;24889;41696;239600
3400;3399;5778300;12001900;2871943;2875338;4061100;36956;69509;442900;21505;45516;205500;23631;42997;233300
3500;3499;6123250;12917900;3088091;3091585;4172800;38192;71705;458800;24325;45001;216700;26954;44132;241900
3500;3499;6123250;12978800;3066558;3070047;4160100;38171;71775;461700;24182;45755;215200;25145;42679;247400
3500;3499;6123250;12921700;3069687;3073174;4170100;38156;71723;458300;31186;48270;239900;28077;45769;260300
3500;3499;6123250;12779200;3110351;3113845;4303300;38156;71756;459400;23676;46763;219600;25065;45464;240500
3500;3499;6123250;12749600;3083230;3086725;4149200;38243;71798;456700;29105;49124;218200;24440;43072;240100
3500;3499;6123250;12736400;3147173;3150664;4236700;38116;71739;458000;24355;45519;221400;23933;41952;242200
3500;3499;6123250;12684300;3063288;3066775;4132900;38157;71699;455000;25746;45681;219200;22940;44062;237900
3500;3499;6123250;12797000;3077291;3080782;4163800;38188;71759;457700;27914;48454;220300;24048;43841;245300
3500;3499;6123250;12753500;3030655;3034152;4080600;38146;71709;462700;30120;48451;222900;24926;44105;242900
3500;3499;6123250;12735300;3076332;3079820;4158200;38107;71711;458500;26009;52089;222300;25228;42936;243800
3600;3599;6478200;13468500;3242486;3246077;4439300;39333;74020;470700;27679;48787;228900;24102;46591;244400
3600;3599;6478200;13487800;3280367;3283963;4430500;39340;74049;475600;24966;48894;224700;24348;43218;251300
3600;3599;6478200;13484300;3211745;3215339;4325900;39400;74044;473900;25376;45793;225300;26391;44808;248300
3600;3599;6478200;13432700;3214889;3218475;4371600;39422;74118;476300;24173;44673;227500;24696;43368;250600
3600;3599;6478200;13491400;3250350;3253939;4377500;39345;74064;472000;31761;53225;225100;26108;44905;246500
3600;3599;6478200;13467000;3246079;3249670;4374400;39488;74260;472900;24870;46441;221300;26333;44291;248600
3600;3599;6478200;13443900;3231812;3235406;4416100;39481;74176;488800;28774;49232;227600;26013;44963;250800
3600;3599;6478200;13435100;3257832;3261424;4426300;39375;74094;477600;24255;51709;221500;24856;44111;257100
3600;3599;6478200;13471200;3251196;3254789;4436400;39461;74136;477600;26597;50185;227700;25180;44459;246800
3600;3599;6478200;13496500;3274820;3278414;4407600;39421;74174;472600;24767;46024;223300;23545;43469;249000
3700;3699;6843150;14610300;3425907;3429597;4811600;40570;76336;485500;27744;48200;233500;27398;47090;259000
3700;3699;6843150;14511200;3423795;3427487;4701000;40608;76425;487400;27839;50567;231600;25759;45181;259500
3700;3699;6843150;14285400;3391502;3395197;4573000;40631;76425;488500;30099;51804;232900;26240;45340;268100
3700;3699;6843150;14268700;3351279;3354973;4538800;40640;76417;488000;29212;51092;232700;26287;45963;265800
3700;3699;6843150;14221600;3477768;3481458;4702000;40641;76517;487700;28219;51628;235600;27088;47570;256000
3700;3699;6843150;14264900;3414795;3418488;4605600;40664;76428;486200;29194;50093;232100;26866;47151;259500
3700;3699;6843150;14261700;3395323;3399014;4627700;40664;76442;489300;24269;50327;228300;26726;48340;251800
3700;3699;6843150;14330900;3419010;3422699;4608100;40597;76364;485500;27280;54656;233500;23774;47618;255300
3700;3699;6843150;14296600;3377600;3381292;4616100;40677;76474;494700;27550;48886;234800;26077;45862;255500
3700;3699;6843150;14335500;3378686;3382373;4570200;40643;76406;486400;30469;52833;235000;28723;47412;258100
3800;3799;7218100;15113300;3636851;3640642;4945800;41852;78771;506300;28049;52203;249500;27613;46903;268200
3800;3799;7218100;15016600;3593141;3596932;4853700;41866;78788;505700;26597;50188;232400;27338;47457;265900
3800;3799;7218100;15314600;3560656;3564444;4804800;41849;78721;521600;27378;55052;245700;25308;47884;263200
3800;3799;7218100;15223800;3642813;3646603;4910100;41886;78778;502000;27922;49371;238600;26809;48722;266100
3800;3799;7218100;15065600;3611976;3615769;4866300;41925;78849;503000;32143;57061;247200;29447;50489;268600
3800;3799;7218100;15117400;3608449;3612246;4878400;41884;78780;503300;27532;55643;236800;26332;51923;260300
3800;3799;7218100;15111500;3606867;3610656;4861500;41838;78793;503100;35480;56660;259900;27373;50388;275400
3800;3799;7218100;15065600;3607408;3611198;4871200;41871;78768;503600;32547;53199;242000;31448;50520;268300
3800;3799;7218100;15104300;3580477;3584267;4827800;41878;78835;505300;29261;51646;237300;27457;46809;272100
3800;3799;7218100;15080500;3625194;3628986;4898200;41865;78730;501700;31503;50327;249400;30129;48271;268500
3900;3899;7603050;15885500;3770643;3774539;5079600;43136;81099;516900;31211;53192;255500;28123;48995;280100
3900;3899;7603050;15831900;3819996;3823890;5209100;43119;81076;516600;30161;51571;246300;27157;47798;274900
3900;3899;7603050;15887000;3844193;3848080;5190000;43096;81064;518800;27154;51387;242500;27240;48431;272100
3900;3899;7603050;15843000;3770311;3774200;5080800;43120;81103;516400;28106;55324;248700;26881;49131;271100
3900;3899;7603050;16030800;3747468;3751360;5070300;43053;81056;513000;34646;54602;249800;32381;52626;278500
3900;3899;7603050;15844000;3752559;3756448;5063600;43124;81172;517700;24840;51539;246400;27116;49565;282700
3900;3899;7603050;15899700;3809903;3813791;5154100;42994;80949;515100;29939;52362;246600;26756;47744;272900
3900;3899;7603050;15812200;3790572;3794463;5096500;43075;81117;517500;32032;61263;252000;26958;51138;281600
3900;3899;7603050;15788900;3771146;3775037;5083100;43137;81160;515000;28777;54293;245800;28406;50206;270000
3900;3899;7603050;15808700;3852237;3856124;5185400;43006;81025;515800;25987;50157;244600;28756;48262;276400
4000;3999;7998000;16602400;4041902;4045894;5461800;44291;83410;532400;31097;54910;256500;27595;51106;278200
4000;3999;7998000;16677300;4016926;4020924;5483200;44315;83366;531400;29542;53257;250500;29566;50091;279600
4000;3999;7998000;16634400;3979564;3983556;5428400;44289;83420;529500;30582;55001;251100;25888;48470;284200
4000;3999;7998000;16641800;3982111;3986106;5364300;44230;83355;529700;26417;53039;248700;28374;51304;276900
4000;3999;7998000;16678500;3974355;3978346;5448900;44424;83466;566700;30709;56597;251500;31054;50473;278800
4000;3999;7998000;16611700;4039467;4043461;5435400;44292;83407;532800;27754;54642;248700;27289;51858;279000
4000;3999;7998000;16825800;3970651;3974641;5408400;44230;83333;532400;28687;54714;248000;27846;50329;279100
4000;3999;7998000;16624400;4019754;4023745;5411500;44331;83495;531400;27904;54803;247300;30143;50432;280000
4000;3999;7998000;16675300;4015835;4019829;5432700;44250;83344;538100;28684;51168;255100;29206;49636;278200
4000;3999;7998000;16693800;4026730;4030724;5512800;44333;83349;534800;28545;59630;245100;28466;52124;281500
4100;4099;8402950;17555100;4214069;4218156;5676500;45504;85708;543800;33572;57505;268400;30008;53396;283700
4100;4099;8402950;17514000;4200854;4204946;5670600;45609;85808;550600;30738;57574;261700;32107;52539;296400
4100;4099;8402950;17484400;4248843;4252937;5754000;45564;85696;543800;34402;58138;262000;33440;53788;291300
4100;4099;8402950;17471800;4198822;4202912;5657700;45571;85770;549800;35102;58865;263500;27545;49192;288100
4100;4099;8402950;17469700;4179348;4183436;5626700;45591;85778;550400;27517;56178;255500;28936;53021;284500
4100;4099;8402950;17580500;4211198;4215290;5699700;45515;85724;553400;35101;60860;266000;31773;52727;286800
4100;4099;8402950;17575200;4240637;4244733;5835000;45604;85743;548800;33376;58608;258600;28017;51214;292100
4100;4099;8402950;17557700;4218644;4222736;5686100;45539;85790;548300;31932;57082;261800;30552;52442;289100
4100;4099;8402950;17576500;4235555;4239647;5704300;45532;85748;544200;32640;58093;266100;27916;52735;286400
4100;4099;8402950;17730100;4277565;4281661;5996300;45546;85720;546200;29094;54300;261300;28674;51435;286300
4200;4199;8817900;18363500;4408900;4413092;5948600;46871;88235;570500;31617;54620;263300;29009;54330;293500
4200;4199;8817900;18361200;4361621;4365810;5875800;46810;88151;560500;30455;62329;268800;30451;52827;299300
4200;4199;8817900;18341200;4424484;4428677;5974200;46807;88121;567700;35217;59853;262900;33736;57048;303000
4200;4199;8817900;18392200;4335642;4339836;5914400;46903;88240;561800;32337;60326;264500;28263;54225;288100
4200;4199;8817900;18443200;4447699;4451888;6056300;46856;88174;561100;29793;56022;268900;26742;53696;285500
4200;4199;8817900;18548900;4464439;4468631;6089200;46774;88153;584700;29876;54138;267300;30162;52050;315900
4200;4199;8817900;18409500;4414478;4418671;5942000;46841;88231;566800;32247;58297;274100;29599;52430;294900
4200;4199;8817900;19352000;4412468;4416660;5955500;46765;88086;558500;30333;54757;263100;29845;53012;299200
4200;4199;8817900;18334700;4372713;4376906;5890800;46892;88255;565100;30059;56963;270400;30833;54925;292800
4200;4199;8817900;18377800;4467003;4471199;6044300;46842;88238;570100;32276;55719;267300;29743;53775;304100
4300;4299;9242850;19308500;4554697;4558989;6129400;48156;90571;585100;30999;61329;269400;30627;55322;307200
4300;4299;9242850;19342300;4608650;4612940;6280900;48105;90590;580200;32025;57039;275500;30147;55007;301000
4300;4299;9242850;19343000;4674167;4678460;6321400;48146;90663;579400;29363;57971;272200;30670;54212;303300
4300;4299;9242850;19299100;4596632;4600926;6182600;48125;90637;576100;29835;62297;273000;30543;53716;301600
4300;4299;9242850;19241300;4670267;4674557;6378100;48010;90463;580200;38377;63440;280900;31550;53833;317900
4300;4299;9242850;19269500;4635633;4639922;6295200;48108;90576;574100;35168;61597;287300;31051;53133;305900
4300;4299;9242850;19379100;4581559;4585854;6219000;48148;90583;589200;30291;57457;278600;28164;55437;300400
4300;4299;9242850;19308400;4648891;4653186;6350000;48112;90631;578000;33276;59082;275900;30326;55218;311900
4300;4299;9242850;19366300;4636741;4641036;6238000;48112;90668;573200;33704;59683;272200;32005;54969;302700
4300;4299;9242850;19251700;4671639;4675928;6275200;48034;90555;572900;32565;58984;273700;31724;55282;303200
4400;4399;9677800;20132400;4828324;4832720;6483000;49311;92950;591400;34425;61737;280700;30718;55601;312500
4400;4399;9677800;20103500;4845538;4849932;6505200;49317;92968;589500;31214;60520;272900;32298;55453;309300
4400;4399;9677800;20078200;4812327;4816717;6459800;49392;92952;588800;33580;57632;280100;34552;57046;311400
4400;4399;9677800;20174400;4808539;4812932;6490200;49408;93063;591800;31720;56898;285100;31287;56260;310300
4400;4399;9677800;20138300;4803214;4807609;6706400;49345;92931;590100;35157;63792;286700;32467;56318;312500
4400;4399;9677800;20156900;4836776;4841167;6552700;49383;92995;589900;34116;60534;287500;33419;56033;312900
4400;4399;9677800;20134600;4803151;4807537;6468400;49346;92948;588600;35620;63108;279100;33076;58042;308200
4400;4399;9677800;20116200;4838332;4842719;6495600;49403;93061;589800;32491;58014;280600;30411;53705;310600
4400;4399;9677800;20086600;4936053;4940443;6626000;49282;92926;587700;34495;65291;284100;32448;55341;311400
4400;4399;9677800;20141500;4795339;4799734;6640200;49362;93015;732400;37438;62255;289700;30626;54913;311800
4500;4499;10122750;21093600;5059269;5063756;6803000;50618;95402;606000;33272;58610;294900;32367;57202;319100
4500;4499;10122750;21111200;5089689;5094178;7391500;50644;95495;611200;32144;59311;286400;34191;57064;319100
4500;4499;10122750;21099300;5023164;5027656;6790200;50627;95418;612500;35696;61486;287500;35206;58289;318400
4500;4499;10122750;21099500;5049229;5053715;6879500;50714;95502;602500;34770;62603;286900;32166;57246;318200
4500;4499;10122750;21016600;5108344;5112837;6856800;50619;95433;614100;37273;63313;294900;33100;59659;316800
4500;4499;10122750;21013200;5103249;5107742;6945100;50684;95532;603300;32762;61225;290800;30658;57515;313200
4500;4499;10122750;21074800;4963475;4967962;6746000;50580;95317;603800;35453;61594;290400;32488;57103;318300
4500;4499;10122750;21085500;4975947;4980438;6709600;50714;95539;604500;31486;59490;284700;31293;56278;317100
4500;4499;10122750;21072500;5080725;5085213;6872300;50676;95493;605000;33450;61083;289500;32659;57760;322800
4500;4499;10122750;21030800;5133140;5137627;6890900;50687;95450;604100;32468;56422;289100;31298;58983;318300
4600;4599;10577700;21968200;5231938;5236527;7024100;51975;97878;619200;36902;65156;295200;35185;59692;327200
4600;4599;10577700;22074800;5373723;5378310;7412200;51950;97851;615800;33045;62120;289800;34855;59157;333600
4600;4599;10577700;22162000;5311598;5316185;7192300;51911;97826;618800;36856;62252;299700;36720;61071;324600
4600;4599;10577700;22035400;5236235;5240825;7066200;51956;97923;620400;30747;61352;292300;30540;59198;319000
4600;4599;10577700;22111300;5293791;5298383;7106300;51852;97746;616100;32949;64245;290800;33954;60465;327200
4600;4599;10577700;22119000;5289186;5293773;7147300;51959;97898;618800;32218;62830;292200;31801;60509;319700
4600;4599;10577700;22014800;5244413;5249003;7063400;51902;97786;619900;33128;63723;290100;34355;57924;326600
4600;4599;10577700;22148500;5332616;5337204;7245100;51767;97670;628200;38385;70057;304000;33221;59154;376900
4600;4599;10577700;21998500;5252679;5257267;7054500;51924;97863;631900;35899;63928;296000;35674;62987;324700
4600;4599;10577700;22073100;5295186;5299780;7270000;51949;97883;619400;33708;66824;290000;35337;60672;325100
4700;4699;11042650;23033100;5468395;5473087;7361400;53300;100432;634300;37559;63601;309100;37930;62424;337000
4700;4699;11042650;22942300;5589508;5594197;7499400;53181;100289;633200;36558;65280;304800;33711;60189;330000
4700;4699;11042650;22957000;5551827;5556519;7446600;53230;100359;634200;32265;63831;293300;34050;60506;333400
4700;4699;11042650;23003000;5535881;5540567;7457000;53178;100341;637600;33507;61160;299900;33990;59794;332000
4700;4699;11042650;22977500;5544107;5548799;7491200;53244;100332;634900;38974;68666;299700;37227;62676;334100
4700;4699;11042650;22974100;5500036;5504731;7431500;53169;100214;634600;33702;62562;300700;32985;60417;331300
4700;4699;11042650;23001300;5515576;5520267;7419800;53266;100353;638000;32919;65007;297300;32103;60113;331200
4700;4699;11042650;22980300;5567183;5571875;7499900;53214;100331;634600;31848;63254;294800;34320;60597;330800
4700;4699;11042650;23004000;5539644;5544336;7469700;53271;100301;635600;36339;63909;301900;36588;62104;333000
4700;4699;11042650;22970100;5387750;5392445;7230500;53315;100355;636100;39594;72518;302300;34234;62781;332500
4800;4799;11517600;24352000;5790006;5794798;7822400;54539;102840;653300;35884;64186;313700;33417;61161;340800
4800;4799;11517600;23989200;5930130;5934919;7972700;54491;102734;650500;34606;64188;310400;36927;61054;348400
4800;4799;11517600;23948100;5797447;5802234;7810000;54576;102822;651300;34784;67360;310200;36343;62363;342400
4800;4799;11517600;24124300;5731952;5736747;7876900;54507;102797;937500;42892;67600;382500;36218;61555;360800
4800;4799;11517600;24548700;5784894;5789688;8038800;54543;102832;648400;37110;71493;316800;34511;61014;341400
4800;4799;11517600;24490200;5783350;5788138;7847400;54521;102815;679900;35991;69212;311700;35133;63323;347800
4800;4799;11517600;24126500;5749137;5753925;9657300;54478;102736;998100;36357;66697;387900;35900;62862;341000
4800;4799;11517600;24189600;5804309;5809101;7937000;54516;102788;657500;41431;72293;315200;35060;62245;340900
4800;4799;11517600;24128200;5789675;5794471;7805700;54578;102819;651500;35823;66454;305900;34661;59842;343800
4800;4799;11517600;24061700;5762669;5767462;7947200;54492;102650;672900;34805;66361;315100;34162;63068;352400
4900;4899;12002550;25269500;6045332;6050221;8464800;55869;105296;666800;36634;72046;310800;35733;65448;344200
4900;4899;12002550;25144700;6036978;6041867;8164400;55835;105218;664900;36491;68181;318700;38069;65204;351200
4900;4899;12002550;25168500;6033916;6038807;8663300;55839;105246;681500;38434;66191;317700;37075;63768;349700
4900;4899;12002550;25361100;5987093;5991985;8165800;55796;105193;667500;40768;71304;319600;37682;63279;351000
4900;4899;12002550;25061600;5918227;5923116;8150400;55830;105130;677200;40966;69210;329100;37836;62374;366400
4900;4899;12002550;25283300;6013019;6017907;8240700;55876;105328;758700;34304;70147;335600;33543;63947;346900
4900;4899;12002550;26041200;6035719;6040608;8099100;55832;105317;664900;35570;64692;315500;36875;63542;347400
4900;4899;12002550;24966600;5965249;5970138;8026500;55850;105254;668700;35564;67978;311400;35183;61256;351000
4900;4899;12002550;24969900;6012304;6017195;8355500;55821;105241;680600;35422;64100;316300;34508;62091;346700
4900;4899;12002550;24936100;5975844;5980737;8043700;55797;105208;930000;38097;65651;326600;39483;65622;347100
5000;4999;12497500;25985300;6168797;6173794;8273400;57126;107742;680300;39551;71679;322000;34231;64181;355300
5000;4999;12497500;26092500;6236148;6241136;8436700;57101;107680;679800;43744;71401;327300;36197;63920;365100
5000;4999;12497500;26128800;6277321;6282313;8508600;57172;107751;677800;40859;71231;327900;38896;65625;358800
5000;4999;12497500;26114700;6180539;6185531;8313700;57122;107594;684900;42101;81115;324100;36454;66342;361600
5000;4999;12497500;26008800;6340074;6345060;8539400;57089;107662;681100;33938;66702;317600;43364;70202;369600
5000;4999;12497500;26185500;6372192;6377183;8625800;57111;107663;681900;42496;77766;327100;38008;67889;359300
5000;4999;12497500;26122200;6238971;6243963;8429500;57156;107759;689200;38844;69865;322600;37755;65382;373700
5000;4999;12497500;26078000;6220657;6225645;8420200;57210;107768;684600;41355;76272;328000;33763;63186;357300
5000;4999;12497500;26104200;6308448;6313431;8460600;57063;107684;681000;38935;68362;330500;34550;63958;358800
5000;4999;12497500;25955700;6242763;6247755;8370500;57026;107620;686800;39637;68615;319900;36572;69677;358700
5100;5099;13002450;26978900;6472482;6477574;8679800;58371;110084;693200;49105;81438;344200;41666;67732;372700
5100;5099;13002450;27143800;6423460;6428544;8664000;58475;110211;692200;38036;72058;324800;38298;66719;362800
5100;5099;13002450;27156200;6595562;6600647;8891400;58365;110180;699200;44003;75531;331400;37836;67455;369800
5100;5099;13002450;27044100;6562446;6567536;8852600;58311;110032;693900;45839;73412;334400;35459;67344;362100
5100;5099;13002450;27191300;6462549;6467640;8667900;58490;110247;693300;42538;73939;352800;37582;65447;364600
5100;5099;13002450;26995800;6436441;6441527;8692400;58386;110121;702500;37441;66975;333000;41238;67091;369200
5100;5099;13002450;27102400;6549471;6554565;8885400;58376;110051;692100;47946;76515;339200;36688;65600;371100
5100;5099;13002450;27086600;6483145;6488234;8709000;58380;110124;701200;37298;73403;326300;37865;66574;367400
5100;5099;13002450;27079800;6562057;6567146;8827300;58366;110093;695300;44047;77300;341700;35037;67825;361100
5100;5099;13002450;26988200;6455476;6460568;8653300;58397;110100;697900;44714;73643;334400;37814;66511;362300
5200;5199;13517400;28125700;6710325;6715510;9313600;59684;112660;711300;41220;87293;337500;36651;69737;369300
5200;5199;13517400;28219600;6761952;6767143;9115400;59741;112611;710400;41110;72478;335600;40092;66445;436500
5200;5199;13517400;28179300;6818298;6823487;9974400;59719;112759;711300;38514;74848;341400;44409;71481;383100
5200;5199;13517400;28361500;6697982;6703172;9057800;59699;112608;709700;53244;87698;357700;35124;70148;358500
5200;5199;13517400;28201200;6678634;6683828;9246900;59779;112753;706000;44941;82621;344300;35272;70203;368700
5200;5199;13517400;28220000;6832463;6837652;9281300;59686;112600;708400;37535;69685;337500;37357;67636;375600
5200;5199;13517400;28410500;6801204;6806386;9225600;59697;112659;722900;37328;72904;339400;39545;68513;379600
5200;5199;13517400;28518000;6782657;6787839;9335300;59708;112664;717000;35886;74683;328100;37045;72131;366600
5200;5199;13517400;28335800;6835315;6840504;9372700;59712;112716;710400;40611;75275;339000;36191;69663;377600
5200;5199;13517400;29090300;6622223;6627415;9144200;59756;112683;708600;44053;81229;346200;37262;68640;370600
5300;5299;14042350;29417700;6918562;6923848;9321400;60991;115117;723000;37659;72324;338700;38562;67859;378500
5300;5299;14042350;29345300;7049681;7054974;9511500;61012;115142;725700;46599;77043;352600;37220;67974;374800
5300;5299;14042350;29358900;7009518;7014813;9518100;60981;115013;721600;42504;73644;339500;38924;69220;381900
5300;5299;14042350;29308400;7006200;7011490;9446400;60977;115011;725900;39901;73544;342600;38315;69283;389700
5300;5299;14042350;29595600;7086479;7091774;9512000;60950;115014;723100;37979;75675;337300;40267;73211;375200
5300;5299;14042350;29264000;7043852;7049141;9500600;61019;115105;726700;36792;74533;335900;34684;70116;367900
5300;5299;14042350;29504000;7002812;7008105;9604200;61001;115067;725800;40301;74488;355000;37128;71303;377000
5300;5299;14042350;29325400;6902081;6907375;9258000;61044;115164;726600;41286;76565;339800;38524;71951;376100
5300;5299;14042350;29174500;7000551;7005840;9384700;60966;115045;724000;44494;74152;344000;36523;67319;378500
5300;5299;14042350;29172800;6934475;6939761;9293300;61018;115100;723000;38427;70273;345700;37430;68327;381400
5400;5399;14577300;30509100;7181032;7186422;14721100;62373;117620;739600;37867;72308;346400;40750;69493;391500
5400;5399;14577300;30415300;7260933;7266323;9816200;62332;117588;740300;40046;76488;349100;38850;70993;386300
5400;5399;14577300;30406100;7272971;7278363;10049000;62300;117560;969500;36644;71469;451600;41177;70891;523200
5400;5399;14577300;30260800;7373168;7378558;9891500;62263;117596;738300;41671;74621;349600;42278;69589;389700
5400;5399;14577300;30244600;7405394;7410791;10007500;62189;117480;745000;41535;74834;351500;38957;72194;383400
