k;i;maxMatch;time
5;3;29;9700
5;3;30;3600
5;3;29;6800
5;3;30;4900
5;3;28;8600
5;3;30;5500
5;3;30;5000
5;3;28;7800
5;3;30;9000
5;3;29;6700
5;3;29;4300
5;3;31;5100
5;3;28;6700
5;3;29;5800
5;3;29;5700
5;3;30;5400
5;3;29;5300
5;3;30;6700
5;3;30;8000
5;3;30;6800
5;3;30;6100
5;3;30;4000
5;3;31;2700
5;3;30;4500
5;3;29;5700
5;3;28;8000
5;3;28;7300
5;3;29;5800
5;3;30;5600
5;3;27;7300
5;3;30;5600
5;3;26;8600
5;3;30;6000
5;3;30;8900
5;3;28;8600
5;3;29;7300
5;3;30;5600
5;3;28;5500
5;3;30;4900
5;4;31;5000
5;4;31;5600
5;4;30;7500
5;4;31;3400
5;4;31;6200
5;4;30;6300
5;4;31;4000
5;4;31;5500
5;4;30;6200
5;4;30;6300
5;4;31;6300
5;4;31;5500
5;4;31;4800
5;4;30;5700
5;4;31;4300
5;4;30;6800
5;4;30;5500
5;4;31;6100
5;4;31;6100
5;4;31;4700
5;4;30;6000
5;4;30;6700
5;4;30;5200
5;4;31;3900
5;4;31;5500
5;4;29;7200
5;4;31;4200
5;4;31;5100
5;4;31;7100
5;4;31;8300
5;4;31;4900
5;4;31;5900
5;4;31;3400
5;4;30;5600
5;4;31;4900
5;4;31;6900
5;4;31;4500
5;4;30;6200
5;4;31;10200
5;4;30;7400
5;4;31;5800
5;4;30;6200
5;4;31;4400
5;4;31;6600
5;4;29;8100
5;4;31;4000
5;4;31;6600
5;4;31;5000
5;4;29;7800
5;4;31;5700
5;4;31;5000
5;4;31;4100
5;4;30;3900
5;4;29;7800
5;4;29;5600
5;4;30;6000
5;4;31;6900
5;4;29;8200
5;4;31;7000
5;4;31;4500
5;4;31;7800
5;4;31;5700
5;4;31;4500
5;4;30;8200
5;4;31;4300
5;4;31;5000
5;4;29;7600
5;4;31;11000
5;4;30;10500
5;4;31;5500
5;4;31;6100
5;4;30;7700
5;4;30;8000
5;4;30;6600
5;4;31;5000
5;4;31;7000
5;4;31;7000
5;4;30;6700
5;4;31;5100
5;4;31;6000
5;4;31;5400
5;4;31;5900
5;4;31;3700
5;4;31;4100
5;4;30;7500
5;4;29;11200
5;4;31;3500
5;4;30;8600
5;4;30;5100
5;4;31;3500
5;4;31;7600
5;4;31;4200
5;4;29;6900
5;4;31;6500
5;4;30;6400
5;4;30;6600
5;4;31;6700
5;4;31;4700
5;4;31;5300
5;4;31;4500
5;4;29;9400
5;4;31;6600
5;4;31;5400
5;4;30;8600
5;4;29;6000
5;4;31;6600
5;4;31;4200
5;4;31;5600
5;4;29;12300
5;4;31;5600
5;4;30;6100
5;4;30;7000
5;4;30;4400
5;4;29;8200
5;4;31;6600
5;4;29;6000
5;4;30;7300
5;4;31;3800
5;4;30;6300
5;4;31;4800
5;4;31;6700
5;4;30;5200
5;4;31;5200
5;4;31;3600
5;4;30;4900
5;4;30;4000
5;4;30;6800
5;4;31;6100
5;4;30;6100
5;4;30;7400
5;4;31;4900
5;4;31;12700
5;4;31;5200
5;4;31;3400
5;4;31;6900
5;4;31;4200
5;4;31;7100
5;4;31;12400
5;4;30;9400
5;4;31;6100
5;4;31;6300
5;4;31;5700
5;4;30;10700
5;4;31;6500
5;4;31;7400
5;4;30;8000
5;4;29;7800
5;4;31;5600
5;4;31;3000
5;4;31;4600
5;4;30;11100
5;4;30;10000
5;4;29;14600
5;4;29;7200
5;4;31;12500
5;4;30;24700
5;4;31;5400
5;4;31;7400
5;4;30;7500
5;4;31;5800
5;4;31;5100
5;4;30;13900
5;4;31;9700
5;4;31;7600
5;4;30;8500
5;4;29;22200
5;4;31;7700
5;4;31;6800
5;4;28;9700
5;4;31;7800
5;4;30;5800
5;4;30;8400
5;4;31;4200
5;4;31;13000
5;4;28;10000
5;4;31;7300
5;4;31;7000
5;4;31;2700
5;4;31;9500
5;4;31;6200
5;4;30;7900
5;4;31;4900
5;4;30;6400
5;4;31;4600
5;4;31;12900
5;4;31;11100
5;4;31;3700
5;4;31;6200
5;4;31;5400
5;4;31;4400
5;4;31;4400
5;4;31;7400
5;4;31;3500
5;4;31;5700
5;4;30;6000
5;4;29;10100
5;4;31;3900
5;4;30;7100
5;4;30;5600
5;4;30;5100
5;4;31;4200
5;4;31;6000
5;4;31;5900
5;4;31;9400
5;4;31;2300
5;4;29;8700
5;4;30;5700
5;4;29;7600
5;4;31;5200
5;4;31;5900
5;4;29;8600
5;4;31;5500
5;4;31;3100
5;4;31;7200
5;4;31;4600
5;4;31;4000
5;4;31;3200
5;4;30;6900
5;4;31;3600
5;4;31;5200
5;4;31;5900
5;4;30;7500
5;4;30;7200
5;4;30;5600
5;4;31;5900
5;4;31;5400
5;4;31;5300
5;4;31;5300
5;4;30;7300
5;4;31;7800
5;4;30;6300
5;4;31;4400
5;4;31;4500
5;4;30;9300
5;4;31;4800
5;4;30;5500
5;4;31;5900
5;4;30;5700
5;4;30;5900
5;4;29;7900
5;4;30;5200
5;4;30;5900
5;4;31;5400
5;4;31;7500
5;4;31;4700
5;4;31;8000
5;4;30;6500
5;4;30;5600
5;4;30;6400
5;4;31;5700
5;4;30;6100
5;4;31;6500
5;4;30;7000
5;4;31;5500
5;4;31;4000
5;4;30;8200
5;4;28;8000
5;4;31;7100
5;4;30;6100
5;4;31;6600
5;4;31;6000
5;4;30;6100
5;4;31;6300
5;4;31;6200
5;4;31;5400
5;4;30;6200
5;4;31;3200
5;4;29;8200
5;4;29;7100
5;4;30;9100
5;4;31;4600
5;4;31;3700
5;4;30;7800
5;4;31;9100
5;4;31;9300
5;4;31;7100
5;4;30;12100
5;4;31;10100
5;4;31;7400
5;4;31;9500
5;4;30;6500
5;4;30;6100
5;4;30;4800
5;4;31;2600
5;4;30;6100
5;4;31;7800
5;4;31;5000
5;4;31;6500
5;4;31;5900
5;4;30;5000
5;4;31;7600
5;4;30;5400
5;4;31;4700
5;4;30;6700
5;4;31;4700
5;4;31;5000
5;4;31;7000
5;4;31;4200
5;4;31;10200
5;4;31;5700
5;4;29;8800
5;4;31;5100
5;4;30;6400
5;4;30;5800
5;4;31;5200
5;4;29;5700
5;4;30;7100
5;4;30;7800
5;4;31;5500
5;4;31;5900
5;4;30;6100
5;4;31;5500
5;4;31;5300
5;4;30;7000
5;4;30;6100
5;4;30;7800
5;4;31;5700
5;4;31;4900
5;4;30;5700
5;4;30;7800
5;4;31;4900
5;4;30;7900
5;4;30;7800
5;4;31;5600
5;4;31;8600
5;4;29;9600
5;4;30;9200
5;4;31;5900
5;4;30;6800
5;4;31;4000
5;4;31;7500
5;4;29;6600
5;4;31;7000
5;4;31;4700
5;4;31;5200
5;4;31;11000
5;4;30;6900
5;4;31;14900
5;4;31;4900
5;4;30;5800
5;4;31;3300
5;4;31;6000
5;4;30;6600
5;4;31;4600
5;4;31;4400
5;4;31;7900
5;4;31;4000
5;4;29;6500
5;4;31;6400
5;4;30;7100
5;4;31;4500
5;4;31;6800
5;4;31;7400
5;4;30;8000
5;4;31;7900
5;4;30;8200
5;4;31;7100
5;4;31;7600
5;4;30;9000
5;4;30;9200
5;4;30;8500
5;4;29;9600
5;4;30;9100
5;4;30;9000
5;4;31;9300
5;4;31;8800
5;4;31;9700
5;4;31;7300
5;4;31;11200
5;4;31;7500
5;4;30;5900
5;4;30;5700
5;4;30;8800
5;4;30;9100
5;4;31;8200
5;4;31;3400
5;4;31;7900
5;4;31;9100
5;4;30;9500
5;4;30;11400
5;4;31;5700
5;4;31;5900
5;4;31;12800
5;4;31;7500
5;4;31;4900
5;4;31;7600
5;4;31;5200
5;4;30;10700
5;4;31;5500
5;4;31;9500
5;4;31;7000
5;4;31;6200
5;4;31;3300
5;4;30;4600
5;4;30;19400
5;4;31;8200
5;4;31;5500
5;4;31;7400
5;4;31;5000
5;4;30;9600
5;4;31;6100
5;4;31;9700
5;4;31;7600
5;4;30;10100
5;4;31;9400
5;4;30;10100
5;4;31;8800
5;4;30;8500
5;4;31;11800
5;4;31;7200
5;4;30;12100
5;4;31;7300
5;4;30;11200
5;4;31;4400
5;4;31;8000
5;4;29;10100
5;4;30;7800
5;4;31;11500
5;4;31;5900
5;4;30;10300
5;4;30;12200
5;4;28;12600
5;4;31;9600
5;4;30;10000
5;4;30;11200
5;4;30;8600
5;4;31;6100
5;4;31;3000
5;4;31;5800
5;4;31;4400
5;4;30;7000
5;4;30;5400
5;4;30;7500
5;4;31;4800
5;4;31;6300
5;4;31;3800
5;4;30;5600
5;4;31;5600
5;4;31;3300
5;4;30;5000
5;4;30;8200
5;4;31;4100
5;4;29;8000
5;4;31;4900
5;4;30;6100
5;4;30;9400
5;4;31;3600
5;4;31;6600
5;4;31;6700
5;4;31;6200
5;4;31;4200
5;4;30;7100
5;4;30;5500
5;4;31;2700
5;4;31;5700
5;4;30;6800
5;4;31;5300
5;4;29;9200
5;4;31;4000
5;4;30;6900
5;4;31;7600
5;4;31;4100
5;4;31;6600
5;4;31;4000
5;4;31;4000
5;4;31;4700
5;4;30;8600
5;4;31;4000
5;4;28;10000
5;4;31;2800
5;4;31;5000
5;4;30;5800
5;4;31;4900
5;4;31;5500
5;4;31;5800
5;4;31;5500
5;4;31;4500
5;4;28;10000
5;4;31;2800
5;4;30;6400
5;4;31;3700
5;4;30;7400
5;4;31;2200
5;4;31;2800
5;4;30;5800
5;4;31;4100
5;4;30;10900
5;4;30;10700
5;4;29;10100
5;4;31;7700
5;4;30;11100
5;4;30;8500
5;4;31;9800
5;4;30;8500
5;4;31;8700
5;4;31;4500
5;4;30;6700
5;4;31;4800
5;4;30;5600
5;4;30;8200
6;1;36;5200
6;1;35;11500
6;1;39;3700
6;1;38;3700
6;1;44;3200
6;1;40;3500
6;1;38;7300
6;1;37;4800
6;1;43;4600
6;1;37;3500
6;1;42;3000
6;1;42;3400
6;1;36;3400
6;1;40;4900
6;1;41;3900
6;1;39;4700
6;1;38;4800
6;1;41;4400
6;1;41;3300
6;1;40;3100
6;1;39;3100
6;1;35;3600
6;1;36;16400
6;1;36;4600
6;1;44;5500
6;1;40;3300
6;1;40;3600
6;1;39;3500
6;1;39;3600
6;1;38;3300
6;1;40;3600
6;1;45;5000
6;1;40;4700
6;1;39;4300
6;1;38;3200
6;1;40;3300
6;1;38;3200
6;1;39;3500
6;1;37;3200
6;1;38;3400
6;1;42;3900
6;1;37;5600
6;1;35;4900
6;1;42;5700
6;1;37;3800
6;1;41;3800
6;1;36;3200
6;1;38;3200
6;1;36;6000
6;1;38;4800
6;1;41;4800
6;1;41;3500
6;1;41;3400
6;1;41;3200
6;1;37;3200
6;1;40;3700
6;1;40;3200
6;1;39;4200
6;1;43;4300
6;1;36;6100
6;1;39;4800
6;1;38;3500
6;1;39;3600
6;1;39;3500
6;1;41;5100
6;1;42;6200
6;1;39;4600
6;1;40;3400
6;1;37;3700
6;1;39;3600
6;1;38;3300
6;1;40;3700
6;1;40;3600
6;1;39;3200
6;1;40;4500
6;1;37;4700
6;1;38;5100
6;1;40;3600
6;1;41;3500
6;1;40;3500
6;1;41;3600
6;1;41;5000
6;1;39;3400
6;1;37;4900
6;1;37;4400
6;1;37;3200
6;1;39;5000
6;1;36;3500
6;1;43;3300
6;1;38;3500
6;1;37;3400
6;1;37;4800
6;1;38;5600
6;1;38;5400
6;1;39;3100
6;1;37;4500
6;1;40;3300
6;1;40;3600
6;1;40;3100
6;1;40;5300
6;1;39;6300
6;1;40;5800
6;1;44;4600
6;1;48;3400
6;1;40;3700
6;1;37;3700
6;1;36;3600
6;1;37;4900
6;1;38;4500
6;1;37;6200
6;1;41;3300
6;1;37;3200
6;1;39;3300
6;1;38;3500
6;1;38;3400
6;1;40;3800
6;1;41;5200
6;1;39;5000
6;1;39;5200
6;1;38;3500
6;1;44;3600
6;1;43;3800
6;1;42;3200
6;1;41;3200
6;1;42;3200
6;1;40;5000
6;1;37;4800
6;1;41;3200
6;1;39;3200
6;1;38;3300
6;1;42;3800
6;1;41;3800
6;1;43;3400
6;1;38;5500
6;1;36;5200
6;1;38;5000
6;1;36;3500
6;1;40;3300
6;1;41;3200
6;1;40;4900
6;1;40;5900
6;1;42;7500
6;1;41;5000
6;1;35;10000
6;1;40;4700
6;1;39;5400
6;1;35;3700
6;1;38;4500
6;1;37;3700
6;1;40;8200
6;1;40;5300
6;1;37;4900
6;1;41;3400
6;1;37;3100
6;1;39;3300
6;1;44;3500
6;1;40;3200
6;1;41;3900
6;1;38;3600
6;1;40;4800
6;1;37;6700
6;1;44;5000
6;1;42;3300
6;1;40;3700
6;1;43;3100
6;1;37;3200
6;1;40;3600
6;1;39;3600
6;1;36;4300
6;1;37;5100
6;1;40;3600
6;1;39;3300
6;1;41;3700
6;1;42;3800
6;1;38;3800
6;1;39;3600
6;1;39;4500
6;1;39;5100
6;1;41;4700
6;1;43;3100
6;1;36;3600
6;1;36;3600
6;1;37;3700
6;1;44;3400
6;1;43;4100
6;1;38;6200
6;1;39;5500
6;1;45;4800
6;1;40;3600
6;1;39;3500
6;1;39;3800
6;1;37;3600
6;1;36;5100
6;1;39;4800
6;1;44;4800
6;1;38;3400
6;1;42;4500
6;1;37;3700
6;1;41;3500
6;1;40;3800
6;1;40;3400
6;1;45;6000
6;1;37;5200
6;1;40;4800
6;1;40;3700
6;1;43;3100
6;1;41;3500
6;1;41;3100
6;1;40;3400
6;1;43;3500
6;1;39;5200
6;1;45;4500
6;1;45;3100
6;1;41;3600
6;1;39;3500
6;1;43;3400
6;1;45;3300
6;1;40;3400
6;1;39;4900
6;1;42;4200
6;1;37;4300
6;1;38;3200
6;1;43;3300
6;1;42;3200
6;1;41;3600
6;1;41;3800
6;1;38;3300
6;1;41;3800
6;1;38;4900
6;1;39;5300
6;1;38;5400
6;1;40;4100
6;1;38;4100
6;1;37;3600
6;1;39;4800
6;1;42;4300
6;1;42;4400
6;1;37;4200
6;1;39;10700
6;1;40;4500
6;1;39;3700
6;1;41;4000
6;1;40;4100
6;1;41;3700
6;1;48;4800
6;1;34;5200
6;1;42;5200
6;1;40;3600
6;1;39;3600
6;1;42;3100
6;1;41;4300
6;1;39;3200
6;1;37;3300
6;1;40;6000
6;1;42;3400
6;1;43;3800
6;1;39;3200
6;1;38;3100
6;1;42;3100
6;1;38;3700
6;1;37;4000
6;1;40;4800
6;1;35;4900
6;1;35;3600
6;1;36;3400
6;1;43;4600
6;1;42;3300
6;1;40;3700
6;1;41;3700
6;1;33;3700
6;1;41;7300
6;1;43;5000
6;1;39;4600
6;1;37;11100
6;1;39;4100
6;1;37;4700
6;1;36;5600
6;1;41;5500
6;1;40;6000
6;1;38;3500
6;1;38;9600
6;1;37;3900
6;1;40;4300
6;1;41;3800
6;1;39;3500
6;1;40;4100
6;1;38;4600
6;1;39;5100
6;1;38;4900
6;1;39;3300
6;1;38;3400
6;1;42;3100
6;1;38;3700
6;1;37;3700
6;1;39;6500
6;1;41;4600
6;1;42;3600
6;1;43;3100
6;1;40;3300
6;1;41;3500
6;1;43;7300
6;1;40;3900
6;1;47;3900
6;1;39;6100
6;1;39;5400
6;1;40;4900
6;1;43;3500
6;1;41;3600
6;1;39;3500
6;1;39;3700
6;1;40;3900
6;1;39;3600
6;1;43;5800
6;1;39;5700
6;1;40;5300
6;1;39;4900
6;1;39;4200
6;1;38;4100
6;1;38;3900
6;1;43;4800
6;1;40;5300
6;1;39;5900
6;1;36;5300
6;1;41;5300
6;1;42;3500
6;1;42;3600
6;1;38;3200
6;1;43;3500
6;1;38;5100
6;1;42;5000
6;1;44;5300
6;1;41;3500
6;1;38;6400
6;1;38;5800
6;1;42;5800
6;1;42;5500
6;1;39;8600
6;1;35;7400
6;1;43;7000
6;1;42;6100
6;1;37;6100
6;1;42;6000
6;1;37;5700
6;1;37;5900
6;1;42;5600
6;1;41;8400
6;1;37;9200
6;1;39;7600
6;1;41;5600
6;1;39;5900
6;1;39;5300
6;1;39;5700
6;1;41;7400
6;1;42;6300
6;1;44;5800
6;1;37;9500
6;1;42;7400
6;1;35;6000
6;1;37;5800
6;1;36;5700
6;1;37;5500
6;1;40;11600
6;1;41;7300
6;1;37;8200
6;1;39;6700
6;1;42;6300
6;1;39;5200
6;1;42;5900
6;1;39;6000
6;1;38;7000
6;1;42;6200
6;1;39;8000
6;1;38;8400
6;1;40;6100
6;1;40;5600
6;1;39;6900
6;1;42;6600
6;1;41;6000
6;1;39;6600
6;1;38;7400
6;1;43;8000
6;1;36;5500
6;1;41;6700
6;1;39;7200
6;1;40;7000
6;1;41;9000
6;1;43;6900
6;1;46;6300
6;1;43;7300
6;1;39;7900
6;1;46;8100
6;1;44;6000
6;1;35;5600
6;1;36;6600
6;1;39;6300
6;1;44;5600
6;1;38;5900
6;1;36;9500
6;1;41;7300
6;1;38;5600
6;1;43;6900
6;1;38;5800
6;1;41;6400
6;1;42;6400
6;1;42;7800
6;1;39;8800
6;1;40;8900
6;1;41;5900
6;1;40;6500
6;1;40;6000
6;1;38;6900
6;1;43;6700
6;1;37;5900
6;1;42;7000
6;1;40;19200
6;1;37;8000
6;1;37;7600
6;1;40;6000
6;1;38;6300
6;1;41;5200
6;1;37;6200
6;1;41;7400
6;1;39;8900
6;1;38;9000
6;1;40;6000
6;1;38;5800
6;1;39;5600
6;1;39;6000
6;1;42;5800
6;1;39;6800
6;1;40;8600
6;1;37;7500
6;1;40;6900
6;1;39;6000
6;1;37;6100
6;1;38;6300
6;1;34;6600
6;1;41;6100
6;1;42;6000
6;1;42;5700
6;1;42;8700
6;1;39;4700
6;1;39;6700
6;1;41;6200
6;1;33;6700
6;1;40;7600
6;1;38;6400
6;1;38;5600
6;1;39;5200
6;1;45;3300
6;1;34;3400
6;1;38;3600
6;1;41;3800
6;1;41;3800
6;1;39;6300
6;1;40;7200
6;1;40;4500
6;1;41;7600
6;1;36;6300
6;1;39;5800
6;1;37;6000
6;1;37;6400
6;1;34;6500
6;1;43;5400
6;1;39;5400
6;1;40;5300
6;1;38;6200
6;1;39;7300
6;1;39;8400
6;1;40;8400
6;1;38;5600
6;1;38;6700
6;1;41;6700
6;1;40;6900
6;1;41;4400
6;1;45;3300
6;1;37;4400
6;1;37;4900
6;1;41;9800
6;1;40;7900
6;1;43;6400
6;1;36;11400
6;1;40;6900
6;1;43;8200
6;1;35;11800
6;1;39;7300
6;1;40;5100
6;1;36;9100
6;1;40;7700
6;1;31;7500
6;1;40;5800
6;1;40;5700
6;1;37;5200
6;1;41;5000
6;1;40;5400
6;1;40;5100
6;1;44;6200
6;1;43;7700
6;1;39;7700
6;1;40;6700
6;2;56;14400
6;2;54;17500
6;2;55;17700
6;2;56;12100
6;2;53;13200
6;2;52;15600
6;2;53;13300
6;2;55;130400
6;2;55;14000
6;2;55;15700
6;2;53;19700
6;2;55;11300
6;2;55;16100
6;2;55;14000
6;2;53;13200
6;2;52;13100
6;2;50;16300
6;2;52;16600
6;2;55;15900
6;2;51;12200
6;2;52;14900
6;2;52;14300
6;2;52;20100
6;2;53;20600
6;2;57;17000
6;2;55;19600
6;2;53;12300
6;2;54;17200
6;2;52;16800
6;2;53;15100
6;2;54;14400
6;2;53;14500
6;2;49;12700
6;2;54;11800
6;2;52;15500
6;2;50;16500
6;2;53;20500
6;2;57;16300
6;2;52;17000
6;2;55;14600
6;2;53;13000
6;2;53;18700
6;2;50;12600
6;2;55;11500
6;2;53;15200
6;2;54;30500
6;2;54;13500
6;2;55;76000
6;2;53;18000
6;2;52;20900
6;2;52;16500
6;2;54;16900
6;2;56;14700
6;2;55;13000
6;2;50;15800
6;2;51;10600
6;2;51;15400
6;2;53;15400
6;2;54;15200
6;2;52;17600
6;2;50;17400
6;2;51;21700
6;2;49;18600
6;2;53;16000
6;2;51;15900
6;2;51;24100
6;2;55;16000
6;2;54;14500
6;2;56;14900
6;2;52;16900
6;2;52;15900
6;2;51;18200
6;2;54;13100
6;2;50;12600
6;2;50;14700
6;2;50;14400
6;2;51;16800
6;2;54;13000
6;2;55;15200
6;2;56;13800
6;2;53;15400
6;2;54;15300
6;2;54;12400
6;2;56;17000
6;2;53;17300
6;2;56;13400
6;2;50;20100
6;2;49;16300
6;2;53;12400
6;2;51;14900
6;2;52;23600
6;2;57;12900
6;2;52;18700
6;2;51;18800
6;2;50;14800
6;2;53;17000
6;2;50;19800
6;2;53;14900
6;2;54;13200
6;2;55;10700
6;2;51;17100
6;2;51;16600
6;2;53;17400
6;2;54;13900
6;2;52;16400
6;2;54;15000
6;2;57;14700
6;2;54;13400
6;2;55;18500
6;2;52;16100
6;2;53;14200
6;2;53;16400
6;2;50;16900
6;2;53;13800
6;2;53;15000
6;2;56;11500
6;2;53;11500
6;2;52;14600
6;2;56;14400
6;2;48;15900
6;2;49;19800
6;2;51;14400
6;2;57;13000
6;2;51;17900
6;2;53;12300
6;2;54;13500
6;2;55;13500
6;2;55;14800
6;2;56;11900
6;2;55;16500
6;2;51;23400
6;2;51;15600
6;2;52;15800
6;2;52;16600
6;2;51;15800
6;2;55;15400
6;2;53;15100
6;2;53;13800
6;2;51;16200
6;2;52;14700
6;2;54;13200
6;2;54;10300
6;2;54;13900
6;2;53;14500
6;2;52;18000
6;2;55;17500
6;2;52;14200
6;2;52;20400
6;2;52;15400
6;2;56;15000
6;2;55;17300
6;2;56;14700
6;2;56;15700
6;2;50;16300
6;2;50;14300
6;2;53;15900
6;2;49;16500
6;2;52;13900
6;2;56;15400
6;2;52;14800
6;2;54;13800
6;2;50;16900
6;2;55;13800
6;2;55;17600
6;2;55;13100
6;2;53;14900
6;2;54;19300
6;2;54;14100
6;2;51;15400
6;2;54;10800
6;2;54;14600
6;2;52;14900
6;2;52;13900
6;2;53;15200
6;2;55;13900
6;2;57;10800
6;2;51;12900
6;2;51;16800
6;2;53;12700
6;2;55;14900
6;2;56;11300
6;2;55;19100
6;2;53;13500
6;2;51;16000
6;2;54;12000
6;2;52;14500
6;2;53;13100
6;2;54;14700
6;2;53;15400
6;2;50;18200
6;2;56;14600
6;2;53;13700
6;2;53;14100
6;2;54;21900
6;2;53;11200
6;2;56;13500
6;2;51;14400
6;2;54;12700
6;2;54;13400
6;2;54;16500
6;2;56;17600
6;2;55;13600
6;2;54;19100
6;2;55;15800
6;2;55;15700
6;2;50;13800
6;2;56;13300
6;2;55;9700
6;2;53;15600
6;2;55;13800
6;2;53;15300
6;2;58;11600
6;2;54;16300
6;2;55;15400
6;2;53;14200
6;2;52;13000
6;2;50;13900
6;2;51;16400
6;2;51;13900
6;2;55;12000
6;2;52;14500
6;2;54;18600
6;2;52;14900
6;2;52;13000
6;2;56;14600
6;2;53;18500
6;2;50;14500
6;2;55;14100
6;2;52;12700
6;2;53;14900
6;2;47;18100
6;2;53;25000
6;2;53;12600
6;2;55;11600
6;2;50;14400
6;2;53;18800
6;2;55;16000
6;2;54;14900
6;2;52;13200
6;2;55;13100
6;2;54;12100
6;2;53;17600
6;2;50;22400
6;2;52;13100
6;2;52;12300
6;2;52;14000
6;2;54;22000
6;2;52;20300
6;2;58;14300
6;2;56;15000
6;2;49;15600
6;2;55;15300
6;2;53;25600
6;2;54;9900
6;2;58;8600
6;2;55;8900
6;2;52;9700
6;2;52;9300
6;2;54;10700
6;2;54;10600
6;2;53;11100
6;2;54;11300
6;2;53;12400
6;2;50;10900
6;2;48;12000
6;2;53;9200
6;2;54;8400
6;2;52;10300
6;2;55;8700
6;2;54;9800
6;2;52;11400
6;2;52;12400
6;2;56;10400
6;2;57;10000
6;2;54;9200
6;2;52;7500
6;2;53;8400
6;2;54;8400
6;2;57;7600
6;2;54;8500
6;2;55;7900
6;2;55;8800
6;2;54;9300
6;2;51;12200
6;2;55;9900
6;2;51;10600
6;2;55;8900
6;2;55;8800
6;2;55;7600
6;2;55;16700
6;2;53;9000
6;2;51;10000
6;2;55;7800
6;2;52;10000
6;2;54;8600
6;2;53;10800
6;2;48;13200
6;2;54;10100
6;2;54;8600
6;2;51;9100
6;2;48;9200
6;2;50;9200
6;2;56;7700
6;2;54;9000
6;2;56;9600
6;2;52;9500
6;2;51;8200
6;2;51;12200
6;2;53;8700
6;2;52;10400
6;2;50;8900
6;2;55;10300
6;2;52;9500
6;2;52;11200
6;2;51;9300
6;2;51;9500
6;2;52;8800
6;2;51;13900
6;2;52;8800
6;2;54;12500
6;2;55;13600
6;2;54;9600
6;2;56;10700
6;2;53;10900
6;2;54;10500
6;2;53;8900
6;2;54;9600
6;2;52;10300
6;2;55;7900
6;2;53;10500
6;2;56;9600
6;2;52;8000
6;2;53;12900
6;2;51;8000
6;2;55;8100
6;2;53;7700
6;2;55;12600
6;2;53;9400
6;2;55;8600
6;2;53;11400
6;2;54;9400
6;2;53;9000
6;2;53;7600
6;2;54;7800
6;2;51;9700
6;2;52;9400
6;2;54;7800
6;2;49;10200
6;2;53;8700
6;2;50;7500
6;2;54;9800
6;2;54;11100
6;2;55;9400
6;2;51;11000
6;2;52;9700
6;2;53;7700
6;2;51;25000
6;2;55;12100
6;2;55;9500
6;2;55;10500
6;2;55;15300
6;2;54;14000
6;2;52;23500
6;2;52;8700
6;2;50;16200
6;2;51;14100
6;2;56;15100
6;2;53;13200
6;2;55;16900
6;2;53;18300
6;2;55;17700
6;2;58;13300
6;2;54;14300
6;2;52;15100
6;2;50;13200
6;2;53;32400
6;2;54;17800
6;2;54;14500
6;2;55;13200
6;2;52;16300
6;2;53;13300
6;2;54;12700
6;2;54;19900
6;2;49;14900
6;2;53;15400
6;2;53;12200
6;2;55;11900
6;2;53;14400
6;2;52;12300
6;2;52;15100
6;2;52;17400
6;2;54;14500
6;2;48;12700
6;2;53;14300
6;2;54;13800
6;2;50;15900
6;2;53;14300
6;2;48;18900
6;2;56;16000
6;2;55;14400
6;2;55;12000
6;2;53;12500
6;2;55;14000
6;2;52;13200
6;2;54;13500
6;2;51;15900
6;2;51;15300
6;2;52;15300
6;2;50;14300
6;2;57;19800
6;2;55;20400
6;2;57;14800
6;2;52;18400
6;2;53;26300
6;2;51;15100
6;2;52;16800
6;2;55;14600
6;2;56;12800
6;2;51;22300
6;2;55;16200
6;2;53;14400
6;2;50;21700
6;2;51;19800
6;2;53;15000
6;2;57;16100
6;2;54;29000
6;2;55;15700
6;2;53;15400
6;2;54;14900
6;2;54;15100
6;2;52;18600
6;2;51;22000
6;2;52;10700
6;2;54;11900
6;2;54;13200
6;2;50;15600
6;2;50;12300
6;2;58;6600
6;2;53;8300
6;2;56;13200
6;2;52;13200
6;2;51;12400
6;2;52;13500
6;2;55;11300
6;2;53;12300
6;2;53;12900
6;2;56;8800
6;2;52;10500
6;2;54;7900
6;2;50;13000
6;2;49;12400
6;2;56;9900
6;2;51;11300
6;2;50;11800
6;2;55;12800
6;2;50;11300
6;2;53;12400
6;2;54;9200
6;2;55;10500
6;2;54;10500
6;2;55;7200
6;2;54;13000
6;2;54;10000
6;2;52;8700
6;2;56;19000
6;2;54;13700
6;2;52;12000
6;2;54;12800
6;2;52;14900
6;2;52;13400
6;2;51;14500
6;2;56;10200
6;2;53;11900
6;2;53;12400
6;2;53;11100
6;2;54;11900
6;2;53;11700
6;2;50;14200
6;2;54;16600
6;2;53;10800
6;2;50;12300
6;2;53;12200
6;2;53;13000
6;2;48;10700
6;2;51;11900
6;2;57;11900
6;2;51;8200
6;2;55;13800
6;2;51;11700
6;2;54;9100
6;2;56;10400
6;2;53;11200
6;2;53;10000
6;2;53;11700
6;2;54;11800
6;2;53;11800
6;2;54;11400
6;2;54;7700
6;2;53;12200
6;2;50;16000
6;3;62;20100
6;3;61;24100
6;3;58;25200
6;3;60;30100
6;3;60;21900
6;3;60;17300
6;3;62;19400
6;3;59;23800
6;3;60;25400
6;3;59;25500
6;3;60;37800
6;3;60;25900
6;3;60;28400
6;3;60;23700
6;3;60;29100
