k;i;maxMatch;time
8;2;213;61000
8;2;211;45700
8;2;212;51300
8;2;213;47700
8;2;215;62000
8;2;211;49300
8;2;214;62000
8;2;214;52500
8;2;214;46400
8;2;213;53900
8;2;206;61100
8;2;215;53200
8;2;205;57600
8;2;212;56000
8;2;214;47700
8;2;209;47800
8;2;218;52500
8;2;215;68300
8;2;222;41600
8;2;215;52200
8;2;214;57300
8;2;211;56900
8;2;212;47300
8;2;213;48100
8;2;213;54800
8;2;208;57400
8;2;220;47300
8;2;213;63300
8;2;214;52000
8;2;206;50100
8;2;211;44500
8;2;212;48800
8;2;213;53900
8;2;213;50500
8;2;214;61200
8;2;208;53300
8;2;215;51200
8;2;211;49400
8;2;220;50500
8;2;220;43800
8;2;218;52300
8;2;218;48100
8;2;214;51900
8;2;221;55100
8;2;221;44100
8;2;215;58000
8;2;215;39900
8;2;207;60700
8;2;217;47400
8;2;210;50100
8;2;214;56100
8;2;214;56600
8;2;208;60800
8;2;218;47400
8;2;212;43900
8;2;211;74800
8;2;215;52100
8;2;214;46300
8;2;212;48300
8;2;214;61800
8;2;205;59900
8;2;224;49800
8;2;213;58400
8;2;215;53700
8;2;216;46700
8;2;218;54100
8;2;217;47900
8;2;217;49700
8;2;214;51900
8;2;216;54700
8;2;220;44100
8;2;211;49400
8;2;219;50100
8;2;204;57400
8;2;214;54300
8;2;202;70800
8;2;209;55800
8;2;217;66900
8;2;210;47700
8;2;213;54700
8;2;208;62100
8;2;203;55100
8;2;213;60900
8;2;217;96000
8;2;214;51900
8;2;216;58800
8;2;212;52200
8;2;217;52800
8;2;220;45700
8;2;209;54800
8;2;218;52700
8;2;213;49400
8;2;218;42000
8;2;214;53400
8;2;212;66500
8;2;215;47100
8;2;210;55100
8;2;212;49200
8;2;212;45200
8;2;219;60900
8;2;217;47900
8;2;216;50600
8;2;215;55400
8;2;213;59700
8;2;208;55200
8;2;213;54700
8;2;211;61700
8;2;208;58700
8;2;208;59100
8;2;215;53400
8;2;212;58500
8;2;220;46800
8;2;215;72800
8;2;211;52800
8;2;212;66500
8;2;213;58800
8;2;212;44100
8;2;219;45300
8;2;216;48800
8;2;219;62500
8;2;205;59300
8;2;217;45300
8;2;210;58000
8;2;213;63600
8;2;205;60200
8;2;221;55500
8;2;218;49600
8;2;211;58100
8;2;215;50000
8;2;215;47500
8;2;217;51400
8;2;210;55300
8;2;209;61400
8;2;214;57600
8;2;212;47600
8;2;209;61600
8;2;213;45600
8;2;205;62000
8;2;214;50900
8;2;217;58100
8;2;216;55600
8;2;210;61800
8;2;212;46500
8;2;214;45500
8;2;209;46700
8;2;204;64400
8;2;209;49800
8;2;213;49700
8;2;215;52200
8;2;214;46700
8;2;215;59000
8;2;214;52400
8;2;213;48800
8;2;207;60500
8;2;214;61100
8;2;219;50700
8;2;207;45800
8;2;215;52400
8;2;221;41800
8;2;209;56500
8;2;208;50300
8;2;218;50300
8;2;216;52800
8;2;211;50700
8;2;220;41200
8;2;216;49400
8;2;210;51600
8;2;208;53600
8;2;218;45300
8;2;212;44400
8;2;213;57200
8;2;212;57600
8;2;215;42900
8;2;219;57600
8;2;211;46600
8;2;214;44100
8;2;205;53300
8;2;215;52100
8;2;219;48100
8;2;209;54600
8;2;211;53600
8;2;223;43500
8;2;217;58800
8;2;213;52700
8;2;216;45600
8;2;214;83100
8;2;219;45200
8;2;211;56100
8;2;213;50900
8;2;208;52800
8;2;213;53300
8;2;209;51600
8;2;212;53600
8;2;214;49800
8;2;212;53600
8;2;211;50000
8;2;218;45400
8;2;211;61600
8;2;217;42200
8;2;223;78400
8;2;217;75100
8;2;214;75300
8;2;221;76600
8;2;217;64900
8;2;222;92700
8;2;207;57100
8;2;215;48600
8;2;215;52100
8;2;218;52700
8;2;208;52700
8;2;218;55900
8;2;209;50400
8;2;225;49000
8;2;212;59400
8;2;207;57000
8;2;212;50200
8;2;214;55600
8;2;207;61600
8;2;214;56100
8;2;223;51900
8;2;216;65000
8;2;210;51300
8;2;213;56800
8;2;221;46700
8;2;204;46900
8;2;213;54300
8;2;221;54200
8;2;209;56300
8;2;215;45400
8;2;217;48700
8;2;214;48900
8;2;212;57500
8;2;216;45000
8;2;211;50000
8;2;212;50200
8;2;219;49500
8;2;215;43700
8;2;213;49100
8;2;212;50700
8;2;214;50400
8;2;213;59500
8;2;219;45200
8;2;215;45900
8;2;216;52200
8;2;215;49200
8;2;209;52000
8;2;215;44000
8;2;209;57100
8;2;206;49100
8;2;220;48200
8;2;214;45600
8;2;212;50600
8;2;212;49400
8;2;212;73200
8;2;208;65400
8;2;209;55200
8;2;220;48800
8;2;226;47500
8;2;215;55200
8;2;221;51800
8;2;222;48600
8;2;219;51200
8;2;215;51000
8;2;209;52900
8;2;211;47000
8;2;213;76500
8;2;218;51000
8;2;218;46700
8;2;207;50100
8;2;207;62600
8;2;210;73100
8;2;215;70000
8;2;210;48200
8;2;221;46200
8;2;211;48400
8;2;213;48300
8;2;220;53700
8;2;214;48100
8;2;214;48300
8;2;217;50000
8;2;218;52400
8;2;208;59200
8;2;209;50400
8;2;210;53400
8;2;218;41400
8;2;212;46100
8;2;212;56000
8;2;222;72300
8;2;213;50600
8;2;206;62300
8;2;213;56100
8;2;215;45500
8;2;217;54100
8;2;215;51500
8;2;217;48200
8;2;216;56500
8;2;216;51400
8;2;220;50200
8;2;216;59500
8;2;215;50500
8;2;213;57900
8;2;213;56300
8;2;211;55900
8;2;211;53800
8;2;214;46900
8;2;220;46800
8;2;208;53400
8;2;216;53500
8;2;215;54500
8;2;211;59300
8;2;215;52100
8;2;213;57200
8;2;219;54000
8;2;215;47400
8;2;218;62300
8;2;218;59900
8;2;218;45900
8;2;209;56900
8;2;215;61100
8;2;217;46200
8;2;220;50100
8;2;214;55300
8;2;220;45500
8;2;209;52000
8;2;219;48600
8;2;215;58300
8;2;207;58700
8;2;210;67400
8;2;213;48000
8;2;213;44600
8;2;216;51900
8;2;214;49300
8;2;214;52900
8;2;219;49800
8;2;215;50700
8;2;209;46200
8;2;216;53000
8;2;217;46400
8;2;220;45300
8;2;213;47500
8;2;214;45100
8;2;217;45300
8;2;205;60500
8;2;213;47200
8;2;215;48000
8;2;208;51900
8;2;213;50100
8;2;221;54500
8;2;220;46700
8;2;213;45500
8;2;210;59000
8;2;220;51900
8;2;209;54300
8;2;215;48600
8;2;215;51600
8;2;209;54900
8;2;212;57500
8;2;216;51800
8;2;214;53800
8;2;209;54900
8;2;215;49200
8;2;223;57000
8;2;212;67700
8;2;217;50600
8;2;209;60400
8;2;216;44000
8;2;215;46000
8;2;213;42700
8;2;221;49200
8;2;215;43500
8;3;232;307200
8;3;240;251000
8;3;241;230300
8;3;240;211800
8;3;250;142000
8;3;236;249800
8;3;240;251200
8;3;239;251000
8;3;239;230700
8;3;243;212100
8;3;238;223900
8;3;242;206200
8;3;237;229600
8;3;237;217800
8;3;246;179200
8;3;241;200300
8;3;238;238300
8;3;238;232300
8;3;242;221300
8;3;240;265900
8;3;236;278100
8;3;243;236400
8;3;237;240700
8;3;240;190900
8;3;241;214400
8;3;238;267000
8;3;240;241100
8;3;241;238800
8;3;236;238200
8;3;238;277200
8;3;241;212200
8;3;237;267100
8;3;239;208900
8;3;243;253300
8;3;237;250600
8;3;238;224600
8;3;241;239100
8;3;237;278800
8;3;239;242800
8;3;243;206100
8;3;237;262800
8;3;247;184200
8;3;243;225200
8;3;241;230700
8;3;237;261900
8;3;236;250200
8;3;238;221200
8;3;239;251200
8;3;243;231300
8;3;247;164200
8;3;241;216200
8;3;239;246000
8;3;243;222100
8;3;237;232200
8;3;240;228400
8;3;236;267100
8;3;242;212200
8;3;239;211600
8;3;242;226200
8;3;241;219600
8;3;242;239100
8;3;236;272500
8;3;238;252700
8;3;243;196500
8;3;240;248700
8;3;243;246700
8;3;244;191700
8;3;240;225000
8;3;233;264700
8;3;238;247500
8;3;241;220600
8;3;239;275400
8;3;243;206300
8;3;236;245200
8;3;244;212800
8;3;240;237700
8;3;237;222700
8;3;235;258400
8;3;236;234700
8;3;241;263700
8;3;241;210700
8;3;241;184800
8;3;236;253400
8;3;247;167400
8;3;238;264200
8;3;241;222800
8;3;241;196000
8;3;239;252100
8;3;240;266300
8;3;238;222500
8;3;237;229000
8;3;234;284300
8;3;241;204000
8;3;238;264800
8;3;237;235800
8;3;237;299500
8;3;239;250400
8;3;237;222700
8;3;239;208300
8;3;233;251800
8;3;243;212600
8;3;241;232400
8;3;241;233800
8;3;244;188400
8;3;244;218500
8;3;241;196300
8;3;237;266600
8;3;236;259200
8;3;242;198700
8;3;238;233200
8;3;243;193500
8;3;241;200200
8;3;243;220400
8;3;242;223800
8;3;235;269100
8;3;242;204400
8;3;243;184500
8;3;234;283400
8;3;239;228500
8;3;238;255300
8;3;241;221300
8;3;236;202700
8;3;238;208800
8;3;241;206300
8;3;237;231200
8;3;241;217100
8;3;234;282000
8;3;240;250000
8;3;235;267400
8;3;240;233800
8;3;241;254100
8;3;241;215300
8;3;235;268900
8;3;239;250000
8;3;238;247500
8;3;242;257700
8;3;243;212500
8;3;237;248800
8;3;237;230300
8;3;241;187100
8;3;240;251600
8;3;243;244100
8;3;241;229700
8;3;236;234900
8;3;236;262800
8;3;241;215300
8;3;240;204800
8;3;245;188000
8;3;240;217700
8;3;237;232400
8;3;240;216600
8;3;240;268900
8;3;242;238900
8;3;239;208200
8;3;240;216100
8;3;237;243800
8;3;240;240000
8;3;240;234600
8;3;236;247500
8;3;240;239700
8;3;243;214300
8;3;236;242700
8;3;242;196100
8;3;236;214800
8;3;246;226400
8;3;240;197400
8;3;233;309100
8;3;242;224800
8;3;235;232900
8;3;235;260500
8;3;238;237400
8;3;242;212800
8;3;238;239800
8;3;239;232300
8;3;237;221800
8;3;241;242600
8;3;242;227300
8;3;236;263800
8;3;235;285900
8;3;245;175000
8;3;246;185200
8;3;239;245900
8;3;240;235700
8;3;234;269400
8;3;241;229600
8;3;236;258300
8;3;237;258500
8;3;241;183600
8;3;241;241600
8;3;239;246300
8;3;243;222600
8;3;240;212900
8;3;246;183600
8;3;237;263100
8;3;243;207800
8;3;236;283700
8;3;238;230600
8;3;239;262300
8;3;233;266900
8;3;237;239600
8;3;240;229300
8;3;240;225800
8;3;237;251700
8;3;240;206700
8;3;240;236500
8;3;243;206600
8;3;245;184400
8;3;239;231500
8;3;237;258400
8;3;235;287700
8;3;240;244600
8;3;233;284800
8;3;240;269600
8;3;240;249400
8;3;234;262400
8;3;245;195100
8;3;241;226100
8;3;240;220700
8;3;243;188800
8;3;240;265700
8;3;239;206300
8;3;237;270700
8;3;240;234700
8;3;241;215100
8;3;241;272600
8;3;241;221500
8;3;243;241100
8;3;246;151400
8;3;241;253700
8;3;235;268900
8;3;240;222500
8;3;242;208200
8;3;237;210800
8;3;234;256100
8;3;246;208900
8;3;242;216700
8;3;246;220800
8;3;240;285700
8;3;241;214500
8;3;237;258300
8;3;240;234900
8;3;234;248900
8;3;238;258600
8;3;234;252100
8;3;233;271500
8;3;236;233400
8;3;240;203600
8;3;242;228800
8;3;246;178800
8;3;244;204700
8;3;236;254700
8;3;245;177900
8;3;235;256600
8;3;241;202500
8;3;240;216400
8;3;244;229100
8;3;237;254500
8;3;241;229800
8;3;240;241600
8;3;245;184400
8;3;243;172100
8;3;232;237400
8;3;247;154000
8;3;245;194800
8;3;241;208900
8;3;242;212900
8;3;237;250000
8;3;239;215300
8;3;238;264600
8;3;240;219900
8;3;229;296700
8;3;241;211600
8;3;237;266700
8;3;236;255100
8;3;240;211700
8;3;244;187800
8;3;243;218200
8;3;241;243100
8;3;236;281200
8;3;235;238700
8;3;239;257100
8;3;241;205000
8;3;237;250200
8;3;237;234600
8;3;243;221000
8;3;239;234200
8;3;238;204100
8;3;244;198600
8;3;239;243000
8;3;236;229400
8;3;240;228700
8;3;243;241800
8;3;239;241400
8;3;243;210100
8;3;241;241500
8;3;242;217100
8;3;233;266900
8;3;246;160800
8;3;240;207300
8;3;239;203200
8;3;243;200900
8;3;243;210600
8;3;243;201800
8;3;245;177900
8;3;237;235900
8;3;241;235400
8;3;238;208700
8;3;240;186200
8;3;240;228400
8;3;239;222000
8;3;240;211200
8;3;240;196600
8;3;241;189600
8;3;247;151400
8;3;236;232800
8;3;240;236000
8;3;235;260100
8;3;238;249500
8;3;236;211700
8;3;237;256500
8;3;243;191800
8;3;238;230700
8;3;241;211900
8;3;238;244900
8;3;243;186600
8;3;241;191600
8;3;245;170500
8;3;236;254400
8;3;239;221000
8;3;240;214600
8;3;243;200500
8;3;238;205300
8;3;243;202600
8;3;242;193300
8;3;243;178400
8;3;238;231400
8;3;240;213000
8;3;243;205400
8;3;238;251700
8;3;241;216700
8;3;235;283700
8;3;244;197200
8;3;242;206200
8;3;245;192000
8;3;238;237800
8;3;236;236300
8;3;238;258700
8;3;236;237700
8;3;245;204300
8;3;244;164000
8;3;238;233200
8;3;239;206300
8;3;237;211200
8;3;235;220800
8;3;243;200300
8;3;241;260800
8;3;239;255100
8;3;236;243400
8;3;235;284500
8;3;238;253900
8;3;241;204300
8;3;242;218600
8;3;234;243000
8;3;236;222000
8;3;245;192200
8;3;241;211000
8;3;239;214800
8;3;239;201000
8;3;239;220400
8;3;240;230200
8;3;242;182200
8;3;237;251200
8;3;238;257800
8;3;238;232000
8;3;242;227500
8;3;238;231400
8;3;242;185700
8;3;243;224200
8;3;233;265800
8;3;239;228100
8;3;237;245700
8;3;241;203500
8;3;241;221200
8;3;238;245200
8;3;244;192300
8;3;239;195500
8;3;238;269800
8;3;240;221900
8;3;245;217600
8;3;241;259600
8;3;241;220800
8;3;238;233700
8;3;239;223600
8;3;237;245200
8;3;238;256300
8;3;237;255800
8;3;247;156600
8;3;240;222700
8;3;239;239300
8;3;242;208500
8;3;239;252700
8;3;240;230400
8;3;240;221600
8;3;248;155200
8;3;241;200400
8;3;238;297500
8;3;242;245400
8;3;238;312000
8;3;247;216000
8;3;241;269200
8;3;237;334700
8;3;247;229100
8;3;241;282700
8;3;241;261700
8;3;244;292400
8;3;237;354800
8;3;238;328800
8;3;241;261500
8;3;240;343300
8;3;246;289100
8;3;237;348900
8;3;242;206900
8;3;237;215500
8;3;238;214200
8;3;245;193700
8;3;239;246200
8;3;234;253800
8;3;244;219900
8;3;245;201100
8;3;241;206500
8;3;234;253200
8;3;242;213000
8;3;243;207000
8;3;239;235700
8;3;238;227000
8;3;241;242500
8;3;231;265600
8;3;239;197800
8;3;242;193500
8;3;232;273200
8;3;237;229100
8;3;236;223300
8;3;244;171300
8;3;239;246200
8;3;240;227100
8;3;244;185500
8;3;244;190200
8;3;237;303100
8;3;239;244700
8;3;237;241300
8;3;243;205200
8;3;237;237500
8;3;240;226100
8;3;242;222800
8;3;238;266100
8;3;241;191600
8;3;240;193500
8;3;239;237000
8;3;243;202200
8;3;242;221000
8;3;234;239400
8;3;236;277300
8;3;237;221600
8;3;236;245200
8;3;246;192600
8;3;232;229400
8;3;240;211500
8;3;240;225800
8;3;243;239800
8;3;239;239700
8;3;239;229300
8;3;245;178400
8;3;235;230500
8;3;244;203400
8;3;240;245200
8;3;240;195800
8;3;240;231100
8;3;240;236300
8;3;244;162700
8;3;245;251000
8;3;242;210600
8;3;242;205400
8;3;238;249900
8;3;235;276600
8;3;239;213400
8;3;234;226800
8;3;239;239100
8;3;239;232400
8;3;241;219300
8;3;239;257100
8;3;245;189500
8;3;240;190900
8;3;239;220500
8;3;241;231900
8;3;236;264900
8;3;236;243300
8;3;241;215600
8;3;241;224500
8;3;248;148700
8;3;240;248500
8;4;252;205700
8;4;252;215600
8;4;250;192500
8;4;253;203900
8;4;249;232500
8;4;249;204400
8;4;251;192200
8;4;250;193100
8;4;249;221600
8;4;252;188100
8;4;247;257000
8;4;249;222100
8;4;249;223600
8;4;251;198800
8;4;251;206700
8;4;250;220100
8;4;253;203000
8;4;250;274200
8;4;253;165400
8;4;245;281300
8;4;249;217400
8;4;251;286700
8;4;247;245700
8;4;251;184800
8;4;248;243300
8;4;244;277700
8;4;248;262500
8;4;245;430700
8;4;250;214000
8;4;245;261800
8;4;251;201900
8;4;251;220400
8;4;252;186200
8;4;248;244200
8;4;251;199800
8;4;251;184500
8;4;251;207900
8;4;254;173200
8;4;248;230200
8;4;250;223900
8;4;251;255000
8;4;248;248100
8;4;249;229300
8;4;252;173700
8;4;248;238000
8;4;252;205000
8;4;250;197300
8;4;252;223500
8;4;251;178300
8;4;251;210800
8;4;252;174400
8;4;250;226100
8;4;248;232600
8;4;248;246700
8;4;253;166100
8;4;250;260000
8;4;251;206200
8;4;250;178800
8;4;249;223100
8;4;251;218300
8;4;252;200600
8;4;246;271000
8;4;252;188900
8;4;250;224700
8;4;251;181700
8;4;252;194900
8;4;251;190300
8;4;245;256400
8;4;249;196000
8;4;252;196800
8;4;253;178600
8;4;254;206600
8;4;251;215000
8;4;250;223400
8;4;250;211400
8;4;251;217900
8;4;244;274300
8;4;252;207700
8;4;248;274000
8;4;252;212800
8;4;250;221800
8;4;252;270900
8;4;248;232000
8;4;249;255900
8;4;254;184400
8;4;253;177800
8;4;253;157800
8;4;252;166700
8;4;242;298700
8;4;250;209300
8;4;248;250900
8;4;250;197800
8;4;250;211000
8;4;248;216400
8;4;249;244000
8;4;247;257400
8;4;249;217800
8;4;251;241100
8;4;249;254800
8;4;252;197200
8;4;254;166100
8;4;250;218300
8;4;253;184500
8;4;244;310100
8;4;252;175000
8;4;249;223700
8;4;250;190000
8;4;249;208500
8;4;248;265700
8;4;247;259800
8;4;249;249100
8;4;250;197300
8;4;249;225600
8;4;252;200500
8;4;247;239100
8;4;250;215900
8;4;249;194400
8;4;252;199700
8;4;251;202700
8;4;248;209200
8;4;252;172400
8;4;248;213000
8;4;251;226000
8;4;253;256400
8;4;251;213500
8;4;248;242000
8;4;251;191500
8;4;250;221100
8;4;250;210500
8;4;248;209400
8;4;249;235000
8;4;253;175000
8;4;252;176800
8;4;248;235800
8;4;246;261200
8;4;251;177900
8;4;250;281100
8;4;250;249500
8;4;248;231300
8;4;247;237900
8;4;253;162200
8;4;253;181000
8;4;250;217900
8;4;248;246900
8;4;253;174400
8;4;249;244100
8;4;251;172000
8;4;251;213400
8;4;249;214900
8;4;248;229600
8;4;249;218900
8;4;248;278300
8;4;249;249100
8;4;252;186400
8;4;244;272500
8;4;249;232400
8;4;254;158600
8;4;252;210200
8;4;250;202400
8;4;248;248400
8;4;253;164100
8;4;250;206700
8;4;251;205600
8;4;251;175900
8;4;251;225300
8;4;250;216000
8;4;250;185500
8;4;250;204800
8;4;247;282200
8;4;251;223800
8;4;253;167100
8;4;251;231500
8;4;247;248500
8;4;249;250900
8;4;249;209900
8;4;249;234400
8;4;248;217500
8;4;253;199500
8;4;252;162900
8;4;250;233100
8;4;250;213900
8;4;251;208700
8;4;248;214400
8;4;250;271100
8;4;245;259500
8;4;254;176800
8;4;248;242500
8;4;248;220900
8;4;253;174600
8;4;248;245900
8;4;248;264100
8;4;249;210600
8;4;251;224400
8;4;249;236700
8;4;248;215300
8;4;252;186900
8;4;248;224900
8;4;246;269400
8;4;249;216200
8;4;253;151500
8;4;249;209800
8;4;249;253700
8;4;252;222500
8;4;250;202200
8;4;252;197100
8;4;248;222700
8;4;249;202100
8;4;248;230900
8;4;248;286300
8;4;250;180100
8;4;253;208100
8;4;248;215700
8;4;248;255100
8;4;249;214600
8;4;248;234500
8;4;251;192200
8;4;251;218700
8;4;253;188400
8;4;252;232800
8;4;250;222300
8;4;250;208900
8;4;254;174800
8;4;251;196000
8;4;245;275200
8;4;249;216600
8;4;251;236600
8;4;250;199800
8;4;248;233700
8;4;252;197500
8;4;251;184900
8;4;253;158100
8;4;249;242900
8;4;250;199100
8;4;247;273900
8;4;250;219000
8;4;248;256100
8;4;247;232400
8;4;252;211600
8;4;252;219800
8;4;248;233700
8;4;251;204900
8;4;245;278900
8;4;249;258500
8;4;251;176400
8;4;245;277200
8;4;247;224700
8;4;251;216500
8;4;246;293900
8;4;250;219300
8;4;251;218700
8;4;252;214400
8;4;251;208100
8;4;248;249900
8;4;250;215800
8;4;247;244000
8;4;252;207600
8;4;250;207900
8;4;250;237800
8;4;250;220400
8;4;251;211100
8;4;251;217700
8;4;249;197200
8;4;250;225100
8;4;251;216100
8;4;252;170800
8;4;252;215400
8;4;248;236500
8;4;248;194900
8;4;249;214000
8;4;245;273300
8;4;251;237100
8;4;253;173700
8;4;249;224500
8;4;251;172000
8;4;250;228300
8;4;251;212600
8;4;246;271600
8;4;251;225400
8;4;248;236400
8;4;247;211200
8;4;247;225900
8;4;250;204700
8;4;247;235700
8;4;250;230500
8;4;247;240900
8;4;253;177000
8;4;252;159200
8;4;247;247500
8;4;251;215500
8;4;247;241000
8;4;249;220700
8;4;251;186400
8;4;248;228300
8;4;248;213600
8;4;250;223400
8;4;252;210000
8;4;253;185200
8;4;245;264100
8;4;251;180300
8;4;248;227300
8;4;248;229800
8;4;252;188700
8;4;247;223300
8;4;247;232300
8;4;250;193100
8;4;253;175500
8;4;248;255300
8;4;253;183600
8;4;251;198300
8;4;246;250000
8;4;246;254500
8;4;251;205800
8;4;251;216200
8;4;249;225300
8;4;250;202300
8;4;254;160700
8;4;249;217000
8;4;251;230600
8;4;251;200800
8;4;249;240900
8;4;251;203900
8;4;251;189300
8;4;252;197700
8;4;251;166700
8;4;249;230700
8;4;250;220000
8;4;253;152300
8;4;248;258800
8;4;250;191100
8;4;251;228900
8;4;247;241600
8;4;248;261000
8;4;246;283100
8;4;251;176900
8;4;253;156500
8;4;251;194200
8;4;249;214400
8;4;247;223300
8;4;246;260900
8;4;251;220000
8;4;250;191700
8;4;251;216400
8;4;250;170900
8;4;247;259500
8;4;247;258200
8;4;248;270400
8;4;251;192500
8;4;250;220700
8;4;248;240100
8;4;249;202200
8;4;250;196100
8;4;251;192000
8;4;253;174600
8;4;245;282100
8;4;250;219800
8;4;247;230900
8;4;245;259200
8;4;249;214600
8;4;248;231000
8;4;248;219900
8;4;251;198400
8;4;249;225400
8;4;251;227600
8;4;253;170200
8;4;247;243200
8;4;249;215900
8;4;246;255900
8;4;252;190300
8;4;249;227800
8;4;251;212900
8;4;252;180500
8;4;252;173800
8;4;253;179600
8;4;246;257500
8;4;246;229700
8;4;246;281100
8;4;252;186600
8;4;248;203600
8;4;247;206400
8;4;249;241200
8;4;249;202900
8;4;249;207400
8;4;252;181200
8;4;251;178200
8;4;253;163400
8;4;251;189900
8;4;251;211200
8;4;251;181400
8;4;251;204700
8;4;250;199700
8;4;251;200600
8;4;251;185900
8;4;249;171900
8;4;244;260500
8;4;249;211400
8;4;251;170000
8;4;248;230300
8;4;253;168800
8;4;253;177900
8;4;250;221900
8;4;249;243600
8;4;252;190100
8;4;248;213500
8;4;249;192700
8;4;247;229800
8;4;251;171400
8;4;247;256200
8;4;252;160100
8;4;252;184200
8;4;248;224100
8;4;250;220700
8;4;252;176100
8;4;251;195500
8;4;251;188800
8;4;247;237300
8;4;251;199100
8;4;250;197500
8;4;246;257800
8;4;252;193800
8;4;247;233600
8;4;250;187100
8;4;249;233700
8;4;248;263000
8;4;247;249300
8;4;251;234600
8;4;243;307400
8;4;252;158800
8;4;249;235500
8;4;250;194900
8;4;248;237900
8;4;249;224300
8;4;252;169200
8;4;253;182600
8;4;246;247200
8;4;248;216200
8;4;247;223200
8;4;248;225400
8;4;246;266600
8;4;252;201800
8;4;248;208300
8;4;246;247800
8;4;251;224200
8;4;250;211500
8;4;251;186000
8;4;251;225100
8;4;248;217100
8;4;245;232000
8;4;247;240600
8;4;249;212900
8;4;250;174100
8;4;250;198400
8;4;252;217200
8;4;251;226300
8;4;250;225200
8;4;252;222100
8;4;250;216000
8;4;251;205200
8;4;249;221800
8;4;250;198300
8;4;247;265000
8;4;247;260600
8;4;253;169300
8;4;249;262400
8;4;250;226800
8;4;250;209000
8;4;249;272600
8;4;249;215900
8;4;251;192800
8;4;251;189300
8;4;250;215100
8;4;249;224100
8;4;252;188200
8;4;249;238800
8;4;246;287200
8;4;247;244300
8;4;249;243600
8;4;251;208500
8;4;253;185900
8;4;252;195900
8;4;251;216000
8;4;250;212500
8;4;246;285100
8;4;253;145300
8;4;249;207900
8;4;252;169000
8;4;250;227500
8;4;248;244500
8;4;251;167300
8;4;252;158000
8;4;252;193900
8;4;250;198500
8;4;247;261500
8;4;251;173400
8;4;252;170400
8;4;250;178200
8;4;247;228600
8;4;250;182800
8;4;248;225900
8;4;248;225900
8;4;245;240400
8;5;255;187800
8;5;252;216200
8;5;253;200500
8;5;251;266400
8;5;252;205700
8;5;253;202200
8;5;253;204600
8;5;253;216800
8;5;254;156300
8;5;253;190700
8;5;255;145200
8;5;253;184000
8;5;254;184100
8;5;252;183000
8;5;255;161300
8;5;253;235200
8;5;253;180800
8;5;254;170800
8;5;254;211300
8;5;254;154600
8;5;255;161700
8;5;254;178300
8;5;254;182300
8;5;255;167600
8;5;254;206500
8;5;254;202400
8;5;255;181300
8;5;254;205600
8;5;252;228400
8;5;255;175600
8;5;255;183700
8;5;252;255600
8;5;252;198500
8;5;253;220900
8;5;255;182400
8;5;251;242800
8;5;253;176800
8;5;253;210900
8;5;252;223900
8;5;255;139800
8;5;250;222000
8;5;255;177500
8;5;254;194600
8;5;252;243200
8;5;254;214900
8;5;252;208700
8;5;254;165600
8;5;255;159100
8;5;255;161500
8;5;253;221500
8;5;250;250600
8;5;253;185300
8;5;254;182600
8;5;254;182300
8;5;252;210600
8;5;255;160700
8;5;254;185800
8;5;250;269400
8;5;253;207000
8;5;254;184300
8;5;255;201500
8;5;253;207600
8;5;253;227600
8;5;252;170800
8;5;252;221900
8;5;253;202700
8;5;253;191300
8;5;252;212900
8;5;252;223600
8;5;255;183900
8;5;253;208400
8;5;253;180000
8;5;249;249800
8;5;252;200300
8;5;253;236600
8;5;255;153800
8;5;255;164700
8;5;253;214600
8;5;252;207700
8;5;252;201300
8;5;251;201200
8;5;252;209200
8;5;253;157300
8;5;254;201200
8;5;254;175600
8;5;255;152700
8;5;253;179300
8;5;254;169900
8;5;254;176300
8;5;251;217600
8;5;250;247700
8;5;253;200900
8;5;255;169100
8;5;254;206900
8;5;255;172000
8;5;255;134100
8;5;252;197900
8;5;251;248600
8;5;254;179200
8;5;255;208700
8;5;252;197100
8;5;253;199600
8;5;253;189400
8;5;254;144800
8;5;252;184300
8;5;254;212600
8;5;253;194400
8;5;253;180400
8;5;254;180500
8;5;253;203000
8;5;254;178600
8;5;249;238700
8;5;252;206200
8;5;253;203300
8;5;251;226600
8;5;252;206200
8;5;254;191500
8;5;252;213600
8;5;253;233400
8;5;251;233300
8;5;254;179500
8;5;254;166000
8;5;254;165700
8;5;254;189800
8;5;254;198000
8;5;254;194300
8;5;253;197400
8;5;253;204800
8;5;253;157900
8;5;252;207000
8;5;254;177600
8;5;253;200100
8;5;255;191100
8;5;252;223000
8;5;253;160600
8;5;253;192500
8;5;254;194300
8;5;252;217100
8;5;255;185700
8;5;253;210300
8;5;252;237400
8;5;255;168500
8;5;255;174000
8;5;252;225200
8;5;255;178100
8;5;255;188300
8;5;255;145700
8;5;254;247700
8;5;251;407300
8;5;254;264700
8;5;254;241100
8;5;252;243100
8;5;252;293500
8;5;254;208200
8;5;255;257300
8;5;252;288700
8;5;251;266600
8;5;252;242200
8;5;255;168100
8;5;254;152700
8;5;252;218900
8;5;254;189200
8;5;253;214900
8;5;254;175500
8;5;255;194300
8;5;254;197300
8;5;254;174600
8;5;252;228800
8;5;253;208600
8;5;253;196900
8;5;253;206200
8;5;254;187000
8;5;255;169100
8;5;254;177100
8;5;254;188200
8;5;248;273200
8;5;253;194900
8;5;251;219600
8;5;255;170500
8;5;251;207100
8;5;253;171100
8;5;253;233200
8;5;253;200400
8;5;254;154500
